,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98
MPP 89,2.040258,1.6516238,0.7607266,0.49663085,-1.1362056,0.16223297,0.54237247,-0.12772517,-0.30885386,-0.9754869,0.119460136,0.54125303,-0.51825017,-1.24565,2.6342692,0.040783077,1.1242009,0.9572057,-0.96275777,0.35305756,-1.7259666,2.0338178,0.6352667,-0.31537634,-0.95388824,-0.64473933,1.3956202,-0.8079082,2.0111418,0.45995563,-2.8067489,0.9189499,-0.34612882,-2.692903,-1.7319468,-0.67502964,-1.7675548,1.561385,0.34125516,1.3977873,0.996892,0.6018573,0.30234152,1.0381083,0.9570724,1.6400666,1.8298974,1.1245813,0.72623503,1.165944,0.3103099,0.50474405,-0.004093213,0.100012004,-1.2296568,0.10570654,-0.4590078,3.0561113,-0.44324088,1.990805,1.2739384,0.84511715,-0.45021558,0.15654644,1.017004,-0.08545091,-1.1321176,-1.5128889,-0.2061009,-1.0654238,0.9221324,0.76677144,1.6737864,0.05842189,0.2565086,-0.3068935,1.5012021,0.09054492,-1.8775625,0.05902297,0.20304956,-1.9989666,2.417705,1.2255366,0.7529503,-0.37237316,0.15374315,-0.4837117,1.0070636,0.96930116,-0.9001959,1.301763,2.5400636,2.953434,-2.171286,-0.19565094,0.53634655,1.3355458,-0.18867606
HCC1187,-1.3031306,0.056605034,1.7038379,-1.4247617,0.27232653,-0.5044102,-1.2370238,0.630429,-1.6010059,-0.12384829,-2.1591382,0.4461787,0.22230726,1.3451546,-2.423195,1.8336473,-0.7659299,-1.7926923,3.4988148,1.1551405,-0.40125188,-1.1047838,0.05067722,0.44500598,1.2234714,0.11150879,0.571987,1.2169001,1.5289792,-0.2557342,1.3535271,-0.34314352,-1.1684737,1.4351971,-2.6534395,1.893102,1.553468,0.5994967,0.10181498,0.43415365,0.8923427,0.78234345,-0.38600218,-0.05539228,-1.6296695,1.501895,0.81956977,-0.19469993,0.5825408,-0.69679105,-1.4074652,2.1559622,-0.021974307,-0.6975551,1.1869197,0.44901854,-0.6402904,2.1558611,0.30770552,0.44117498,-0.8482274,1.7516612,-0.26550674,-2.148577,-1.1421733,-0.60382396,-1.1965348,0.8385791,-1.6687188,2.1084297,-0.5179463,-1.7667482,-1.5632398,-0.9272442,-1.2050725,1.7398217,0.9954763,0.06689726,-0.9902731,0.2157005,1.4348658,0.35990164,-1.4760783,-2.6235292,-1.015939,0.09205296,-0.042364992,1.7922989,0.79184115,0.44447863,-1.4430883,-0.18443456,0.74686795,2.050241,-2.5511162,3.424084,-1.7091305,-0.12708907,0.31346178
LOX-IMVI,0.35977244,-1.7432126,-2.5148993,-1.1715015,1.0445746,1.2161611,0.019845292,-1.0396779,0.92136705,-1.7927755,0.7588072,-1.1987885,-1.6624643,3.1700182,1.7379459,-1.7933811,-0.3743301,-2.3787203,-0.15870538,0.19266257,-0.40893337,0.18684027,-2.0071523,-1.9090928,-1.5536823,-0.9225292,2.140383,0.019663647,-0.7157294,1.6417449,-2.1592417,1.1828647,-2.3593106,-1.5192845,0.054935746,-3.8651414,-0.9998615,0.51001436,-4.372661,2.5736866,-0.09074818,-2.076396,0.7984624,-3.2777834,1.0546024,-0.1032771,-1.9424603,-2.1910958,-0.35029024,-1.9671829,1.6448578,-4.406275,-1.2688723,-2.7893322,-0.21221724,0.80338305,0.28097144,1.1050545,-0.54860115,2.379595,1.1164625,2.1274092,0.0697217,-2.3915136,-0.30160707,-0.34126183,0.9652797,0.10018091,-0.18206187,-0.021200031,2.0377078,-0.8931299,-1.2539945,0.7593858,-2.3065958,0.0016478468,1.8355902,-0.35917795,0.106598884,-0.6119351,0.99036056,1.0027946,1.4566326,1.7121851,-0.67755723,2.5942428,0.7987612,0.09355813,1.8379774,0.7495148,-1.138254,0.86257666,0.5177788,-1.2916924,2.0950954,-1.0424511,2.340523,-2.068284,0.9418863
NCO2,0.42508292,-3.2310975,-0.52120984,0.104640394,1.2469136,1.4234681,-1.1638005,0.20769545,2.7645848,-0.29881597,0.27257547,1.1440938,-1.1927856,0.11808958,2.6773455,-1.1558933,-0.9090529,0.93270004,-3.3588054,1.0697154,-0.21834837,1.2908288,-1.4339339,1.2429621,0.8236861,-1.1383687,0.8809976,0.78962934,-0.14326832,-1.1271973,-0.015212873,-2.1752768,-2.599687,-0.3232877,-1.3180672,1.659617,-0.31679526,-0.4243325,0.631065,-1.6229963,-2.4298766,-0.55855906,1.1547025,1.311714,-1.0298421,0.35322756,0.29501727,1.4311483,-0.89391756,-0.72098106,-0.88880956,-0.95802677,2.4143054,-1.7471597,0.5343352,-1.1143901,-0.01489852,-0.81743824,-0.3859619,1.2611867,0.83453137,-1.2401792,0.6433903,1.5994675,0.7836094,0.73046166,-0.6493676,1.4685054,-0.47562328,1.4415554,-2.1411955,0.66199297,-0.8106665,0.52021396,0.72579384,-1.7967298,-1.4548901,2.4677756,-1.5882156,1.2659609,-0.7547589,-0.36581656,1.3207064,0.47846913,-0.1439777,-1.4183834,-1.6363904,0.27448785,-1.8150407,1.9146633,1.4082774,-0.48596248,0.7466932,1.6045069,2.1048403,1.0548815,0.3329456,-2.7288823,0.90306246
MFE-319,0.14002651,0.11516814,2.4391892,0.17183816,0.21755153,-0.48687863,-0.8890106,0.8548752,-1.3980105,-0.58859116,-2.3077269,-1.7308894,1.513823,1.1210036,-2.9042273,1.4905318,-1.0212771,0.38774696,2.8303583,3.2238455,-4.034002,-4.760498,-0.6979439,0.45468006,-0.6573839,0.8875571,1.2177812,0.3060039,0.60784316,3.8307698,2.5039616,0.5850013,1.2575501,-0.70994097,0.45726025,0.33201155,-1.2536925,0.65400344,1.4528002,-2.0196652,3.2052069,-1.8679686,-0.9846907,0.01714834,3.8334181,-0.58897763,0.34890777,-2.313106,2.1372,0.053062476,-2.2074425,-0.59882486,-0.43698806,-1.5512683,2.1418245,-0.74305737,-2.4225879,-0.3584471,-1.2424692,-1.9860611,-1.222544,0.035669815,3.0050116,-0.250229,0.3427784,-1.2956285,-1.4923625,-0.6375545,-0.24809279,2.408152,-0.7479268,-0.76154965,1.4329016,-4.1311374,2.9196892,1.1513742,1.1563572,0.1974628,-1.9345113,-1.1656255,-0.93861353,1.8285416,-0.3984936,-1.6593559,-1.9781798,-0.597612,-0.44749692,-0.54662514,-1.1716104,-1.7343699,-0.36958405,-0.18450013,-1.0243591,0.31920773,-0.58716726,2.9139102,-0.752945,2.1432242,-2.2627559
LS123,-0.75925905,1.1003093,0.039905347,1.02211,-0.48894656,-0.20516002,-1.2124467,-0.052554775,2.1937199,-0.53900474,0.3161787,0.8022066,2.295935,-0.9975821,-0.21856287,1.9760251,-0.33415395,0.72421104,-1.7897388,-2.0866337,-1.6930437,0.28815538,0.83710897,0.890888,1.4776167,-0.99427104,-0.48301405,0.5107135,-0.088105574,0.39083526,0.9758969,-1.040295,0.30866233,-3.6976223,1.296169,1.6000043,-2.7428386,-1.5195389,0.9281958,3.9464824,-0.77706957,-0.10635437,-1.0715274,-0.017249595,0.4675789,2.2506058,-0.1732202,1.0200275,1.5255153,1.9878502,-0.031972732,3.6289582,0.5445498,-0.75663614,-1.9264518,1.1109633,-1.5534952,2.6267889,1.5474222,1.4119022,0.11066152,-0.016675562,0.5388072,-0.30339712,0.17279173,0.35409358,-1.4969152,-1.2148217,-1.931796,0.29635015,3.982184,2.8441854,-1.629568,-2.0332365,0.7768933,0.4507049,-0.73717165,-1.3634377,-1.0958362,-0.042817704,1.8744698,-0.8243238,1.1257995,-0.82493305,-0.773009,2.0611544,-1.2129217,1.3166492,0.47330773,0.39372706,1.6320955,-1.8558365,-1.0516515,0.30533755,-1.9479191,-2.9210978,0.69322795,1.186763,0.8905177
PSN1,0.52324855,-2.6119528,-1.2176151,-0.25654155,-0.4588678,0.5281552,0.62745774,1.8237226,0.823307,-0.10312617,1.1164635,-1.7286296,0.7565787,-0.70849997,0.98407876,2.0283406,-0.7646391,-0.367897,-3.8406296,-0.8540361,2.3506346,0.7945194,0.31560636,-0.42452806,-1.7063386,0.3854782,-1.9214194,-0.4994824,-1.6144395,-0.36453643,-1.8497642,-1.444617,-0.38927716,-1.9597696,-0.57886773,-4.7273455,-0.09836519,-1.8537456,-0.030028988,0.38769007,-1.5268171,0.6098153,-0.6305946,-2.75263,0.90259624,2.2955647,0.8785652,2.5958016,1.0387548,1.1784266,-0.7033894,-2.2964644,1.3547065,1.1553245,-1.8395885,-1.7514741,0.57593757,0.8444226,2.4070835,-1.0358067,0.055762522,-2.372211,2.2689054,-2.8851771,1.0727365,5.2432547,-0.25112474,-0.923988,0.46759105,-2.6960683,1.3255469,-1.796084,3.1954453,1.7368889,-0.9460163,-1.1917126,-1.9161147,-2.7175295,-1.3299603,-0.43180424,-1.0739875,-1.5911657,-1.0969346,-0.2711814,2.5054877,-1.2595506,0.4244536,-2.1773028,2.081014,1.5378355,-0.100393854,0.32878047,1.8073611,0.6243419,2.9195137,-2.2085662,2.7869928,1.1268778,-0.50781643
HEC-151,0.049251504,-0.58749735,2.567105,-0.32236516,-2.175064,-0.8944932,-2.9550207,-0.08107816,-1.2335485,-0.35698298,-1.0078601,-1.7155409,0.5958292,2.152777,-0.72524667,2.4347944,-1.3078753,2.530833,2.1885557,3.3075662,-0.7701714,-4.631876,0.080288604,-0.9138568,-1.2927074,3.4281492,-2.1483448,2.6320596,-3.704197,2.6711931,0.8082012,2.1771946,-1.9662855,1.0927156,0.6881402,-0.27405843,-1.5472751,0.16660169,-1.6881354,-2.3247154,2.2583277,-1.1897606,-0.7623021,-0.5889292,3.3136303,0.0546702,-1.055844,-2.5697017,-0.26169237,-4.221229,-1.2363623,-2.7750134,1.2856812,-0.5393405,1.3888615,-0.980459,-1.3687783,-0.8366935,-0.2982884,-0.7636022,1.0157267,2.4419067,3.0996075,-1.3132522,1.0514219,2.549117,-1.7701298,-0.6728269,-0.7721009,2.0134017,-0.96377,-2.1730652,1.1879756,-2.4525914,1.687871,0.75668216,-1.195937,-0.16735247,0.37327632,-2.3387394,-0.08835763,1.2750216,-0.6025055,-3.0387316,-1.6928734,1.0843014,2.6399207,2.23432,-2.004554,-2.8725672,-0.4318582,-0.22532377,-1.8458737,0.5423623,0.4355841,2.9562013,2.0935316,-2.1045952,0.5925948
OVKATE,-3.9979935,2.3634465,2.2303796,-0.9159433,-2.3760977,-1.8426684,-0.4278965,-1.4389608,-2.310112,1.5456005,1.3603946,-0.23099868,-0.1449905,0.98442435,-0.8779682,0.9522935,0.12465798,2.081279,-0.9845524,-0.12788942,-1.2267301,-2.8923645,-0.5447214,3.2053509,1.463978,2.4662995,2.198794,2.0923808,-2.3497243,-2.1203299,5.30923,0.46074817,-1.1836685,-2.2754734,1.260715,3.4834468,-0.23833467,0.71834314,1.4046576,-0.7314995,2.4517252,-0.15567303,1.4573154,1.3526834,0.55813336,-1.6623191,-0.20931478,0.14225131,0.9266241,4.262809,1.056761,2.7716906,-1.1551378,1.6396651,0.44828954,2.415622,-2.2377746,1.5194868,-3.6050606,-0.58921784,-1.7134141,-0.14216237,0.34521762,0.20913813,1.0358737,0.5828158,0.24716787,-0.8732147,-0.024240324,-0.70094925,1.5285558,2.4231248,-1.8757329,0.84081817,-0.98282266,-1.3354683,-0.39206383,0.7957253,-1.9629586,0.47590405,-0.90486187,0.5677016,-2.0004017,0.7378377,0.3079644,-2.9555671,-0.15141259,0.09793218,-0.80310625,1.9356723,-2.62468,-1.6046861,-0.72003657,0.70037866,-2.145133,0.58897567,-1.706749,1.0157803,-0.29029998
SNU-626,-2.3780475,2.7658129,-0.83171266,1.070122,-1.9275756,1.7510579,1.4645525,-2.0349524,-4.2957263,-0.526973,-3.479654,-1.3524302,1.9155859,-0.84227926,-0.8884407,-1.3036729,1.618842,1.1346198,0.80891216,1.2602175,0.2263628,1.6369302,-0.5512172,2.2402833,-0.01509588,-0.40318984,-1.248741,0.9123218,-1.7749575,-4.0616827,-1.1580548,1.0324578,-0.94554114,2.0753667,-1.2232692,3.3590486,0.20649523,-1.0367587,1.1795808,-3.0622344,2.1323645,0.32343656,0.47706187,-1.3233229,-2.3075283,-0.7403695,0.40721622,0.5229239,0.4719379,1.1958692,0.720176,1.6524483,-0.25607535,1.8124692,0.20153382,0.544465,-0.59311736,1.3462241,-0.12082179,-0.0981441,1.5774972,0.82324916,-0.4095253,-1.1746935,0.25227007,0.27757096,0.47580022,-2.9583576,-2.1975892,0.8967957,0.373086,0.9765207,-0.21160935,0.8207967,-0.13743523,-1.0823896,-0.07616349,-0.2340939,1.5264106,-0.83465683,1.5232289,-0.29955587,2.8928912,0.72483224,-1.1433225,-3.6179845,-1.4773778,-0.22012572,1.9779185,-0.39432168,-1.6513387,2.9144197,0.40340763,-0.0076737404,-1.1691834,3.1743555,-2.260462,3.3539886,-0.16627933
KALS-1,-0.56374866,1.613676,0.05350161,-2.1385798,0.12130212,-1.366598,-0.022866325,-2.1897147,-1.4860045,1.341046,-1.2781737,-0.5636705,0.58948493,-4.220401,-1.2521412,0.85594946,-0.8758234,0.010968424,-1.1411669,1.4511979,-0.64497095,2.3090208,0.088114455,0.45176333,0.7453306,-1.2878389,0.94525987,0.091131136,-0.45329097,-0.8377836,-3.9802334,1.9587319,1.4301242,-1.4206172,-1.1202295,0.629078,2.211955,-0.9583494,-0.35574323,0.62638164,0.74359155,-0.9066701,0.094494864,-1.2902944,-0.9908586,2.0589468,0.21761967,-1.45639,-0.26019597,1.7151983,-1.1146654,2.175995,2.1597033,1.2287505,-0.0749771,-1.1370953,0.25653198,1.1959908,2.0942209,3.1881433,0.6482482,-0.4931556,0.033121098,0.48548335,1.0456233,3.156161,-0.0068403883,-0.3563768,-2.858225,-0.9848048,1.8668697,0.13999875,1.8631605,-1.1899575,0.30301106,0.1453398,0.4534687,-0.43753618,-0.28568023,-3.3890955,0.44458705,-1.5771658,2.0976307,0.83859926,0.52396935,-0.85063994,0.12268245,0.83690494,2.020441,-1.588737,-0.5615015,3.1082375,-0.4622302,2.7366116,-1.0421996,-0.68310416,1.7815951,1.8038888,-0.0015760758
TE 441.T,0.0023006499,0.3748656,-0.8166965,2.5246196,2.6371753,1.2483416,1.2125309,-1.1815193,-2.3952682,-1.0300221,-2.1434038,0.9200546,0.85280687,1.0700879,-0.91805303,0.84997,0.56739616,-0.5294097,1.0763545,1.1397536,-0.051285863,0.73725295,1.855354,0.443425,-1.2077318,-0.4413845,0.71074647,-0.032917604,-0.6240217,0.36167327,-0.10703507,0.3319784,-1.9150956,0.5764465,-0.08803256,-1.1965955,-1.2879654,1.7609847,0.83112824,-1.7331951,0.4050067,-0.8262593,0.35863,-1.87884,1.9982493,-0.5010387,0.68122715,0.9709649,-0.2482807,-1.0398711,1.1430736,0.9963312,-1.5361847,-0.3641008,-0.11680369,-0.007534202,0.82511413,0.024982825,-1.1477467,-0.7162665,-1.8225999,1.3742771,1.0275207,-0.9057302,-1.6367526,-1.6560462,-0.16408303,0.1292778,0.568636,1.0863192,-1.5638977,-1.5408654,-0.12398495,-0.37386236,-1.3551955,0.9750588,1.620952,-1.1246353,0.29419437,1.5082699,0.43155715,2.642855,-0.690754,1.1017795,-1.7822971,-0.1526279,2.0603516,-2.4648488,0.5965301,-0.55145836,-0.9302207,2.6524928,-0.4623447,0.82250977,2.4171386,1.6351953,-0.18569696,0.63709384,-0.0011852831
Hs 618.T,0.3172863,4.2336607,0.3980076,2.791391,-0.51949507,0.93772614,1.5936483,0.3739349,-0.6499829,-0.77520967,-0.3894797,0.71198237,0.13305221,-2.7951846,1.6448349,-1.823134,0.6819467,2.1519344,-0.81994444,-0.53022397,0.66472805,0.97581106,-0.05901794,-1.3465835,-1.1323867,-0.9538886,-0.10829976,-1.7864196,2.8557434,-1.4759657,-2.886609,-0.31373858,-0.3235065,0.8056651,0.43778148,-3.413882,-0.9907865,2.4721713,0.8700625,0.09296174,-1.3622234,-0.2421061,2.193773,0.27838993,-0.35023543,0.50137156,0.43812758,0.25484762,-0.65456104,1.7293987,1.4018784,-0.4403332,-1.4702307,0.09100786,1.2117583,-0.2160196,1.3013694,-0.37726426,-0.78792477,-0.16461411,0.39845848,-0.29534107,1.2287912,0.53371656,-2.400951,-1.5242256,0.6866014,2.4280937,-0.5383231,-0.4992485,0.019723102,1.2894074,-1.380361,-1.3601917,0.45369318,-1.4061979,1.2778608,0.30772284,1.0002708,-2.0038753,-3.1386871,-0.2856594,2.3036444,2.8537316,-0.025305377,-0.046598993,-0.26804695,0.526188,1.1743046,-0.5838518,-1.2582995,-0.14711535,2.3266242,-0.91997,-0.27504414,-1.6371943,0.65283644,-0.392145,0.8524934
QGP-1,-0.40871683,0.8491173,1.6097534,-2.3165646,-0.7167891,-1.0635208,0.8620188,2.661074,0.6542269,1.7902892,4.0326543,-2.805251,-1.0602659,-0.06643865,0.11646124,1.264358,2.5518575,-0.25829604,-0.3150295,1.955538,0.2343042,-1.0487651,-0.2948512,-0.16641745,1.8651531,-1.390876,-1.7568574,0.93329316,-1.629885,-0.68095875,0.3434177,1.4991302,0.6746157,0.7373655,2.2878268,1.4229575,1.0801904,-2.1119347,-1.1997719,-5.436115,-1.8935068,0.4470385,0.6341069,0.82189006,-0.0040497743,2.2645557,0.37027067,-0.73816174,3.3496485,-1.2849162,0.6119709,-0.76536506,-0.45998874,0.62660134,0.5310339,-1.5240402,0.18980181,1.3475782,-1.37733,-0.9413947,1.4107764,-1.0371704,-0.2587691,1.5759704,1.9183273,3.724415,0.4292943,-0.94615656,1.5505046,-0.86503375,-0.64433885,0.26558912,1.1860502,-2.1946836,2.1344302,-0.7509764,-3.6657763,2.6560903,-1.1553862,0.006956741,-1.0452164,1.0797077,1.355701,0.13035889,-1.4320222,0.35886425,0.774795,-1.1180443,-0.52378744,1.7884709,-3.4425714,-0.78200346,-1.1333675,-2.1933937,-1.199506,1.845206,1.5199311,0.9617454,-2.4905977
NCI-H522,0.18858857,-0.876984,-1.2002096,0.3496039,-0.867689,-2.12127,-1.1335435,1.2073107,0.9118052,1.1022685,-1.3739575,1.8433055,-0.41187072,1.0314391,-0.4900443,-0.4147978,2.1392186,-0.7749191,1.8860785,1.3831161,0.5420316,2.2177522,-1.0350353,0.59801763,0.3902634,0.74893284,1.9077778,0.8502115,-0.44010088,0.68951625,-0.38418594,1.847038,-3.2636752,0.035507023,-3.3868692,0.56533706,-1.488914,1.3009014,-1.904887,-0.9913387,3.749972,-0.5251445,-0.19907004,-1.4803792,-0.7035072,-2.4966776,0.41263494,-0.719983,-1.0564336,-0.7547946,-0.017374495,-1.6469233,0.02499279,-0.027387219,0.6856306,-0.31199506,-0.05866876,3.6171987,0.23913296,-0.17057651,0.298979,2.818731,-0.82844776,-2.2641666,-1.8323021,-3.1504,-0.84686804,1.266836,-0.26668417,-0.5206667,0.628298,-1.6572903,-2.2777102,0.38349646,0.4207655,0.15582016,0.21153155,-1.9892653,0.92538446,1.1821303,0.48384202,0.09414208,-1.6817433,-0.8419092,-2.2336943,0.21715815,-1.5434622,-0.96624625,-0.28599763,-3.4612205,-0.5144435,1.7365922,-1.7310709,0.9511956,2.265233,1.067827,-1.2307552,-0.84937185,-0.89953583
TUHR14TKB,-1.5923911,2.947511,2.7911847,-1.170114,-2.3447943,0.8609768,-0.8490917,-1.5221808,-3.9932814,-2.5767963,-1.0594289,-0.87308484,1.3285648,1.3143837,-0.077703916,-1.43707,0.7679307,0.7140765,0.7291113,1.5679718,0.1448354,-4.2956915,0.97965586,0.29660657,1.7371533,2.6433063,0.15074994,0.251406,-0.6883515,-0.58373255,0.014610402,3.601233,3.5331411,1.7606367,-0.775602,-0.34680787,1.3403462,0.36287212,1.3222338,-1.8842912,1.1229708,-1.6649963,0.4484983,1.8550395,0.91946554,-2.947063,-1.422196,-2.6814594,0.15226033,-3.4929926,1.5683247,-0.070890896,-1.1314789,2.2595847,-0.9259285,-0.43015566,1.3351319,1.4414152,-1.3577911,-0.021408811,-1.197749,1.9847147,-0.47189742,0.4634079,-0.85124505,0.3389631,-0.23106274,-0.5304004,0.41779226,0.24450333,1.0040245,-0.77183074,1.1773505,1.8870907,-1.4350511,1.1035832,2.0167582,3.0688148,-0.4772968,-1.6074102,0.6857767,1.1613723,-1.177543,-0.10333189,1.6259141,-1.8998368,2.157446,-0.3896203,0.53998554,-1.4815365,-2.005709,-0.63323045,-1.0234883,0.054386396,2.6243808,3.3143075,-0.13277523,-1.8566326,1.0928352
EB2,-0.11885542,-3.2785661,1.387179,-2.7352319,-0.18517788,1.3132159,1.6249715,1.3035784,2.4809954,1.4171867,1.44502,-1.0852748,1.321666,-0.0851369,4.7190413,1.9056947,-2.1654913,-1.0770093,-0.28244072,0.023207873,3.4954255,0.0961764,-0.5243866,1.0942106,1.7748541,-2.3367002,0.6809341,2.5944166,0.90424156,0.76153094,-0.36115116,-1.8625495,0.75246394,-1.9900923,1.6543393,2.0456517,1.7096632,0.90577936,0.95570946,-2.1158926,0.46932137,3.74636,-0.29750675,3.5334327,-0.5997751,-1.4585265,-2.253562,0.062112078,-0.3211094,-1.1049571,0.79891527,-1.3767849,3.5835135,0.08933824,-1.8707811,-0.8527647,-0.8781195,-0.16416559,1.5592737,2.3362927,-0.4976026,-0.13356498,-0.11267513,1.6871922,3.5166888,2.3821254,2.3731837,-2.198457,-2.020127,0.55773795,-0.69638133,-0.48558524,-2.1234663,2.8044648,0.8587758,-0.2052922,-0.4924276,1.896617,0.7936057,2.9122608,1.5540582,0.27353004,1.041163,0.9600431,0.28908572,0.74339426,-3.225134,0.37033194,-2.2991385,1.5983725,2.4542794,2.9646456,-1.5247501,-1.1391563,-1.0460391,-1.3385929,-0.23589158,0.37550735,-0.446898
NCI-H209,0.13836913,1.4956368,1.5787578,0.4122183,0.24746068,-0.7524958,1.914245,1.9347203,0.72256064,0.8747978,-1.4070666,0.06954339,0.5718415,2.1300056,-1.7571657,0.48497075,1.8766867,-1.8574889,2.2430348,1.0501866,-1.9556574,-0.46464607,-0.090206735,0.7123581,0.8358199,-3.7931993,-0.51530975,0.5022304,0.8387047,-0.0069576968,-0.5816302,0.38627604,1.5203431,3.5434122,0.16221306,2.481636,-2.3515666,-1.122043,-1.9788482,-2.581771,-1.6569916,0.67938244,-0.23873524,-2.4843247,-0.016157364,-0.45768496,0.060574412,0.8768552,1.4941542,-2.3261335,0.36141297,0.8313004,-0.39200234,0.468565,1.584433,1.0396209,-0.92762905,0.14683093,-0.803375,0.97685814,0.767303,-0.04384768,1.5720643,1.6161399,-0.22723505,-0.29816276,-0.098245,-1.604587,1.8492296,-0.97925204,0.6173097,-0.96150297,0.32298267,-0.7126002,0.03280189,-0.6847762,-1.4527559,1.2869167,0.13721505,0.9792238,-0.8983086,-1.6384228,-0.56805867,-0.93722737,-0.26152757,0.07718183,-0.95009017,0.41552892,0.9821344,-3.1552353,-2.4019794,-0.2659584,-1.5120925,-1.0476186,0.112826414,2.0873466,-0.4411263,0.4864738,-3.1556077
NCI-H1105,0.5229092,2.5577474,0.31549883,0.77168673,0.58023065,-1.4797969,0.7547388,3.5561533,0.17529288,-0.7616628,-2.2149625,-0.15137725,0.46798718,1.063389,-2.159996,1.1249717,0.98715323,-2.1352844,4.3156934,1.4996539,-2.3509111,-0.8881781,-0.99510103,2.5285554,1.8792127,-3.469979,-0.09283059,0.4198152,1.3514253,-1.0988545,0.26081976,-0.59015065,2.422384,2.9791684,-1.6572442,2.1514697,-1.3340731,-0.23075879,-0.6415791,-2.1605723,-2.0546823,-0.11112838,1.2182364,-2.7654648,-1.4449192,-0.25508744,1.0502698,1.238373,0.56848365,-3.4540586,1.4245816,2.1826143,0.58849186,1.0889469,1.8025103,1.3501328,-1.2899454,0.64111584,-1.2844379,0.630007,1.7498692,0.5114668,0.56762606,2.311639,1.1639016,-0.7039266,-0.35548905,0.2256184,1.4502718,-0.3217362,0.57204473,-0.41405755,-0.38994873,-0.07793026,-0.18854703,-0.3373459,-1.2751825,2.3276134,-0.24534184,0.93626684,0.6627849,-1.181883,-0.14323044,-1.4487985,-1.3555028,-1.0686635,-1.0249408,1.4606022,-0.1634385,-3.6880436,-1.5144614,-0.24068342,-2.627212,-1.7234714,0.7295409,0.5517181,-1.7568984,0.3588808,-3.1800296
HPAF-II,1.3263198,-0.6074833,0.009620322,-3.5309534,-2.4088435,0.2630974,-1.7992371,0.2879583,-0.840183,1.4395845,0.77211684,1.395994,-0.63949287,-0.73837715,2.39365,0.82274884,-0.027839065,0.29619405,-3.6668491,-3.6492805,0.56617415,0.46284747,-0.21712735,-2.459632,0.70738983,2.213019,1.7884023,0.5158105,0.37338945,-0.2722571,0.16341287,-1.2409085,0.59993494,-2.1256754,3.8982992,0.26315987,1.6944942,-2.4984674,-0.105878964,1.5706677,-0.51109856,1.3530276,-1.5625038,0.57609665,0.8426296,0.28696725,-2.8634703,-0.59686226,2.2874238,0.9982665,1.3718325,1.201594,1.9401739,1.5003608,-1.7071083,-0.77099407,2.4712791,0.05015433,1.3248707,-0.6016959,-1.9321114,-1.4744991,-0.70020735,-0.94374686,0.81821686,2.3067875,0.89465433,0.10426213,1.0215735,-3.3816528,2.083844,-0.18323469,0.57545847,0.71337116,1.5205013,0.45245597,-1.6158234,-2.4295678,0.8233568,0.17393161,-1.5077156,0.50449264,0.027642332,-0.7899882,0.08012414,-0.2219545,2.057066,0.8428199,-0.8045261,3.3495493,0.84158915,-2.8263795,-1.744875,1.0525936,-0.26493126,-2.5978975,0.3476893,0.028025398,2.8484821
NU-DHL-1,1.5833789,-2.5589707,1.3544587,-0.832448,0.22155537,1.8179833,-0.6908742,-0.2837471,2.5465975,2.3636832,1.1545895,-1.9570891,1.350413,-2.225505,3.6854067,2.9528015,-1.9511915,0.21934085,-2.3025126,0.71560395,2.5527613,-1.0286361,-1.3075159,-1.8459727,0.7164571,-1.001179,-0.91316664,2.8265178,1.2858027,0.32464167,-0.55978626,-0.72019875,-1.1819384,-1.3542478,1.6477956,-0.76772135,0.13863075,2.7662535,3.03339,-0.85443157,-0.5109099,2.6741002,1.9215373,1.9534018,-0.0027037207,-0.12333249,-1.5839324,2.0297344,-0.7239805,-0.30723825,-2.7571177,1.1117444,4.7905436,2.4044795,-0.66687405,-1.7327746,1.024134,1.0092379,3.1451526,2.7952838,-1.0441232,-0.24123684,0.9805493,3.2806053,-0.14977524,3.3959444,1.3181655,0.9819243,0.80966,1.3823925,-2.4199426,0.5008995,-1.6996076,3.5147896,1.1556381,1.285322,0.6859203,0.58849317,1.8131611,2.6460724,1.6051273,1.1752331,1.0375367,0.17326304,-0.9149182,0.63457906,-0.6801405,-1.9887767,-0.9680058,0.1840801,2.1798882,2.785462,-1.3883868,-0.029195104,4.0890255,-2.3128054,1.0615597,-0.60003376,0.6788018
