,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98
HEC-50B,-1.2911077,1.8764921,-0.46751878,0.40619436,2.185093,1.0523118,1.584349,-1.864831,0.5999899,-0.6439532,-0.37270692,-1.3670096,-1.352059,1.841023,0.41019782,0.6639156,0.16235512,-0.39181396,-2.0449886,-1.4639894,3.3747168,0.5341648,-0.32014734,0.37776834,-2.5574512,1.8664789,0.35390988,1.1821094,-3.2227607,-0.40297705,-0.82780814,-0.5897472,0.21694288,0.3398569,0.99297476,-1.4754143,3.080283,2.0814762,0.46501544,1.9414833,-0.30455813,0.1135876,2.0100996,-2.2442617,2.942447,-1.2808014,0.02724904,0.9515747,-3.6894367,-1.4768391,1.0934062,-1.2298906,-1.4032454,0.08739278,-2.5666656,-0.5278581,-0.47400707,0.9805621,0.7849269,1.409696,0.639266,-0.62535316,0.17988776,-1.0584143,2.7070224,1.6225849,-2.955749,0.9518521,1.1593883,-1.996098,1.1317884,0.3211713,2.4645402,0.30870026,0.41979048,-1.295753,-0.9273831,-0.37001595,0.5249589,1.3002102,-1.642499,-0.3411767,0.7355434,0.8855263,-0.099222615,0.26657557,1.2757152,1.6366352,-0.49832174,0.92827696,0.9758076,1.0927005,-0.18305568,-2.3356326,-0.9554601,-1.3866861,1.9896016,-2.0743303,2.1149578
KMRC-1,-0.30280626,1.1921504,0.90427625,0.14274086,-0.4549249,-1.24838,-0.2183641,-0.12507083,-2.2360013,-3.913046,-1.3449326,-1.1680142,-1.5416749,0.053027645,-1.4063926,-1.1419004,-0.8728077,0.73440206,1.4579341,1.8986251,-1.0619514,-3.9073055,-0.3169085,-2.0516558,0.53860897,0.68421817,0.7400073,0.7244602,0.6238149,1.0731112,-1.4007652,2.6459372,2.1547122,1.0003868,2.0191512,0.25291315,0.80313873,1.5014074,-0.71165174,2.0986977,0.2826252,-2.965296,1.8434504,0.3322022,1.0528262,-0.31614998,-2.4224372,-2.841807,0.9345281,-4.065814,-0.44094333,-0.697917,-0.34396356,-1.3154083,-0.6294659,-1.0230423,0.28783238,-1.0077918,-1.0276474,0.31982,-0.87617135,2.8967285,0.3615439,-0.14467849,-0.4247817,1.8145025,1.1373239,-0.32286817,-0.1787187,-0.40954664,-0.4015345,-0.68101543,2.551496,-1.666431,0.7511338,1.1425387,0.21217832,2.3636053,0.6607424,-4.129462,-0.5205121,1.5715469,1.1278025,1.5596315,0.018338623,-1.0962797,1.504198,-0.7550054,-0.093451604,0.71814877,0.08844337,0.5067142,2.0515141,0.34104985,-0.1365339,1.3319625,1.1972306,-1.5228971,2.7075326
NCI-H524,-0.71492225,1.3980511,-1.1265982,0.9867694,0.8595302,-0.8176579,2.5862055,0.63353664,1.8778298,-0.5084263,-0.49167156,2.3075025,1.0777673,0.15053618,-0.81072694,-0.23652667,1.1652969,-1.5641348,2.5657568,-1.4648931,1.302011,1.7830094,0.85628533,1.5951111,-0.5101113,-1.2883905,-0.06621336,-0.90442616,1.3271856,-0.7797213,-1.2692279,-0.71955496,-0.67929685,-0.9537665,-2.0121794,1.4818624,0.2133357,-0.16603905,-1.54163,-2.530169,-0.7499066,0.040821873,-2.047149,-2.0700753,-1.0664072,-2.5329542,2.0454338,3.8127599,1.9928002,-3.6774106,0.030015573,-0.6526181,0.94259864,-0.60614145,1.8150901,1.9731125,-0.66672134,-0.05331289,-3.1943612,0.31550562,1.3323747,-3.1241958,0.25275254,0.21863112,0.78147626,-0.3317822,1.0250733,1.1600662,2.2064893,1.2060548,-0.18621603,0.49161074,0.8774851,2.1163352,-0.28363323,-0.5168593,-0.9544512,0.5254711,0.65553296,1.5064987,-1.0198023,-0.077608794,-0.1236238,0.29647762,2.3149204,1.6632236,-1.6302308,-0.6830977,0.7818068,-0.28626287,-2.0636892,0.469981,0.09716309,1.0537888,0.53209835,0.9291622,-0.38434872,0.280485,0.9125745
Mel JuSo,-0.6855591,1.2975385,-1.2763298,0.43104878,-0.4828744,0.5379351,-0.19009966,-0.44358698,0.5348792,-1.8339928,0.74314904,0.6246724,-0.02629487,1.3773391,-2.656298,-0.1662952,-2.1820843,0.066490576,-0.899463,-0.6741903,1.7293382,0.8548593,-0.5760914,0.70697314,0.06644316,-2.2965508,-2.5763888,-1.1309761,-0.57479596,0.8991824,1.7863092,-1.6987162,1.650924,-1.764108,-0.29731435,-1.3150233,1.7424345,2.1233463,-0.30415845,2.6123662,-0.48645797,-1.197027,-1.0518713,0.7548956,2.5639963,-0.1770051,-1.635525,-0.59434974,-2.4433281,-0.6674809,-1.0306069,-0.20702328,-2.3592293,-2.5962288,0.8647404,-0.96177113,0.98656994,-0.71980196,-0.15330826,2.8151703,-1.878101,-1.8284985,-0.67393327,4.680247,-1.8419383,1.5446093,2.687213,0.006818696,-0.0398918,0.12990427,1.733124,-0.117421426,-0.28467953,-0.03702609,-0.08173464,0.30412087,1.3944181,-1.8700832,-0.030226996,-2.0195928,-1.2504574,-2.1863837,0.27048254,-0.6135538,-0.7436129,0.9517419,1.3775742,-1.0583637,1.5070301,-0.93135476,0.9540739,1.8727326,-1.2769773,-1.167809,1.5101067,0.17466521,0.11787125,0.13203226,0.22700864
NCI-H2227,0.767689,2.9577932,-0.86290205,1.9156396,1.0876021,-0.5810753,1.8971639,1.0488805,0.4337687,-0.22818226,-1.6706183,0.6388862,0.10040738,2.417092,-0.7337094,0.68414325,3.2113476,-1.2040138,2.2220964,1.4646146,-2.279418,0.8236097,0.19140628,0.5636829,1.1833665,-1.613085,-0.55383325,1.1428668,-0.24962474,-0.6735511,-0.053413197,1.3845167,-1.2861618,0.79076767,-0.24334851,0.81865376,-1.6267753,-0.14458875,-0.88255227,-2.6658454,-0.06581303,0.113156185,1.0944746,-2.8671668,0.038249977,-1.468391,0.56086206,1.0714455,1.419836,-3.646675,-0.43213978,2.323744,0.7671822,0.8855987,0.82141685,1.8825282,-0.004040261,1.307335,-1.495524,0.4863972,-1.4522086,1.2822548,0.24010675,1.6668681,-0.4677799,-1.0730915,0.7150284,-0.03207178,1.0384829,0.7773897,0.28906897,-0.09981808,-0.1292403,0.15020655,-0.43259156,1.3230457,-1.2573076,1.2616299,0.42235404,1.8435229,-0.12703727,1.7395512,-0.40114918,1.644771,0.6464778,0.31649578,-0.44938397,-1.2211345,0.16366634,-1.1813883,-2.3604484,0.8918574,-1.9090507,-0.14643684,1.45172,1.3607249,-0.7575945,-0.50504255,-1.045694
NCI-H1975,1.6731482,0.43588576,1.3019695,-0.0033823452,-2.4894378,-1.592318,-0.8482338,-0.15325013,-2.4678943,0.70369035,-1.4448414,0.27215138,-0.7125114,-0.51135665,-1.623383,-2.844474,2.507457,0.42955616,-0.028391778,-0.8475937,0.07457361,-1.3917298,2.4564033,-0.6152218,1.4963797,0.27685976,0.074547604,0.6108232,-0.54833704,3.0234642,0.2713618,0.97238326,1.251485,0.043002926,-2.482416,-3.1248581,-0.9838151,-0.32845354,-0.79231423,0.71459067,1.3595812,-1.3115238,0.2309962,0.18151918,-0.94865733,1.3567482,0.050995898,-1.5336058,-0.09476034,1.4049661,0.2483189,-1.4204462,0.06620823,-0.33069313,0.027096665,-1.1200701,1.0222623,0.76391864,-0.18153903,-2.4358263,-1.975015,2.0794382,-0.2317718,-2.1461844,-2.1165326,1.8472745,0.8493784,1.5767083,-0.49868065,-0.4147454,0.6118358,-1.851465,0.40599465,-1.1045644,1.4277169,2.0444002,-0.9503432,0.08183483,-0.7281823,-3.6717277,0.21582568,0.8134681,-2.7380705,-1.8706864,0.74663717,-1.0043235,-0.05344422,0.3101618,-0.6574082,-1.2026001,0.30652848,0.3390372,0.34609416,0.24858347,-1.4081031,1.7849329,-1.4361086,1.3379802,1.6216667
HOS,-0.80783546,0.66135764,-0.77851605,1.5607685,1.7809294,1.1968137,2.0986354,-0.87065184,2.007553,0.29885966,-0.58429945,1.5045708,-1.2220024,0.6247596,2.167766,-0.24443334,0.77490497,0.43745825,-0.20935795,-1.0093592,-0.42179626,2.0118563,0.88094836,1.3883437,-2.6941586,-1.2769752,0.31400704,-0.20348781,0.8443002,-0.047452364,-3.1962593,0.38688797,-0.75838584,-0.05575563,-0.5461735,-0.75048584,0.3130122,1.126043,-1.0543778,1.2934768,1.7471611,-1.0997783,1.1294752,-1.1437944,0.9738026,1.5748831,2.3851624,2.1714294,-2.1390712,0.8558919,-0.036901318,-0.452286,-0.4527442,0.7947195,0.22505713,2.6236305,-2.3394272,2.0087175,-0.11482797,1.1243893,1.8892733,-0.7995632,0.24127296,-1.5540253,0.47192964,-1.680773,-1.885979,-0.732867,-0.3144991,-1.2654014,0.14702964,0.5694521,0.6546608,-1.6858006,-0.3298842,-1.6137731,0.7180468,-1.4490657,0.08960513,1.4308234,-0.7073735,-2.7313976,1.7268926,-0.29136032,-0.6693121,1.2756131,-1.5337456,1.7914271,1.3600097,0.3737842,1.6251824,3.1662257,3.0451295,0.13675158,-2.334371,-0.90107906,0.5680676,0.493019,0.6533036
NCI-H2452,-1.8643099,0.5413931,0.1291585,0.25040936,-1.7839574,2.191196,0.2946308,0.4631304,0.37291995,0.011507465,-1.0932221,-1.7753001,0.24634334,-1.1315912,2.1938088,-2.1033502,0.1996573,0.47726488,0.003243953,-0.43296358,-1.1903454,-1.280004,1.0893302,-0.66642725,-2.6590376,-1.1217493,0.12108984,0.5689839,0.4286445,-1.041327,-0.5861776,0.9098886,1.7851695,0.7418347,-1.8207258,-0.5616175,-1.3898749,1.4066839,0.90714747,1.8968369,-0.038429927,-1.2715294,0.9736559,0.39945427,-0.63034576,-0.85578007,0.29536176,-1.7897065,1.0826346,0.826158,1.1343603,-1.0547836,-1.4471948,0.68261373,-1.9723997,0.7072558,-0.37704587,1.8800253,-0.71633464,0.45720077,2.3163378,2.320718,-1.3312988,-0.33399868,-0.41019118,-1.6291524,0.26793566,-0.19620624,-0.57318395,-1.4066759,0.5218836,0.94589186,0.2030226,1.1676472,-0.41480744,-0.76164526,1.8833792,-0.65721774,-0.6916696,0.033371203,1.3555435,-0.79328334,2.0161362,-0.017013684,0.6770648,-0.8462193,0.9694155,-0.05389291,2.3833876,0.09638078,-1.3966419,0.8647411,2.9062889,0.019291863,0.49907786,0.38662276,2.0768812,-1.2984008,0.6120785
HSC-3,0.1608562,-0.04989072,-0.5222045,3.1583478,-1.2761916,-0.95716393,0.7258633,0.26489463,-0.2240565,-2.7727432,-1.3613709,1.8811599,-1.8470975,1.9601755,0.1787629,-0.8793338,-0.48478004,0.82662827,1.9757193,-0.2947439,-0.81374174,-1.539351,1.0631772,-2.3394382,-0.7627602,0.052311122,0.2436288,2.436144,1.161519,2.45364,0.6307001,-0.5623034,-0.5543041,0.14227058,-1.8106289,1.3567666,-1.8093302,-1.3647432,-0.3027711,3.1880188,0.19645742,-2.5667539,1.538261,-0.7836668,-0.17947125,-0.49981463,0.3027138,-2.8353567,0.201224,2.0082111,-2.1746118,0.24035576,-2.3159423,-3.8341413,-1.0586123,1.5907624,-1.2313557,-2.0009952,-1.5070696,1.1348461,0.41281295,2.0067544,0.10046658,-1.5737408,0.05812016,-2.14579,-0.40952757,-0.064436376,-1.2081631,0.28126255,2.5733733,-0.05312338,0.070443615,-0.9117648,1.0075383,0.99988467,-1.888141,-1.2616441,0.44511816,-0.17225617,1.433822,-0.9333097,-1.4686433,1.0235854,1.1054811,1.6025136,-0.84172714,1.6184677,-0.8834182,-0.26953426,1.8048036,-3.6012979,1.6042862,-1.5365938,-4.8981576,-0.6252205,0.15278447,0.36021885,-3.86516
HSC-4,1.5943618,-0.7458728,0.7165824,0.3697762,-0.98796713,-0.8208978,-1.5768714,-0.1386055,0.12943965,-0.7941361,0.92941517,1.215057,-1.216401,0.05965659,-1.0822493,0.45021617,0.8752859,0.2266852,1.3509746,1.8057928,0.6571326,-0.6932435,0.50961107,-2.8127966,-0.48383898,3.4184623,1.3832387,-0.44999942,0.037555896,0.19794759,1.9288598,0.72471493,-0.7738212,1.7654475,-1.161676,3.6670651,-0.50430626,-1.0174942,1.7302918,-0.47855043,2.6705942,-0.28803778,0.6991168,0.7761712,-1.6415496,0.5423766,1.1390901,-1.3443325,2.7151773,2.8746374,0.6754792,2.5238082,1.4878155,-0.3011719,-1.958522,0.8682064,-1.5089979,0.080112875,0.105422564,-0.09316371,-0.24854973,0.83390445,-0.8287872,-1.5510972,0.3751409,-1.2860557,0.682226,-2.0178049,-0.7014683,-0.4623132,-0.08198964,-1.5898697,-0.4493162,-2.1974845,-0.642276,0.08631942,-0.19740531,-1.7418076,0.96717066,-0.24137875,0.052484855,0.22540492,0.41013336,-1.8799679,-0.012747034,-0.12936817,0.59498715,-0.18270238,-0.026339227,-0.0782903,-0.37097886,-0.6023606,2.570331,0.59378177,-1.2812108,-0.0029459782,-3.0771925,0.2202059,-0.3552375
CAMA-1,-0.1328771,-0.80248946,1.877663,-1.5079284,0.53192073,1.5366096,0.18584985,-0.9845954,2.5127122,2.371268,0.8798864,0.34550783,0.99122524,-0.46830174,2.1019294,0.34143004,0.33782274,1.2896825,-0.058197476,-1.1113385,1.4597557,2.8116288,0.43084535,-1.1331655,-1.1163259,-2.3640904,-1.9787977,0.01670961,3.189089,-0.33507088,-0.54835296,-0.111539215,0.36275533,1.0175073,-1.5115067,1.0279396,-0.012487295,0.71869475,0.47923,-0.5112661,1.3412837,2.2007358,-3.447683,2.7903018,-1.5989071,0.17420131,-0.4874268,0.27775925,-1.7491093,0.14477876,-0.7578675,1.3735665,-0.6535467,-1.068618,-1.9223723,-0.20405647,1.4211961,2.33122,1.1273612,0.075882055,-3.3953705,-0.07718219,-1.8708766,-0.09844603,1.718597,-3.2507544,-0.09811242,-3.5957932,0.34340426,-1.979429,0.6356125,-1.4593616,0.14500232,-1.2878649,-0.9715774,0.944543,0.1220056,-3.3005877,-2.2870362,2.2739599,-0.57926804,2.032697,-0.9339402,1.1400572,-0.9137711,-1.2181278,0.26285088,2.5629892,0.8858695,-2.0691423,-1.2265282,0.6631643,-2.25195,-0.3013206,-3.0680776,1.9234833,1.2499394,0.51626664,-2.5082214
TUHR10TKB,-0.91274035,1.7519647,1.5511497,1.4705274,-0.50064605,0.7106973,0.7716143,-0.59479344,-0.1795276,-2.2358646,-0.82326394,-2.177263,-0.41863674,0.42910787,-1.358745,-0.27509716,-0.4088673,1.6326842,-0.12410787,-0.17382593,0.47907406,-1.5297265,-0.63184094,-1.7039536,0.80024296,1.4224621,0.16861677,1.2831968,-0.05876913,-0.25018635,-0.5107714,2.0787518,1.2405907,2.197065,-0.5685388,-0.7434641,-0.6504313,-0.03779995,1.5464119,1.268526,-0.78655547,-1.2308351,2.8138466,0.24491316,1.0355792,-1.291517,-1.6863852,-2.1209192,-0.38620222,-2.5527568,-0.77276766,0.6444895,-0.52263784,0.31401768,-2.037742,-1.6112746,0.9417375,0.1557093,0.89971066,-0.17842366,-0.6327092,2.7581782,-0.45519856,-1.1291385,-1.0144944,1.0512391,-0.6073118,-0.08394179,-0.002438555,-0.58100075,0.33768222,-0.85693234,2.732184,1.1149871,-1.3694569,-0.09592663,0.4171881,0.30848843,1.6227822,-2.3992183,1.3569615,0.6001572,-0.38940823,1.594047,1.1486568,-2.4300048,0.81305987,-0.20097978,0.38913977,-1.2457006,-0.9209499,-0.3851219,0.7487552,-0.86364454,1.5623792,2.3678875,0.03630425,-1.1360967,1.363504
SNU-1079,0.38950932,1.0484753,2.1620266,-1.3031956,-1.3301035,0.984858,1.2632685,-0.312503,-2.8645527,-3.0535576,-1.397639,-0.8603833,2.3468993,0.78451395,-1.2715095,-1.0543034,1.702878,-1.0890967,0.12450769,-1.6175871,3.5370162,-1.0015274,1.2796437,0.3358872,-0.10888795,2.0877848,-2.9188488,-1.709344,-1.5379229,1.6372886,0.8401195,2.6226454,-1.2739071,1.9483148,-0.3943982,-1.6383427,1.2693847,-0.5997687,0.4125255,-1.3064544,1.5599288,-0.3533061,-2.9096577,1.1099863,-0.07622092,-1.6076604,-0.2716604,0.10990375,-1.1108631,-1.9988565,-0.22306755,0.97924155,0.06735803,1.8551532,-0.1931836,0.15090378,0.5848545,3.8497722,1.0124842,-0.12076709,-1.6394463,2.8549578,-1.0642933,-2.2946541,-2.658603,-0.35322207,-3.5995152,-3.5974061,0.083207704,-1.2098278,-0.150843,-1.3669685,1.6137943,1.9097242,0.66448593,0.9724354,1.0852076,0.999991,1.0012814,-1.2965846,2.2870076,0.3887655,-1.4511391,0.03848724,2.311743,-0.6396148,1.4146199,0.6601158,0.09682615,-1.5472742,-1.5625752,-1.0431477,-1.9050074,-1.8372402,2.4878356,1.5207955,2.17796,-0.74376804,0.7174475
NCI-H211,-0.9913655,-0.5948368,-0.45898515,0.43454975,2.0424242,0.2007516,0.08910585,1.8588899,2.4808707,0.4778125,-0.6945735,0.60669756,0.7610589,0.88406265,0.60105956,0.39049062,-1.2269658,-0.22233082,0.112414874,1.2538617,1.2832111,-1.3286471,-2.1915233,1.0008193,-0.2265506,-1.8134229,0.46126115,-0.53212416,2.7711954,-1.0341616,-1.3654076,-0.8464998,2.12253,-0.8399468,-1.0153344,3.1053436,0.44843364,0.33733988,-1.5859828,1.1863526,0.05473183,0.15478759,-0.4890671,0.31905127,-2.035974,-1.2886902,2.3571844,3.2918484,1.0209887,-1.5513167,-1.6665424,0.48862877,1.1939889,1.0209157,2.0070708,-0.34452486,0.52557224,2.2476335,0.02166865,-0.9866482,3.56896,-4.420952,1.0302874,-1.15237,-0.776998,-0.9834318,0.3102233,1.6015375,0.8978556,-2.163865,-1.4164326,-1.9305536,-2.1561246,-1.3880398,1.7265439,-0.70776254,0.28466952,-0.6435984,-1.1953012,3.2174168,-1.1648959,-0.58125913,0.8443832,-1.8360023,-0.35990578,0.6845021,-1.5246438,1.7914298,0.5458192,-0.2816086,0.15066716,-1.6979737,2.059117,-0.67704564,0.22651877,0.55640703,-2.1768572,-1.5703877,0.19458915
SK-OV-3,-2.2052407,1.2319696,0.839698,0.4130561,1.7614862,-0.2917661,-0.6381252,-0.6899607,-0.11547114,0.6746176,1.5951879,-0.069665596,-0.4357148,-2.6469991,-2.2987173,1.7760029,-0.56255174,0.5089875,-0.35895115,-1.5514362,-0.03646328,-0.25286582,0.5897187,-0.53761244,0.94175774,1.7194314,3.8342235,-0.84248596,-1.7189983,2.1297088,0.19270314,1.7068137,3.3012023,0.50186455,0.9505027,1.5924765,1.7071439,-0.21610312,0.93692183,1.6699452,2.820332,-1.9912615,0.79103535,-0.1845639,3.901484,-0.60506856,0.3892151,-1.7712752,-0.18795532,1.4151239,-0.17961106,0.64810836,1.5657299,3.0505996,-1.2996618,-2.3734756,-1.5540045,2.0930803,0.74842453,0.9446156,-0.8268415,-0.55587995,0.48297018,-0.6067856,1.8331856,2.1226606,-0.9335493,-0.4509105,0.6042461,-1.6990812,0.05447202,-1.0192887,3.6086962,0.026814625,0.98161817,-0.604597,0.4761493,-1.9667139,-0.9140929,-1.6763226,-1.5072427,-2.619003,-0.8962657,-0.92446035,0.7840294,-1.1243892,0.704184,-0.71022403,-1.0921724,-1.7354367,-0.0058177076,1.6152854,0.49336806,1.4744849,0.56349105,-0.5032373,0.8755848,0.44857517,2.2819386
SUP-T1,1.3182214,-3.7160273,1.0582668,-1.074197,2.9784381,-0.29019234,0.17971979,0.56947356,0.10699874,1.2428432,-1.5400623,4.344966,-1.3655442,-0.4830198,3.3619888,0.504611,-3.8343296,-0.84883857,-1.8181542,-1.4851118,2.4197948,1.1602812,-0.48688528,0.59785986,0.30633086,-3.8515396,-0.20104842,1.5520732,0.21295708,-2.7459276,-1.5001507,-2.1933045,0.94811827,1.1843361,-0.21847703,0.61239564,0.28992423,2.586365,-0.016543806,-1.763119,-0.326221,2.333374,-1.5979706,0.8874508,-0.8222111,-0.41761065,-0.40845007,0.110460445,-1.2561584,0.20538315,-0.8981805,0.10222099,1.2164363,1.158051,-0.09446442,0.9542152,0.37735754,-1.3459597,0.11397063,4.4655576,-0.22758637,-4.250732,-2.746174,0.68306166,0.2387009,-0.48224315,-0.120128326,1.602086,1.0701799,-1.0386131,0.40378654,0.4226066,0.21889722,0.61609644,-0.73909926,-3.721913,0.32448566,0.2302742,-1.734327,3.9290648,-1.7894903,-2.0420759,-2.0555947,0.7943936,0.9897386,1.1110431,-0.29621124,2.3513365,0.57883185,0.96302295,2.0409362,2.069936,1.1442322,1.0119373,-1.3243371,-0.6036996,2.0779295,-1.9286681,-1.5530299
TYK-nu,-1.2689247,-1.396961,-0.62513745,4.1841393,0.25241524,1.0997831,2.2685034,-1.4629389,0.32042748,0.4203888,-0.26638764,-1.3517408,-1.3452467,2.5549946,1.4779078,1.9787436,-1.0574816,-1.6199797,-0.63014156,-1.1773113,-0.38450536,2.4916627,-0.8923928,0.536453,-2.4923007,-1.7165447,1.1478034,1.914815,-0.6092497,2.4790344,-0.16832043,-2.5423825,-2.3473454,-2.3017678,1.8870001,-2.8526382,1.5201937,-1.145561,-1.2759416,-2.279483,-1.2776631,1.044568,0.65616876,-1.3922044,2.1653018,-1.8363671,-0.37424743,-1.6977048,2.271558,1.2385638,-0.7349871,-0.9001612,-3.75158,-2.4780571,0.5036291,-0.7900346,-2.7679007,-0.78269625,-0.09229653,0.8463433,-1.6295716,0.58703697,0.40555808,-0.6433665,0.73632276,0.21937738,2.5107925,2.268043,-1.3952082,-1.6083167,-0.88749903,0.54550374,0.1432537,2.1640096,1.0582645,-3.7197335,-1.5105785,-1.5398657,-1.5253488,-0.35785642,0.23068976,-0.029860176,2.697428,0.11765599,0.28794098,-1.4325933,1.1420571,-2.0510433,1.7035159,0.5206792,-0.37207955,-2.9259703,1.1129856,0.71923006,-1.4567876,-1.4432484,1.7861791,0.5773673,-0.16939737
YMB-1,-0.64102376,-2.24936,1.0681218,-1.4970675,-1.0214423,0.011300547,-1.1669093,-0.9848013,0.56763524,3.2876358,0.56166244,0.45685542,-0.27807167,-0.24627323,-2.720764,-0.42460558,1.6922514,0.20500277,3.135266,-0.5154485,-0.42978114,-0.35046345,1.2738885,-1.1091421,-0.77660483,-0.006987326,-1.8834441,0.55175215,3.482258,0.0034714844,1.024065,1.2723396,-1.2506418,2.5769517,0.9960264,-0.5695676,-1.0247443,0.70005333,0.45825705,-1.2096518,1.7385529,1.2379191,-2.2930093,0.9319781,-1.6111233,-0.3151128,-0.77246606,0.15647173,-1.2966585,-1.0136669,-0.3031778,-0.26640803,-2.6965258,-0.90754944,1.0088264,0.09944054,1.0770115,-1.2452505,-0.41865224,-2.669375,-4.942835,-0.11023331,0.2136854,0.850583,-0.7209506,-3.8241885,0.28339207,0.3611955,1.1665695,0.17951353,-0.33086944,-1.250448,-0.2832293,-1.3050323,-0.4141545,3.1726742,0.20907958,-1.9072201,-0.19178066,0.7260769,-1.6802891,4.7381306,-3.0962102,0.4877399,-0.634431,-0.9673156,0.15944865,0.3370814,-1.5940764,-1.1627088,-1.4993125,-1.6259892,-1.8196986,1.798767,-2.5902252,1.6079965,-0.5158559,0.21048452,-1.1638345
Ishikawa (Heraklio) 02 ER-,-2.4922197,-1.5378082,1.9419059,0.18091263,0.49453333,-1.4990199,-2.2030213,-0.56249994,-1.9928032,1.3046936,-2.359317,-2.5565648,0.66813964,-0.4671236,-4.3229394,-0.27996233,0.11519698,1.0668671,3.1185017,4.368176,-5.670467,-3.0142734,-0.92236453,2.0826557,-1.3365101,1.7684851,0.34554607,-0.22224486,-1.8524741,0.86913,2.725506,2.9212477,1.9771123,1.9337388,-0.21999952,1.974991,0.60802925,-1.6241647,-0.45898274,-3.3139486,3.5516763,-2.03482,0.86112,-0.70491576,0.6956891,0.11740997,0.53173304,-2.870173,-0.2197678,0.84155893,-1.9890348,0.3370863,0.5102253,0.11326712,2.357004,0.67658824,-3.7209983,-0.7941858,-0.37008354,-1.7888879,-0.7947485,-0.45776495,2.3915117,-0.4755651,-0.01936075,-2.2561316,0.3150427,-0.26397783,-0.20748109,3.6111584,-1.3494906,-0.061279178,1.5631341,-2.5229068,1.4877784,-0.56813085,-1.5118289,0.39575785,-2.73448,-1.9283413,-0.38700137,0.6099927,-2.356897,-1.5997488,-1.5789908,-1.2993069,-0.15364543,-0.48176786,-2.0930336,-0.993653,-0.7707107,-0.5223083,-2.191912,2.649994,-0.8053239,1.7074962,-1.2236352,3.3364522,-2.4673648
EHEB,1.4370598,-1.5734271,2.8844726,-2.1021345,-0.010469571,1.699364,1.2092884,1.7634681,0.57572377,0.8564223,-0.58865607,-2.6283011,-0.24515876,-0.0067350976,4.3417487,1.1114506,-2.3217175,0.6290165,-0.05908955,-1.3031095,3.1855445,-2.4633968,-1.8032995,1.3623595,-2.2989054,-1.780242,-3.752642,3.978711,2.8170643,0.37479824,-0.09938152,-1.8539374,0.29424527,-0.70826733,2.9769208,0.64062786,-0.6645322,1.0962574,0.48091668,-1.2100202,0.33099046,4.6932263,1.1508679,2.683573,-0.5375615,-1.170152,-4.420401,0.8787668,0.30319184,-0.34673154,0.089025676,0.0015525445,4.3874154,0.9995946,-1.8537679,0.43102425,-0.51132846,-1.1306715,2.29852,0.45287666,-1.193293,2.4217024,-0.7921032,4.123628,1.1700623,0.40059173,0.5510533,-1.5640723,-1.7185612,1.1633329,-0.89030236,0.76275355,1.3945183,2.480066,1.0875375,0.07972884,-0.48857966,-1.09529,2.2816732,0.061308414,1.1848526,2.2026174,2.1407306,2.169523,-0.28692213,1.8637335,-3.7467291,0.23023698,0.68688434,0.45557106,3.483062,0.57718337,-0.105472684,0.35891795,1.3466638,-2.51302,1.268878,-0.90897226,0.8387408
OC 314,-0.09479028,1.2475967,1.4443604,-2.0401552,-1.481778,-0.42446885,0.21123898,-1.1183013,1.2662816,0.6988831,-0.94268763,-1.6872175,0.9078426,1.4930086,1.4511354,-0.22019927,0.654778,1.4794511,-2.8132238,1.3041223,1.036352,-0.5002224,-0.6359705,-0.013639148,-2.9621034,1.3737204,0.753042,-0.25123048,-1.2768542,0.7901972,1.8703779,-0.57668793,1.1174022,-1.3790224,-1.8942463,1.1833209,-2.3249314,1.4220653,0.36021984,0.32945067,0.8521813,0.95238435,1.5246623,0.913969,2.3431892,-1.292942,0.96873295,-0.6348866,-0.22199425,0.642013,-0.98437995,-1.0735029,1.1478075,0.7062349,-2.2253633,0.5323325,-0.23017883,2.1506286,-0.37912518,1.8435434,0.8586197,-1.3150274,1.0395963,0.3761687,1.5727662,0.10114059,0.13717303,0.010982715,2.7401645,-0.46129748,1.2901883,-0.46538743,3.5648708,0.24615796,-2.0247128,-1.5542364,1.7944005,-0.86845654,-1.8404026,0.3340924,0.76192284,-1.6358168,-0.8162316,-0.3910968,1.4839877,0.1031407,0.8893528,0.71792394,0.5115233,-0.9541949,-1.2112558,0.056464575,-1.2282594,0.2962636,0.835084,2.550241,-0.23021466,-0.7227792,0.5625902
