,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102
A-704,-0.93796474,-0.19519824,0.83760065,-1.0928907,0.26177436,0.71101534,0.9093631,-0.5708243,0.4624868,-0.085525334,-0.12685427,-0.18312353,-0.38353822,0.7490529,0.48898593,0.8702093,0.13638058,0.87537223,-0.89783263,1.153894,-0.4954726,0.45392746,-0.7284057,0.5308198,0.9886608,-0.6511699,-0.46140903,0.13917929,0.43422648,0.79451567,-0.114224195,-0.7757183,-0.9903848,-0.34661567,-0.3378852,0.21467184,0.6763804,0.23301989,-0.13742831,0.97763294,0.41181597,0.27187157,-0.15454927,0.5574234,0.9376815,0.07475924,-1.0090402,0.6786623,-0.32445145,0.5345703,-1.0794549,-0.48995247,-0.4852284,-0.6192303,0.8575414,0.46028897,0.44692564,-0.2481298,-0.44240788,-0.98551995,0.47624093,0.6269685,-0.64345324,-0.26989418,1.0699134,-0.2864588,-0.7830726,-0.98547775,-0.38908076,-0.78717536,-0.06682274,-0.8017212,-0.9140141,-0.7154983,0.36204213,0.17085846,-0.013525877,-1.4040761,0.27353156,0.09283633,1.1557322,-0.8975805,0.7189961,-0.11436839,-0.6877411,0.9739353,-0.1514774,-0.078061044,0.4321953,0.00057704933,-1.0348396,0.6160315,0.012420982,-0.8584142,0.38371152,-0.94652534,0.50394547,0.84344697,0.29945195,-0.38165697,0.4914668,0.24131244,0.69710743
T.T,1.4441544,-2.1238747,-0.24857305,3.3963807,-2.7537084,-2.456603,-2.5867817,-1.8359491,-0.33030033,-1.77762,0.64642334,-1.9232968,2.8593736,-0.5345193,0.20613743,0.9100822,-0.22972427,-1.7394544,-0.6727325,-1.0812157,0.7224722,0.91529,-0.9939042,1.5502783,0.36540094,2.5808215,0.059276484,0.07975071,-3.8505468,-1.539828,2.8172395,2.3068473,-2.3635697,0.8031694,0.5947521,-2.0155554,2.4233341,-0.40391353,-0.1863367,1.0391787,-0.21361998,-1.9464729,0.040328637,-0.97769415,1.7392575,-1.7559896,-1.0213258,-0.8942273,1.2308306,1.763748,0.1211288,1.4201993,0.036735423,0.61319625,-2.801017,-1.5734245,-0.019899506,1.4050124,-0.95457536,-0.15032384,0.06710194,-5.766288,0.43713453,0.39299875,-3.5928693,-2.3953657,-1.7084293,-0.8585732,0.37166342,5.3267546,1.2010086,2.00353,2.3625476,-0.6522288,-0.48536947,-0.9210409,-0.83640814,-0.6308838,-0.99657995,-0.55882674,0.82044625,1.0099455,-1.1383836,-0.76718557,-2.5793254,-2.554968,0.086215556,1.5147394,3.1953459,0.98036087,2.189789,-1.8940092,-1.4523572,2.996521,-0.7180104,0.3938648,2.3387892,0.7863477,3.290548,0.53226435,-1.1142128,0.47434786,-0.40087378
JHH-1,-0.55556977,0.64879227,-0.9663703,2.6501386,-1.6895983,-3.374304,-0.28772146,2.2484186,-1.8694832,-2.9137065,-1.5582678,0.08032183,-0.2555812,-1.2256668,-1.5668901,0.82806665,1.0354612,0.3782342,-0.03355329,-0.19478008,0.4506318,-0.23723778,1.8653218,-0.16105536,-1.8110485,-0.91121095,1.6015079,-0.44982788,-0.16897279,0.7548895,-2.0349023,-0.13750187,1.6823242,1.0363058,0.28758073,-0.10270935,-0.81742984,-0.72859603,3.2688956,-0.6355939,0.08075696,-0.935227,-1.4128293,-1.5144596,0.079693034,-0.8310231,0.29011053,0.26075757,-0.36998242,-1.8905932,0.5693365,1.1497624,0.3398723,1.923675,0.20697927,0.24659793,0.6205066,1.9935521,-0.51518786,-0.44575456,-0.205586,-0.9333794,-0.22996,1.2095364,0.020996034,1.4694514,0.97903556,-0.60950494,3.7075913,2.3072436,1.7543415,1.236225,0.8042423,1.0513203,0.34717178,2.9570026,1.5383368,1.0346125,0.97503376,-0.17787209,-0.78422475,1.1079168,-0.8418151,-2.7223814,1.9339466,1.0876261,-1.1709622,0.85342455,-2.7022126,1.0754402,-0.19598943,-0.33815157,-0.4023403,2.6838036,-1.4450259,1.4479682,-1.5828797,-2.826322,-1.6144152,-0.719605,0.80120075,-1.142673,-1.9258357
NCI-H1876,-0.08684268,-0.5996805,-0.92326355,-0.049994703,-0.68693024,-0.0381497,0.1721781,-0.18581681,1.9776173,-0.68777287,0.4062113,-0.42328256,-0.3987168,0.9787554,0.17194963,0.2203433,0.07707091,-0.7738998,-1.0471647,0.1954921,-0.36379522,0.85838264,-0.31418324,-0.3720012,0.057910394,-1.0722297,-1.418566,0.117410116,-1.0165815,0.5929095,0.34479958,0.886427,-0.71952474,0.44676793,-1.364898,1.1658084,-0.5427795,0.4390305,-0.19476393,2.2866087,0.29161224,-0.26929688,0.48911554,0.29870403,-1.332296,-1.1139252,-1.3716971,0.21295321,-0.30118254,0.47570854,-0.13532801,-0.29560223,-1.0302812,-0.990929,-0.29269126,-0.09346356,-0.1494791,-0.9606085,-0.71137166,0.014545146,-0.6987827,0.53914,-0.16791704,-0.65229934,0.19636574,-0.37789994,-0.84787774,-0.061382875,-0.5941409,-0.6685416,-0.25949872,-0.6635517,-1.5251719,-0.81512904,-0.6751538,-0.52719724,-0.40875995,-0.38361466,0.046924453,-0.6192866,0.13002196,0.70497394,0.13292113,0.21558627,0.04206436,0.84030604,-0.06252179,0.81044906,0.25515103,-0.29271695,-1.7627416,0.047558434,-0.04892286,1.2902737,-0.6377626,-0.11602135,-0.4260406,-0.19735475,0.8845533,-1.1353712,-0.6690836,0.91214633,-0.3666153
RCC10RGB,1.0323436,0.7198786,1.3478984,2.8296258,-1.04095,-2.1515427,-1.6100296,-0.8999565,-2.9087548,-1.3387176,-1.0937431,-0.04427941,1.3390561,-2.09427,-1.3607469,0.42208016,-0.7005842,-1.9416051,1.9623144,0.54833686,1.1636598,-0.45892823,1.2944437,1.4956821,-1.4412597,-0.06976046,1.4199638,-0.12067088,-1.0552889,-2.4876199,-0.78521436,-2.4682786,0.135586,-0.34640786,0.5266336,-1.6046767,1.7153825,-1.1818084,0.17662252,-1.2823608,-0.33730108,0.52962875,0.38486218,-1.5887463,1.3188474,-0.9452932,-0.014105469,0.1119463,1.1700462,-1.5415187,0.9967396,0.9514643,-1.7723546,2.362884,-1.8316278,0.3292206,0.95979184,2.3976147,-1.2246004,-0.23816282,0.12247563,-2.8439329,-2.026,1.0830728,-1.6880333,0.52061343,-0.09413178,-1.5797426,2.942252,1.4524735,1.4632244,0.79573655,3.3263705,1.2354871,-0.65131307,1.6090153,-0.8904298,-0.69795114,0.6110108,1.4645517,-2.2025368,-0.621888,-0.15522714,-2.3351414,1.7564354,1.2781185,0.2232919,-1.9726985,-2.107707,1.0332267,-0.076125525,-0.31351596,-1.0876673,2.2309043,-2.4879117,2.1913757,-0.94264376,-2.333098,-1.7885793,1.618664,1.4815282,-0.20744126,0.028951332
HT-29,-1.4640487,2.25652,0.8623635,-0.60622936,-0.2505447,-1.7116051,1.2970203,1.915661,-1.324518,-1.3597181,-0.68955016,-2.1672697,0.72603196,0.56287694,1.7856141,1.837025,1.1066949,1.583768,-0.47911233,0.54278374,1.1175674,-0.473786,0.69090515,0.90841943,-0.39217874,-1.7684311,0.78228575,0.9413939,2.5237985,1.0727142,-1.1068066,1.5827705,-0.3648576,0.51590693,-0.16900255,0.66311836,1.1785342,-0.29281417,1.3673449,-1.3438555,0.25332442,-0.18546103,-0.42056635,-0.4331152,0.12353322,0.4633073,-1.4190816,0.5810672,-0.7423515,0.58131284,-0.53034395,0.75896597,0.8571961,0.2532534,0.7498403,-0.46333075,0.5674718,-0.5653728,0.6634672,-1.8479546,0.4280556,0.1972217,0.16492105,-0.5622525,0.9500327,1.3900952,1.0875497,-0.15777421,0.78742445,1.0205659,-0.28723097,0.8457075,1.1073599,0.78182673,0.45714056,2.1761272,0.8975631,-0.2629143,-0.5113172,-0.82049173,-2.4676251,-0.7560523,0.22612512,-0.83942723,2.378754,-1.3661615,-0.62936765,1.5769972,-1.1381446,1.7342118,2.5870037,1.9436054,0.5589403,0.36234257,0.89101523,0.0647186,-0.68036646,-0.9921758,-0.46291178,-1.3167989,0.9695138,-1.7188659,0.6033944
GCIY,2.0038834,-0.6943916,0.4774231,-0.4753062,-0.6798064,0.8637076,-0.5412107,0.09126036,0.1037205,1.2679828,0.21712928,-0.018560749,0.92379045,-1.5504956,1.0674243,0.054409936,0.2666031,-2.7566125,1.847911,-0.29133892,0.7263385,1.1628641,0.49207467,0.59129304,2.0705268,0.39985058,2.2489343,0.35360163,0.83714855,-3.3536253,1.3469608,0.29620314,-3.0607271,-3.0539389,-0.013927235,-0.6127774,1.3877362,0.49208415,-0.60679746,-0.17649649,0.24628922,0.7224442,2.0386145,-0.3131235,1.0815582,-0.9108377,0.0272898,-1.1574475,-0.018295215,1.6197537,1.0468812,-0.414298,-0.54076654,-0.28266364,-0.95659876,-0.52308893,0.12174461,0.03554204,-1.3475604,1.8471943,-0.70687056,-1.9523184,-0.46299163,1.5687569,-1.379265,-0.4973164,0.4485817,-0.59434545,-1.267558,-1.4463309,-0.23096277,1.2564151,0.8633174,-0.89764744,-1.933272,-0.6737624,-0.7699058,0.74993443,-1.5748765,0.072364226,-2.2998254,-0.8895348,-0.37499,1.0366467,0.7074544,-1.4925373,1.6515559,-0.42858547,1.32415,0.8315657,1.3141891,-0.52306914,-0.09697196,0.8262019,-2.0578704,0.07015917,1.3958081,0.411164,1.7238235,0.22300176,1.5271251,-1.530732,0.76406384
KG-1,-0.076098025,-1.9477847,0.3313943,0.5365546,-0.56129605,-0.6903915,0.18362603,-1.0848609,1.621777,-0.7384688,0.38456666,-0.52731526,0.91039175,2.373773,1.8577478,0.15124226,0.18975538,2.6249392,-1.2105757,1.238027,-2.2131193,-0.57679653,-1.678381,0.53049254,1.3837312,0.42012602,-0.7403738,1.7934489,-1.510328,1.5157659,0.76591325,-1.0511286,1.1464648,-0.5522287,-1.0472308,0.28751254,-0.9903298,2.2308223,-3.2903254,0.42839527,-0.91846627,-1.2403523,-1.5720394,0.78787214,1.5802922,-0.35618293,-1.0228297,1.3769215,-0.12542987,-1.0683149,-1.8509792,-0.5458621,-1.1827489,-2.5712929,-0.10664247,0.021967333,1.576253,-1.7457461,2.964908,-1.8422166,1.103951,0.97573304,0.75992507,-0.5337765,1.3932762,-0.7260578,0.50433564,-2.1685674,-2.9044735,0.96869326,-0.46842533,1.8761528,0.5268051,-1.7283695,1.8427919,-1.0929073,-1.0234915,-2.1592405,1.8442738,-0.3077426,2.1035686,0.8801102,1.2700791,-0.6134652,-0.98863,0.9273264,-0.86610276,-0.56507075,1.7120469,-2.5386515,0.38123843,1.7745296,-0.4830171,-0.5369456,1.6316298,-2.6194031,-1.5598534,2.5168917,2.8553693,-0.06516436,-0.2627514,-0.25070637,-0.81553787
Hs 706.T,-0.9614194,0.40331417,-1.8219302,0.011363053,-1.6312758,0.18305458,0.93759364,1.3553785,-1.3629128,-0.7420619,-1.8556406,-1.0114901,1.3701581,-1.0667415,2.936864,0.33188218,-0.82779706,2.1968844,0.24247651,0.20310299,2.5770483,-0.94852805,0.15199521,-1.1482778,0.913551,-2.3293383,1.48857,3.0344162,0.5068358,0.8949944,0.24893878,2.0072691,-0.6124315,-0.027955556,-1.3320239,2.448967,1.5756774,-0.038667172,0.14275031,0.64358383,2.2268727,-1.5239764,1.8953345,-1.6377777,-0.9196913,-0.31793895,-2.33944,-1.0822314,1.3165092,2.1548843,0.4719249,-0.28492138,-0.8877325,-1.1239376,-0.35730165,-2.0100248,-1.5137707,2.3789887,0.39000165,-0.9445817,-1.7778354,0.75857604,-0.502249,0.04566512,2.9211454,-1.0666608,0.87177455,-1.2076178,0.96147174,-1.4214408,-0.8780549,1.3521702,-0.6684859,0.3727825,-2.205785,3.1234741,-0.5423883,0.2366667,-1.0773567,1.0639145,-2.2848694,-1.3188276,0.10576236,-0.8152017,3.6398137,-1.2642558,-0.46550602,0.44979763,-0.9797132,1.3276135,1.4425727,0.48135707,1.840072,1.1464413,-0.33486497,2.4273336,-0.69247013,-0.87807566,-1.6207039,-3.1704216,1.3845586,-1.3590183,0.20181566
HuNS1,-0.25104818,0.75356317,-0.42007288,0.89791733,-1.6534742,0.24477291,-0.8226764,-1.8131838,0.68368906,1.533877,0.26966423,-0.3990814,1.6809442,-0.114089236,0.044572264,-1.1620349,-0.811116,1.374199,0.7586719,1.2350303,-0.20044923,-1.0061082,0.5739006,-0.2787462,0.91476774,-0.520182,0.32010978,0.77268684,-1.7886585,0.5658252,-0.24383073,-2.1615229,0.25662538,-0.7917092,-0.40585095,-0.10184358,0.5299701,0.0814569,-0.80004513,-0.5751289,0.71970695,-0.7830941,-0.17751104,-0.81291974,0.7867703,0.0055895224,-0.28493837,-0.4308206,1.4204497,-0.7838597,0.7591858,0.9697795,-2.2055044,-2.424897,0.23561767,0.19486183,-0.4912045,1.6522263,-0.77590317,-0.042144436,-1.6909348,-0.55254793,-0.6413523,0.7718013,1.8125856,-1.53413,-1.4316227,-0.5737375,0.41193062,0.05520826,-0.88392407,0.78366303,0.25217324,0.46896535,-1.5583334,0.42147633,0.15885083,-0.32504135,0.1480318,0.91997194,0.3787342,-1.5525988,-0.06384019,0.14640348,-0.42916203,1.138647,-1.1334668,-2.2349844,-0.91794586,-0.3830788,-0.24564636,0.12671728,2.4732652,-1.0251975,0.50004363,-0.068217285,-0.104737386,0.6177689,0.022752501,0.43420345,-1.2888632,-1.3396986,0.6046433
LOU-NH91,0.09776466,0.8392805,0.55476665,-2.6894763,0.8656685,-0.89318305,1.6933359,0.40881222,1.0103657,1.109452,-0.13978896,-1.5576538,-0.2129716,0.36499813,2.062177,-1.0681763,0.036006935,2.170839,-1.6824055,0.4033771,-0.51272243,-0.36816078,-0.37223262,0.74785465,1.4714985,-0.090885155,-0.94586,2.5197303,0.97282743,-1.5684978,0.3756294,0.49531814,-0.7008085,1.2032222,0.3124307,-1.0895385,0.7983971,1.3956875,-1.0908164,-0.83614486,-1.7480977,-0.4152256,-0.15579024,2.0337248,1.2960881,1.4271712,-0.59085834,0.7202994,-2.8807964,0.05893012,-1.4185767,0.050168753,0.9056204,0.4302907,1.0017667,-1.5554171,-0.114238456,-1.3502632,-0.8972096,1.0381864,2.5465271,1.7625011,-0.019207954,-0.37302303,1.8188686,0.43029985,0.29203224,0.048312433,-1.3484914,0.5889114,-0.023483165,1.0455995,2.2209756,-1.0100623,0.082517296,-0.41775525,0.29170024,-0.7550831,0.04261855,-2.2849352,0.80454147,-0.9701087,0.5638144,0.10655028,-0.9490485,-0.9655593,-2.0010467,0.104763635,1.7677135,-0.15789361,0.4162673,2.6262963,0.6049136,-3.7041404,1.6113883,0.033264488,-0.61211425,0.8792377,-0.81895894,1.8115418,-1.284822,-0.3186745,0.45654353
LUDLU-1,0.849595,0.49127132,-0.5753779,2.0687134,0.20716779,-2.67339,-2.487042,1.5305868,-1.4183422,-0.5907018,-1.6560491,1.1003773,-0.04429589,-0.78696203,-0.49456516,0.60842776,0.6725643,-0.9391508,1.0778067,0.029672295,-0.24828774,-0.6002949,0.5924296,-0.38988757,-0.969947,1.1544814,1.9802175,-0.07325861,-0.93211347,-0.38920718,-1.6608846,0.38133505,0.5183865,0.5595041,0.54058576,-0.54555696,-0.5743179,-0.75929856,2.145298,-0.0019361526,-0.4920736,0.12606244,0.16304392,-0.612823,0.17161945,-0.87904817,0.92756295,-0.25456694,0.27738667,-0.80882466,0.40988177,1.137498,0.12917697,2.1410902,-1.5551299,-0.5816344,-0.32926401,1.0216955,-1.950438,0.70539343,0.0076527847,-1.265461,-0.18410726,-0.19629493,-2.1595614,0.31971774,0.33965558,-0.6915261,2.221682,1.4055554,1.7113031,0.2847721,1.1523142,1.4648485,-0.67385685,0.50927246,1.3099862,0.7267488,-0.21328893,-0.2101078,-0.85572875,2.2265005,-0.28924447,-1.2010621,-0.38986218,-0.47667316,0.2677133,0.7166977,-0.4202316,0.20809096,0.30315152,-0.2712463,-1.0996481,1.4824101,-1.3664852,1.9771892,-1.5799599,-1.446518,-1.4088447,1.4590526,0.97368765,-0.052795786,-0.19470301
MUTZ-5,-0.0790472,-0.005751135,0.4834625,-0.846722,-0.8307872,-0.17445064,-0.04514061,-0.69321436,0.6916676,-0.29054904,0.55603945,0.17042814,0.41725594,0.8242296,1.0118023,0.18137118,-0.12561783,0.3550674,-0.83344847,1.1988956,-0.034198046,-0.05024623,-0.29033265,-0.03883843,0.57194406,-0.7910948,0.14075235,0.69036907,-0.65505904,0.83866,-0.05790967,-0.474757,-0.45751265,-0.19858707,-0.4978788,0.63743114,0.2170105,-0.3856928,-0.14514723,1.1981691,0.16732904,-0.14459819,-0.24500024,0.503654,-0.10312461,-0.36035958,-1.1024443,0.6889098,0.4966727,-0.13675821,-1.0124509,-0.058261506,-0.7027102,-0.7495237,0.55823314,0.16417207,0.44005004,-0.32927606,-1.0936241,-0.9960785,-0.08506322,-0.19932356,-0.45773873,0.033420715,0.48863807,-0.4671685,-1.5325961,-1.106103,-0.09050964,0.17155507,-0.5766154,-1.0046523,-0.74330497,-0.6685895,-0.887349,0.203513,-0.5143281,-1.0148319,0.62048537,0.022234105,0.54913306,-0.30688006,0.19007008,0.047908247,-0.7913878,0.83570844,-0.5978758,0.083349295,0.13527484,-0.06402985,-1.1349875,0.45237702,0.893486,-0.4088336,0.29345375,-0.64834374,0.18516874,1.0483613,0.82633185,-0.23348084,0.04754617,0.13360831,0.76602185
NCI-H727,0.34088933,-0.11319392,0.14109272,0.13574736,-1.2324678,-0.67780674,-1.4034619,0.5959332,-0.11921018,-0.9855945,0.5048287,2.8348365,-1.3034606,-1.0488557,-2.4824595,-1.384072,0.69040406,-3.9547238,2.0988097,-1.2507166,-0.35394308,0.5207453,1.0471466,-0.93904495,0.5436239,1.6771519,1.9256587,1.064174,-1.4219933,-0.12548134,-2.9664874,1.384211,-0.114666685,0.11056077,0.6687664,-2.8085992,0.34931016,-1.2602564,3.2648396,-0.07843384,-0.28124824,-0.43671468,-0.45980018,0.49618924,-1.0974727,0.58926034,1.6691022,-0.94528997,0.1326135,0.66265666,0.89509916,-1.5068513,0.11143198,1.2397687,-0.52382123,-0.27425307,-0.2500507,0.53267515,-1.6860195,1.1139499,-0.6759506,-0.32047862,0.7549955,1.5858595,-2.311656,0.46036848,0.38394502,0.7360104,0.91423637,1.3782624,1.4844831,-2.5328329,1.902699,2.286812,-0.930709,-0.14363837,-0.19313608,-1.193637,0.7100417,-1.28819,-1.4706948,0.62851876,-1.5582852,0.6857173,-2.214252,-1.3405908,-1.5506346,-0.4241934,0.19973487,-1.1900413,-1.3418233,-1.356921,-2.1014268,-1.1842239,0.5278148,-1.3236675,-0.004431198,0.8983138,1.5990863,2.2186592,2.5273416,-0.014004871,-1.8356879
SK-MM-2,0.9820519,0.22805133,-0.008493952,-0.50114787,-0.39377394,0.3266373,-0.2601266,0.53904605,0.015839845,-0.30176666,-0.4628334,-0.41399068,-1.1332022,0.33981633,1.1333086,0.014117826,0.3358633,-1.3060393,0.2524744,-0.6708835,0.46057326,-0.48766416,0.059844643,-0.7712182,1.0659728,-0.29392654,1.1229197,0.8400414,-0.13555244,0.057832737,-0.78956455,2.025461,-0.8174318,-0.68649155,-0.6084499,0.84449893,1.1851891,-1.4477937,1.6331891,0.935821,0.09876254,-0.8077302,0.46829954,0.1544733,-1.3686068,0.22504121,0.41588816,-1.5578107,1.0517441,0.45279694,0.032948624,0.08207081,0.66249484,-0.5706354,0.70547587,-0.86669797,-1.2279767,0.5931077,-0.6940042,0.0020428915,-2.0527153,-0.7463717,0.4223593,0.5608083,-0.97149915,-0.07143906,-0.2489816,0.5069147,-0.45361134,0.09598134,-0.19642882,-0.7088413,-0.22384343,0.55058926,-1.1388575,0.5475453,0.43049872,-0.07595648,-1.5791128,-1.8874677,-0.83531004,0.253738,-0.7769783,0.91261494,0.061633512,-2.0371969,-0.4965941,0.8176655,1.093247,-0.074651696,-0.30119187,-1.1766878,0.6080551,-0.7719551,-1.0278691,0.53913796,0.6089204,0.09654555,0.069719926,-0.77790916,-0.16991241,-0.20999782,-0.37804273
TE-4,0.31795445,0.5916657,1.3963708,1.6484656,-0.12086103,1.7081292,0.23602419,-0.74577296,1.5949516,1.4203154,1.7850596,0.31796715,1.6439812,-1.2206644,0.21702841,0.8225621,0.41105294,1.3496875,-0.06658076,1.1129422,-1.2915255,0.90976197,0.7247517,0.26182646,1.333644,-0.09809432,-0.5308652,-0.2967679,1.282595,-1.119421,0.7368314,-0.6734315,-0.06192805,-1.0249324,-0.8686608,0.9859014,0.029082036,0.96069396,-1.7148169,-0.5598302,-0.26486295,1.316714,0.36617932,-0.6945743,-0.42167214,0.14701718,-0.9721181,1.913977,-1.2444037,1.9461915,0.25787356,-0.36450619,0.099119276,-0.434642,-0.41085336,2.528591,-0.14579397,-2.579294,0.58238566,-0.48266917,1.3940102,3.098725,-1.2251346,-1.2212394,0.40113887,0.6889797,0.017330356,-0.14274085,-0.52994835,-2.1033154,-1.5667733,-0.7471491,-1.5732244,-0.03321822,0.5732226,-0.1153457,-0.16774872,-0.82941115,-0.9780368,1.1004039,-0.1350911,-1.3698878,1.0930201,0.3879473,-0.7234241,1.0064273,1.266542,-0.2096344,-0.36549714,0.12387444,-0.2107653,-0.6390033,-0.9033264,-0.8381713,0.45926487,-1.5714177,0.41853133,0.91794926,1.253135,-1.0307955,-0.99914783,-1.7350113,0.9593576
NCI-H889,1.1776716,0.4548381,0.17285037,0.5359389,1.6548398,-0.56366694,-1.4382852,-0.32291114,-0.12084179,-0.26500753,-0.24517903,0.50608534,-0.3210141,-0.04869467,-0.614727,0.32709378,0.81676936,-2.8287516,1.4448657,0.039942734,-1.2139257,0.0037471016,1.0783718,0.6413706,-0.88255125,-0.55740416,0.69357324,-1.0042304,0.96013737,0.27770513,-2.015267,-1.403035,1.0330172,-0.3741516,1.0947475,-0.8731086,0.81649446,-1.3844644,1.1986344,0.5116203,-1.3023013,0.68767196,-0.5662883,0.9807864,0.98826265,1.1299269,-0.1151059,-0.20496866,-0.41155502,-1.5482057,-0.018242305,0.61357796,0.3381118,0.54320866,-0.38447148,0.61257,-0.034414977,0.5221229,0.73452485,-0.8214914,-0.48989075,-0.37946486,-0.6462626,1.1048572,-2.5256011,1.4404476,-0.8249997,-0.32442036,0.092173815,-0.50977975,0.32837743,0.3931989,0.68733275,0.3577276,0.9120362,0.12709874,1.0360069,0.09296945,0.76492625,-1.3544307,-0.9055169,0.7613907,-0.08685379,-0.03769225,-0.69294524,-0.28491625,-0.24029584,-0.2146146,-1.7822261,-0.8769365,-0.14676309,-0.5672,-0.7770446,-1.2382141,-1.1144699,0.3791635,0.3212752,-0.15363777,-1.2005075,1.7541997,0.6151797,0.016687632,-0.21330595
F5,-0.2039738,-0.3357703,0.5974362,-1.2453713,0.079499744,1.4485615,1.3749799,-0.09042155,0.98500806,0.5555484,0.033075195,-0.7108195,-1.0801318,0.64013016,-0.16185327,1.1729457,0.23772575,1.7701588,-0.9290335,0.31588724,-0.42354208,0.63105816,-0.66591084,0.55249375,1.2265626,-0.12744717,-0.585888,0.028685153,0.4254201,0.08736271,0.095546424,-0.28602648,-1.4145505,-0.12112373,-0.40737984,0.3869808,0.575538,-0.09111179,-0.48308346,0.5223613,-0.03617987,0.42039216,0.1460462,0.3411412,0.88279104,0.50477225,-0.6226559,0.28669006,-0.51341665,-0.14111474,-0.8117946,-0.9039695,-0.53168565,-0.16722488,0.957632,0.8919859,-0.11587279,-0.9272403,-0.48157176,0.017303586,0.22174017,1.194951,-1.0302789,-0.4157706,0.7908881,0.8320843,-0.630616,-0.04806645,-0.40815008,-0.67281824,-0.0021183277,-0.047035303,-0.13100693,-1.249245,0.54174316,0.74383825,0.9265232,-0.38038948,-0.64402086,-0.5047475,1.1399142,-0.23347172,1.6513554,0.657989,-0.482872,0.5021068,-0.52333385,0.2531847,1.2688481,-0.92491245,-0.895127,0.3072003,-1.0692006,-1.2891732,-0.18401164,-0.6802285,0.6666977,0.17918725,0.43515158,-0.8359549,0.3638365,0.3323223,-0.063682556
NCI-H2030,1.5755303,0.15682292,-1.1840485,1.1814675,-2.3613536,-0.9944716,-1.9952829,-0.054310463,2.4353645,2.4603214,3.0865498,0.82704884,-0.34781817,-1.1288816,-0.92868924,-3.5680022,1.3674805,0.69275105,1.3011215,1.1533692,1.4580221,0.5960276,3.6361737,-2.3394432,0.35938635,1.5072595,-1.1788667,0.9568734,-1.3868563,-0.11973068,-0.6163841,1.8246949,-0.6217459,0.7610158,-0.42384285,-0.10512462,-2.0011725,0.5096905,1.8454238,-0.39197272,-1.6523263,0.102884375,0.18894187,1.9697582,-4.054442,0.3933924,1.7485716,0.9514881,-1.457145,0.058945812,2.82716,0.362964,1.7018572,3.1823213,-2.357235,-0.07847956,1.0538034,-2.18283,-4.699977,3.1050646,1.126588,2.3103347,0.39040837,0.34066468,-0.34709048,4.3033285,1.1135011,3.1501706,1.6443003,2.4173622,0.072524786,-1.8749352,0.30672604,2.3533635,-1.654422,-2.7752056,2.4782956,-0.3983658,-1.670966,0.12758353,-0.48330268,1.7110392,0.91392606,3.2468476,-3.406345,-1.6033194,-1.8533629,0.98318964,-0.33791578,-0.66147053,-1.5105971,-1.8556916,-1.0990425,-2.4835467,2.4588323,1.0396359,-1.7617506,0.3806924,-0.429007,0.84199184,-0.36323592,-1.4496863,-2.3770385
UM-RC-2,-0.2834191,-0.17299509,0.43229392,-1.259089,0.38408616,1.111021,0.9903604,-0.15081647,0.9423395,0.35153323,-0.04730211,-0.55805963,-0.63034266,0.7169078,0.15291183,0.9016225,0.22397824,0.38879517,-1.2656987,0.52934116,-0.4636098,0.58169305,-0.73440206,0.7244255,0.93554986,-0.30201435,-0.58909786,0.25252247,0.51732314,0.13591053,0.29365808,-0.45597032,-1.1279207,-0.21095541,-0.3156929,0.5797068,0.42919615,0.11169768,-0.8411492,0.695566,-0.058918096,0.31258386,0.012486517,0.3715468,0.9196594,0.22264901,-0.95315623,0.46248206,-0.570959,-0.034729414,-0.84872895,-0.5655342,-0.52193093,-0.18861833,0.7973697,0.67083585,-0.10820392,-0.7055383,-0.37899417,-0.37260786,0.45055127,1.0664322,-0.86780435,-0.3619677,0.6287671,0.34653658,-0.61931247,-0.42480138,-0.49162692,-0.75847006,-0.00088944286,-0.21207097,-0.273915,-1.4267695,0.35861015,0.46084577,0.35842466,-0.6431625,-0.34430906,-0.58330464,1.0197228,-0.22227527,1.1485741,0.28615606,-0.66517806,0.6279682,-0.15284872,0.060872793,1.1451194,-0.70300007,-0.98074603,0.44509768,-0.5853268,-1.2419688,-0.1109217,-0.49864495,0.60107714,0.34215355,0.42968065,-0.7721089,-0.0007644929,0.46995726,0.20319587
