,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102
OVMANA,-0.646248,-0.47563297,-0.3489826,-0.13605733,-0.93877774,-2.9657364,-1.3850814,0.5841402,-0.16936061,-0.67033285,1.7129788,-1.540846,0.7174244,-0.23700339,3.302695,-0.73814183,1.6522081,-1.0405644,0.16643213,-0.4494061,3.2410538,0.1289401,0.36728507,0.3136167,0.84524524,-1.1223688,-0.17741561,0.26614276,-0.15882549,-0.083802596,0.9834411,-1.5418267,1.0387143,-1.7747917,0.86166716,0.9352782,2.4081938,-1.1786451,-0.38609517,-1.6411252,-1.6445587,1.5177138,0.94380665,0.8244211,-0.16016364,2.514585,-0.94672906,1.2325261,0.22815612,-2.3296158,0.06547304,1.2414309,2.3658478,-0.014284351,-1.3202858,-0.12075062,4.084352,-1.8634173,2.4955873,0.3710132,-0.7676303,-0.47850633,0.85465497,-0.45108315,-1.7763966,-0.8245267,1.94144,-1.0402633,-0.7993448,2.9027617,2.8692882,1.1783711,-0.790149,1.6335069,0.86263216,0.44210118,-0.04984283,-2.2004046,0.41965806,-0.33059192,-3.600568,-0.30824593,0.91198164,-0.6051606,2.032564,-1.4828466,0.033745214,0.94039005,-0.92898977,1.2201928,1.9873917,0.8694487,0.5112053,1.0663431,2.2099578,1.93805,-0.43159494,1.1064277,-1.2540606,-0.99683195,3.0603025,-1.1599679,-0.6358949
GOS-3,-0.04214133,0.15042448,-1.1867697,2.240748,-5.8684616,0.07013032,-1.2543912,-0.40039748,1.51643,-1.0195827,1.6915376,2.268901,1.1202928,-0.022562541,-1.705327,-1.3272069,-0.4379586,-2.0254922,2.5634384,-0.47740045,1.6839648,-0.979673,0.65845937,-0.81786424,1.1803536,0.59888405,3.439423,1.5625477,-3.1804624,-0.15714249,-0.0005327873,-1.3678914,1.7866306,-0.2478602,-1.8099023,-0.5136773,-0.36224756,-1.1264962,0.7578992,-0.9666252,0.37419376,-1.090332,-0.97093654,-1.534225,-1.2590611,-1.140953,0.24052766,0.466837,1.7320415,-1.3091,1.4595702,0.09946415,-1.7743233,-2.1537576,-0.22017068,1.6759881,-2.5273376,1.4402288,-0.8714439,0.51832324,-3.038336,-0.36574516,-1.9126685,1.7174114,1.1087662,-0.57421505,0.35658342,0.89736974,2.0898633,1.708696,0.040965147,-0.13233742,1.0574933,0.49573871,-3.6140425,3.02694,0.14199124,1.0227629,1.9057233,-0.33535343,-2.5334756,0.7331033,-1.18955,-0.72234905,0.39495212,1.4552143,-2.0446615,-0.61889917,0.7517029,-1.0392743,-0.9896979,-0.007918663,2.0747306,1.2907008,0.16771102,-0.79300594,-0.32102934,0.027455397,2.1841516,0.5552567,1.4676737,-1.1380689,-3.5259597
RPMI-7951,-1.02176,0.21474884,-0.56751525,-0.34064767,-0.772494,-0.4878453,0.025017647,0.5716136,-1.0865119,0.010536894,-0.7196908,-0.6918611,1.4673911,0.5150504,0.16912825,0.49354315,-0.010234386,1.9293063,0.023928024,1.7551812,1.8812975,-0.2549249,0.14311108,-0.016585097,0.5118448,-1.4166178,0.30948403,0.480467,0.59068364,0.54414654,0.1771751,-0.8649505,-2.2516415,-0.8644682,-0.28214383,0.514726,0.97702825,0.08532018,-0.24883242,-1.181805,1.0432664,-0.5015502,0.5032162,-1.3404844,1.5743262,-0.61473477,-1.4245961,0.06373973,-0.34413362,-1.3173423,0.61399055,0.10402915,-0.72510177,-0.23334303,-0.69667864,0.73287416,0.16755167,0.14256899,-0.43527102,-0.42362133,-1.3295754,-0.40356138,-1.0006733,0.46510428,1.747418,1.7806908,0.14128077,-0.8200727,0.87691027,0.17793739,-0.28052148,1.9255602,0.12487541,-0.72338855,-0.33316907,2.4433417,1.2985535,0.27690503,-0.80567545,0.83069354,-1.6041598,-0.6259251,0.21934193,-0.005658649,1.1829072,-0.041054484,-0.1469816,-0.5535767,-0.65829873,1.0292097,0.37415355,-0.67193776,1.3183984,0.26579776,0.89861757,0.73828185,0.52482426,-1.169944,-0.92751896,-1.3488137,1.3158627,-1.913702,0.18986477
SNU-349,-1.0672511,0.45110777,-1.1442361,1.9031019,-0.14839594,-2.4491103,-0.025748774,1.0495673,-2.1851532,-1.5628004,-1.6781799,-1.0099076,0.17296661,-0.9153771,-0.8706348,3.2644467,0.34569627,-1.2983444,0.62100434,-0.96401674,2.413796,-0.14002708,0.1559138,0.83463645,-0.61433256,-0.8869814,2.2004626,-1.7286685,0.14901748,-0.5906988,0.015622418,0.35735616,-0.24441156,-1.5714025,3.163422,-0.61198664,1.210656,-1.7566837,1.4357275,0.30172658,1.860261,0.6698942,0.78369343,-3.0317028,2.9181337,0.5878424,0.5801514,-0.59546953,0.9794041,1.2850636,1.8533764,2.0215771,-0.46179497,0.70102197,-3.3184435,-2.3957312,1.1582435,1.7291266,-0.04183635,0.37077975,-1.0513802,-3.0486064,0.8698815,-1.3497818,1.2418673,1.0315728,3.115544,-1.5700934,1.2507403,0.21187168,0.42795944,2.9493506,-0.1839826,1.6022015,0.94655085,2.0092092,2.2908971,-0.18139005,-2.4615073,1.1757076,-1.9948132,0.48301673,0.31263986,-2.605744,2.852299,-1.1508622,0.2610454,0.47400016,-1.3380413,3.6221988,1.6918484,1.2006172,-1.8132267,3.2964873,-0.64673877,1.6934457,-0.5244566,-1.9928583,-0.7348825,-2.183962,2.6664608,-0.702727,1.795737
SNU-503,-0.6196854,0.9973293,1.4337273,-0.98990065,-0.7037071,-0.71369493,0.47500324,-0.0076130647,0.61196303,-0.629809,-0.21352333,-0.6844495,-0.15667208,1.0405079,0.40426248,0.96173716,-0.45619875,1.10062,-2.2876472,1.161258,-1.2986082,-0.58254826,-0.5441846,0.44191465,0.6330693,-1.1560643,0.005270861,1.1982352,-0.6575405,0.7097573,-0.660604,0.24521971,-0.3266076,1.7392329,-0.98145014,-0.016092366,0.46084958,-0.35727715,-1.2017211,-0.16727565,-0.034656446,-0.98387504,-1.1338209,-0.31755236,-0.24168578,0.68879414,-1.1060566,0.1483407,-0.24875475,-0.28562188,-1.9222476,-0.25615042,-0.7149176,-1.7031344,1.4206985,0.15565664,-0.0755038,-0.81115305,0.21488218,-0.9349351,1.7659212,0.5069353,1.0407779,-0.51298726,0.5039949,-0.5066645,0.06118135,-1.9781885,-0.15405285,0.22893499,0.78300995,-1.9196678,0.32884172,-0.23016733,1.0051893,1.2217401,-0.07380896,-1.690667,0.016797088,-0.4225071,0.75416887,-0.25071838,0.11001149,-1.2271488,-0.37771678,0.48696494,-1.1624484,-0.6259716,0.4854818,-0.52595764,-0.078544535,1.3191017,0.24361342,-0.71931326,1.210939,-1.4500846,0.75791717,0.46874434,0.6647579,0.44742304,-0.49009892,0.7875567,0.010325819
A-253,-0.083504066,-0.084271014,-0.6793579,2.4287746,0.00020706095,-0.81880546,-2.2694495,-0.5426576,1.1025031,-0.5801106,2.1820405,0.7524397,-0.1400224,0.34630573,-0.7768369,1.5552182,0.6276475,-4.7282224,0.52114457,0.5642664,-0.9786626,1.3673537,-0.7837722,-0.4689326,-1.3486602,1.5629598,1.0060557,-1.1590842,0.26937324,-0.6876,-1.2804811,1.0939088,-0.6015005,-0.90433943,1.580568,0.17269136,1.1272377,-0.81608915,-0.112591274,-1.568857,0.45865798,1.4148766,1.2819357,0.059510082,-0.033720583,0.42165604,0.12312728,-0.5769835,2.7649682,-0.8399408,2.66185,-0.20160922,0.62684375,1.7986865,-0.92695147,2.4401867,-1.0047717,-1.0487181,-0.070898995,0.14308646,-1.0287044,-1.1861182,2.2699676,-1.190626,-3.499239,-0.5496843,-0.07460774,0.288203,0.9567145,1.9327524,1.8561636,-0.47026467,-0.98541695,2.5483546,0.04319772,-0.32751727,2.1275935,-0.54076487,-1.2449834,-0.7093292,-1.3266519,0.5054121,0.034038574,0.3245776,-2.8769515,-2.7748392,1.4619921,1.9972768,0.62260145,0.5477082,0.84306663,-1.2400821,-1.298262,1.0192012,1.8784728,-0.73793644,0.3605649,1.9914396,0.23975463,1.4248996,0.8076466,-2.3432007,-0.95929885
HCC1428,-1.5283797,1.7863673,0.11634719,-0.03684117,0.63673306,-3.2740185,-2.1036263,2.3431244,-1.3774949,1.5748953,-2.852367,-1.0740544,0.3589812,-0.78112274,-1.2255381,1.4912927,1.0380666,-0.97422206,0.14193821,-0.8015777,1.182486,0.17260292,1.275541,-1.0893084,-0.9331316,-0.9695951,-0.880103,-2.7005792,-0.50041765,2.2979927,-1.0284393,-1.1351297,-0.4438344,-1.2425398,2.1958969,-1.8800634,0.8254687,-2.708292,2.7238767,2.7482467,-0.6736037,1.9133065,0.3473587,-2.0254214,2.4503095,1.407245,2.11358,-1.6718593,-2.2197652,-0.8497971,1.1819365,1.6272395,1.6705058,-0.06367464,-2.0953784,-2.5272784,2.0519288,0.7082482,-1.1196965,1.0777957,-1.1611207,-0.30184472,-0.3084445,0.6946239,-1.890039,0.96956074,0.4233009,-1.1628507,0.1996666,0.38716042,0.6620325,0.0788449,-0.20069113,0.43121552,3.5407128,-0.08838983,3.314427,-1.0776361,0.2899657,-0.45293373,-0.9134418,1.7088649,-0.0814517,-0.66636604,1.5628452,-0.501885,0.056152254,-1.166774,-0.16452532,0.32723576,-1.0086694,-1.5825741,-2.7920089,-0.30034107,-0.886975,1.6723388,1.7209791,-1.6020453,-2.5028782,-0.012337282,1.7121959,0.8271351,0.9592797
Capan-1,-0.8488528,1.0404047,0.06531098,0.620726,-1.0468543,-2.4398572,-2.0296047,0.79098034,0.6005025,-0.21977165,-0.15139824,-1.1736232,-0.7159802,-0.9898022,0.032160603,-0.0720417,-0.20242523,-2.694485,-0.35821342,-0.18618308,0.086638115,0.65221196,0.002395317,-0.41266912,-0.52098936,0.16920115,-1.643499,-1.0470245,-1.8937376,-0.97200286,-0.8712334,0.47698727,-0.7563415,0.59005636,-0.07677615,-1.5015677,1.5233297,0.059293613,0.6790628,0.5467887,-1.1550623,0.9615557,1.8499591,-0.71521723,-0.10037441,0.7749424,0.57262325,-0.90836096,-0.0205327,-0.80895555,0.6626413,0.6128242,-0.032445066,0.112978436,-0.3062188,-1.2003056,1.0410297,-0.2728807,-1.2393531,1.2216192,-1.167677,-0.98354876,1.3541329,-0.15984738,-2.803491,-1.840518,-1.2423105,0.23217034,-0.17714068,1.0857774,1.6738521,-1.0500685,-0.3016752,1.3593868,0.9220712,-1.5879475,0.9890466,-0.5983234,-1.1040548,-0.4135049,-0.64331055,1.3074827,-0.3997934,-0.28425607,-0.2697389,-0.6984103,1.2530557,0.5100564,0.78029644,-0.18187302,-0.11892915,0.34159267,-1.4849113,2.270071,-1.1938257,1.2404902,0.06757249,-0.5760491,-0.07536202,0.73309445,-0.25364682,0.87934566,-0.7731399
MSTO-211H,0.18667027,-0.5486099,0.10849589,-0.47602051,-1.2606122,0.45387438,0.27766597,-1.4653153,1.3477645,-0.18269813,1.1921306,0.49763134,-0.17389216,0.70565945,0.049330354,0.6903763,-0.47268796,0.15950151,-0.7346647,0.8567789,0.024858683,0.7829835,0.12574248,-0.017055467,0.53794444,-1.4008787,-0.43128443,0.49349576,-1.3337824,0.60975116,-0.036889963,-0.45235604,-0.670099,-0.038359344,-0.50370777,0.9479895,0.048967242,-0.290902,-0.46338025,1.6169231,0.20713882,0.6011708,0.12800121,0.3434636,-0.44658613,-0.67154866,-0.9065392,0.66441965,0.99111223,0.07857977,-1.1202412,-0.6740031,-1.3016157,-1.2264974,0.17922536,0.19477528,0.9212657,-0.36402237,-1.3996967,-0.5311592,-0.059153266,0.06585824,-0.44560745,-0.7926878,0.5877629,-0.75633246,-1.6737547,-0.592341,-0.18854827,-0.32847703,-0.260637,-1.297297,-0.8634419,-0.32070446,-1.0519172,-0.607638,-0.8236214,-0.9126749,0.39660746,0.1897604,0.6035304,-0.44439626,0.79048955,-0.11104116,-0.8550622,1.9511079,0.021154925,-0.19028224,-0.5887402,-0.24340305,-2.107273,0.5180453,0.080957115,0.6663644,-0.053183652,-0.4164699,-0.64434904,1.0794096,1.3872874,-1.0846512,-0.16993727,0.26259902,0.69177043
Daoy,2.0175464,0.4204961,-0.48333648,1.8539213,0.36916596,-2.6345773,-1.6421806,2.0475402,-3.6756554,-0.5262486,-1.1659538,1.2919745,-1.6425524,-3.8613684,-2.9187295,-0.66515446,-0.31163085,-3.4442523,1.7850951,-0.76838493,-0.43318614,-0.16179162,1.1101543,0.5817067,-0.5117481,1.7758766,3.2004747,-0.31170502,-1.202915,-2.1763709,-2.049386,-2.551729,1.6486578,-0.5419746,1.9045457,-2.5073173,2.503411,-1.7132207,1.1841091,-0.62296593,-3.3156781,1.0753872,1.0508308,0.3874693,1.5520847,1.6751101,0.34101453,-0.12610193,1.7479681,-1.0891289,2.754346,0.25171882,2.0632014,5.2638674,0.0012029409,0.5524537,-1.903822,3.9451866,-3.451699,1.7048587,1.1477861,-2.1338007,-0.3021055,0.7890564,-4.972415,-1.9694934,-0.7412468,-1.6015713,3.3461246,3.1371768,2.3990784,-1.6868839,4.239128,2.2266665,-0.52559835,1.4950353,-0.5731754,0.1438832,0.3309678,0.07331845,0.085944235,-0.90226793,0.40006617,-3.0894766,-0.8382728,-1.4375367,0.54823864,-0.45487493,-0.18224512,-0.402747,-1.2715853,-2.218555,-4.4488196,1.383133,-2.6497507,2.5821686,0.6686555,-0.9550793,-1.3711408,5.526711,1.0905981,0.78911257,-1.7536731
HCC78,-0.93293065,-0.98918045,-0.26078728,-0.44171938,1.4405644,0.0037979186,0.61088574,1.1665788,0.7290071,0.14494783,-1.3919545,-1.079641,-0.38084647,0.10165579,-0.74186003,1.3207992,0.750815,0.6938025,-0.2616955,0.9799765,-0.07453587,0.33806428,0.11116508,0.4625817,-0.5102839,-0.012225131,-0.83009976,-0.8551348,1.7235969,0.29469547,0.32752725,0.6135174,-0.58437353,0.2669095,-0.111758076,-0.7841734,-0.027917495,0.3890337,1.000331,1.1392112,0.4474659,-0.35949004,1.0450611,0.26090604,0.9024351,-1.3693006,-0.79630905,-0.833326,-1.7840801,-0.10087844,0.38908064,0.9355477,0.66666836,0.31557387,-0.91580313,0.51740956,-0.44178274,0.6421395,0.8310975,-1.3424006,-0.29528093,1.2523617,-0.7019691,-0.3509983,-0.23155966,1.8491149,0.0788424,0.357521,-0.82581055,-0.1931299,0.6078791,1.0438476,-0.22544242,-0.5926063,1.9797932,-0.1311668,2.5978987,-0.32116643,-0.6326622,-0.50466126,0.11022639,1.667259,0.39030024,0.8297381,-0.02177228,-1.3666341,0.42215186,1.3993375,-0.044073887,0.76197517,0.21043126,-0.8243364,-0.855343,0.06105566,-0.1853281,0.6532249,0.8287569,-0.807246,-0.67385083,-0.9760076,0.86026704,1.3306556,-0.47495502
Mono-Mac-1,-0.2947005,-0.69089365,0.11475392,-0.29025993,0.0139074605,-1.0422357,-0.278675,0.56060714,1.2607238,-0.5538968,0.6285013,-0.46995896,0.39835188,0.5862894,-1.8996718,-0.23515299,1.121243,-2.8150332,-0.25113568,-0.8334356,0.3395405,1.2762185,-0.1363864,0.2315278,-0.37108284,0.47075805,0.08938876,-1.6846038,-0.35794187,-0.2209278,-0.43828422,-0.5090493,-0.19804245,-0.01946545,0.03763786,-1.4581053,0.12132478,0.5704207,0.8994255,-0.17780738,-0.271734,-0.21864317,-0.5308888,-0.34396675,0.79703856,0.070923895,0.39391705,-0.39966485,-0.77839637,-1.0838408,1.4501355,0.78757143,0.17306355,-0.07440047,1.1687049,0.48011002,0.050619893,0.7309879,-1.2131865,0.36359698,-0.35771543,-1.79659,-0.43748143,0.49631143,-0.9808905,1.0891763,-0.48979065,0.9596413,0.4488016,0.30482742,-0.09393437,0.3914195,-0.5291592,-1.0032805,0.215998,1.2393593,1.9940442,-0.01780133,-0.12354985,-0.64386725,0.1945554,0.41022652,-0.9903766,-0.20601365,-1.1213067,0.25168929,-0.8074805,0.40802598,0.6321913,1.205698,-0.89420474,-0.589963,-0.053483512,-0.0017990503,-0.36225957,-0.43809992,1.3065178,-1.4030359,0.36136788,1.0737774,-0.44682676,0.41952437,-1.4886366
U2OS,-0.8158628,-0.32995856,0.23572749,-0.8038384,-1.3096461,-0.014641574,0.41236654,-0.8211987,0.74638844,-0.51017314,1.0632204,0.35503554,0.26923907,1.0892988,0.7632456,1.0023824,0.2060827,0.26817253,-0.20910616,0.77067304,-0.2855934,0.6339121,0.39953583,0.2720121,0.16701931,-1.4205341,-0.36975116,0.55807406,-1.185133,1.1116911,-0.4417058,0.25096405,-0.8411,-0.07126277,-0.79252464,0.4423285,0.24068068,0.17567554,0.5075917,1.4387108,0.24845949,0.89578414,-0.2564084,0.6187928,-0.29784817,-0.5523813,-1.0933979,0.82663375,0.3856547,0.035689905,-0.9947055,-0.6414557,-0.6584819,-0.91409266,0.6786799,-0.002168052,1.9362322,-0.87851304,-1.5974404,-1.1831092,-0.14015426,-0.11888638,-0.42257443,-0.2830879,0.49632668,-0.7252141,-1.806184,0.052748263,-0.4323905,-0.13588278,-0.5411777,-1.4738967,-0.8297072,-0.21873684,-1.0073798,-0.49813083,-0.9763954,-1.3823184,0.6660356,0.303939,-0.15598223,-0.5549576,0.18511216,0.112769745,-0.28905982,1.8059089,0.051864993,-0.08532783,-0.7957566,-0.16833049,-1.5617318,1.0049185,0.96366525,0.8286219,0.21112782,-0.5430458,-1.0903428,0.6822846,1.5358387,-1.2309332,0.40832967,-0.054388467,1.2204251
SU.86.86,-0.18902957,-0.5119352,-0.2021605,0.41619697,-0.7188301,-1.6243337,0.100899994,1.010816,0.54296774,-1.1744258,0.4091793,-0.09342733,0.48440146,-0.74896914,-0.34470078,-0.69321066,0.23522389,-1.245866,0.08452512,-0.32841322,1.4320815,0.90137756,0.5188325,-0.6689955,0.31790245,0.04353159,0.27686048,0.6617225,-0.27717653,-0.10594703,-0.5175206,1.9327707,0.41379982,0.25941157,0.39860898,-0.5719355,0.7264969,0.020379158,2.3446653,0.60840994,0.16680646,-0.5057091,1.1164405,-1.217076,-1.0528724,0.10319516,1.3020322,-0.2920654,-0.4414849,0.9721391,1.5996054,-0.10838674,0.57162255,0.78146785,-0.75313544,-1.2671077,0.73707974,1.0265101,0.15003948,-0.24692988,0.29000038,0.20914128,0.36881876,-0.15506244,-0.8434951,1.4008081,0.42663,0.5065687,0.55408204,0.71745324,-0.29287985,1.0559127,-0.790669,0.6774893,0.43679088,0.39719197,1.5024648,-0.6626408,-1.1275847,0.30926737,-1.6267028,0.22258721,-0.89932746,-0.11897494,0.566716,-1.4321661,-0.5865672,1.3947787,-1.1248366,2.7958858,0.4387101,-0.90931815,-0.92205495,2.126197,-0.13214245,1.0117527,-0.087922394,-1.4825007,-0.04167723,-1.7017813,1.1315606,0.30047178,-1.3512883
QGP-1,1.7646098,1.9327524,0.97258586,2.9519224,-1.9829383,-1.2185814,-1.2578747,-1.4752116,-2.7925243,-1.4210441,-1.5716655,-0.31498608,-0.59734607,-1.8804617,1.4068556,2.7838056,-0.15624408,0.12192262,2.2847676,-1.1622964,1.4556866,-1.7025115,2.59122,0.7615205,-0.5432252,-1.5879598,1.8938293,0.8962855,-2.151614,1.0307628,-1.2830523,1.7938141,0.17402136,-0.31771386,1.3458188,0.69072133,2.1560984,-5.0773797,1.9617231,0.9598466,-0.0048657013,-0.15168837,-0.76712674,-2.6371074,-0.8676528,1.6445079,0.36158848,-1.2819077,2.1729298,0.6055568,-1.014293,0.76651764,-0.33068216,0.5463333,-3.2111094,-2.1529775,1.0371102,0.9961863,-0.6524672,-0.34974697,-0.8722532,-1.9562064,-0.2510551,0.21550502,-1.4340705,1.0636988,1.4772555,-1.3038975,1.7779077,1.4435136,1.140011,-0.562089,3.3705392,4.0243597,-0.2601428,1.6152669,0.4905746,-1.2531897,-2.1114175,-0.008390486,-2.5974069,0.016171763,0.8030733,-0.69476146,2.573255,-0.6499274,-1.2723628,-1.4130921,-2.1282196,-0.24688913,1.340844,0.12614548,-1.5069557,0.43392462,-1.2069417,2.0895889,-0.9403126,-0.58483016,-0.88995034,-1.2133929,1.5652997,-0.4982487,1.5721982
TT2609-C02,-0.8344458,3.0829,1.016475,1.1986004,0.61767465,-1.5038793,-2.025112,-0.20532714,-0.667642,1.0258188,0.7734648,-0.46408662,1.7511103,-1.3846225,-1.5283258,-1.3508018,0.71057916,-2.1738315,1.2345024,-0.15104893,-0.39065534,-0.77310896,-0.12774827,0.58257735,-0.046061076,0.6687247,0.4030411,-2.8283656,-0.45931244,-0.4187147,-0.6530734,-4.1234465,2.3528917,-0.14284045,1.0654513,-1.499951,1.2742234,0.785032,-0.74201125,-1.162034,-1.81858,0.66129893,-0.07407379,-0.1925855,1.9555829,1.6756054,-0.16826823,1.234994,0.8424758,-0.22173241,2.266025,2.996322,-0.09994822,0.14646433,0.997485,-0.09056914,-0.62217754,0.95888966,0.010878116,0.26604992,-0.6984005,-2.2054086,-1.026749,0.3404074,-2.108395,-2.0944097,-2.328541,-0.8137573,1.838801,0.15867092,-0.8456055,0.4658934,0.45447934,0.101540506,-0.19222832,0.68085957,-0.0015444085,0.3023274,0.15391093,0.7655097,-0.3329885,-1.0699894,-0.08290882,-1.0584421,-1.0660245,0.4845928,-0.006208688,-1.3032451,-1.1061343,0.3488391,0.6670474,-0.23630403,-0.66682994,0.5545402,-0.7089616,0.393414,1.1048856,-0.93254334,-0.9641769,2.7117333,-1.8733318,-0.60512686,-0.5820648
COR-L24,-0.22271252,0.7909292,1.0180187,-0.31247187,0.16480064,0.7048971,0.8314999,-0.3908949,1.353968,-0.56596285,-0.31562975,-1.1826013,-0.6995607,1.2425709,0.039934207,1.2110661,-0.067451656,0.36476195,-1.6792794,0.75860035,-1.1962707,0.09850128,-0.71451247,1.4007603,0.5825067,-0.36127365,-0.70847875,0.79640496,0.64767456,0.24980941,-0.4800213,-0.27074832,-0.76604867,0.8518744,-0.68316776,0.34722078,0.6589656,-0.07583665,-0.55974656,0.21227556,0.094931915,-0.2869867,-0.4599623,0.26903555,-0.0033538043,0.090745136,-1.4643676,0.29726624,-0.4640468,0.041198134,-1.5861989,-0.8813573,-0.88730264,-0.9848227,1.1248521,1.0361506,-0.024674032,-1.0849866,0.040245444,-1.1058812,1.1174687,1.790726,-0.1850434,-1.2114941,0.71537244,0.049487285,0.12667647,-0.5608991,-0.44416642,-0.89940834,0.7286611,-1.1446662,0.18738823,-0.17831874,0.75639814,0.5503886,0.043685984,-1.7428168,0.16655307,-1.1516972,0.7719492,-0.8965996,1.366155,-0.11392932,-0.21981582,1.1955588,-0.9439498,0.031567812,0.579538,-0.5685755,-0.8702998,1.2814994,-0.7154344,-1.4408481,-0.016770039,-1.2820096,0.35101905,0.58817166,-0.039797366,-0.2825845,-0.2549795,0.6624279,0.018215675
786-O,0.706599,3.0031857,-0.8760635,2.8472936,-1.509649,-0.6669776,-1.1967196,0.8627222,-0.8408065,-1.4461231,-1.2198367,-0.81909597,1.519615,-0.7745372,0.5252338,1.0658271,-1.0026555,-0.123896584,0.8106688,-0.56516963,0.59829974,-0.042537272,0.9734417,-0.8790323,-1.2784802,-1.8949217,1.2272406,1.254128,1.594598,-1.436586,-0.48380068,0.11681845,0.6150286,-0.0006156564,-1.7355523,2.7608228,0.3433923,-1.3937639,-0.4332213,-0.25477558,0.8196812,-1.1767988,0.86151004,-2.8837824,-2.0569344,-1.9049535,-1.360594,-0.19517356,0.92929864,0.53434104,0.58328056,1.0534496,-2.7241178,0.54153234,-1.3160577,1.404385,-4.2921596,1.2804106,0.47807825,-0.8374119,-2.7004,0.31345043,-1.4359304,-0.4317962,2.0329318,0.31983823,0.047506303,-0.70160556,2.2617478,-1.5246992,-1.3598598,0.8133308,0.12157373,-0.034293488,-1.6005222,2.268328,0.23674485,2.0151756,-0.668552,-0.29878497,-3.2896502,0.7740095,-1.0372208,-2.5102947,3.1491735,-0.32685,0.78683823,0.9139321,-1.0776427,1.4027566,0.96608496,0.5692928,1.4401131,1.8199923,-2.3933558,1.6021699,-1.1724564,-1.527142,-1.644949,-1.1165177,-0.548373,-1.5649358,-0.15847376
MDA-MB-415,-2.5703273,0.8164553,-0.51048005,0.43331286,2.289765,0.06478073,-2.2384498,2.14365,-0.15839,0.79180324,-0.7645434,0.7381541,0.20699629,1.2533365,-1.1259412,2.1025991,1.6346593,0.404072,0.3980718,2.9412034,-1.3732342,-1.5474428,-0.48484585,0.4490019,-0.2544971,-0.07563828,0.7352889,-2.8496616,1.4668161,-0.9526533,-0.3721189,-1.7548276,-0.5469093,-2.209108,0.15565199,-0.0048259255,0.62218773,1.4444764,-1.381048,-0.7026161,-0.39429557,1.253647,0.5990486,-0.7350289,3.2016172,-0.4324828,-0.8729882,0.027527288,-0.08319422,-1.3437543,0.9365755,1.6971515,1.1175478,0.010167424,-0.106973246,2.1365638,-0.35355452,-0.6109605,0.7137558,-0.75575787,-1.3359956,1.2758718,0.079322696,-0.91914654,0.28559026,0.4355307,-0.16330478,-0.6387569,-0.16663659,0.21299264,-0.010163933,0.58803284,-1.1921022,0.39127192,1.4651412,1.1205636,2.809086,0.48367,-1.7987044,0.33978713,-0.18436772,1.7793893,0.90472144,0.15093653,0.649845,-0.7405652,2.676197,1.8203075,-0.41401684,-0.40332058,0.36742786,0.22390535,-0.6529228,1.1827103,-0.21474987,0.803877,-0.0841843,-1.2370623,1.1824343,-0.09260273,0.5241567,-0.59931284,0.5970033
KYSE-30,-1.3397115,0.27777985,-1.7920874,1.286067,0.1301799,-2.7243562,-2.1711438,1.6055033,0.025990367,-2.2409172,-1.8133858,0.9355384,-0.9118908,-0.18714146,-2.1185756,0.6223489,-0.07067096,-1.6558542,-0.21466121,0.707583,-0.21388793,-0.34861073,0.49603537,0.32678747,-1.5056682,0.0871916,1.9444,-0.64582217,-0.28897598,-0.41262472,-1.1327705,-0.51637185,1.0325255,1.3024428,0.7970389,-1.8187653,-0.28107688,-0.43875214,2.0719993,-0.3646103,0.35915777,-1.3403451,-0.46039262,-1.179429,0.722067,-0.8894604,0.08677902,-1.1045828,-1.1804008,-1.2681997,0.17553994,0.61106384,0.11345357,1.0864896,-1.6736062,0.12540609,-0.581171,1.3501551,-0.7535021,0.26720682,0.75862,0.2727167,0.3958599,-0.71435606,-1.0204668,1.5828507,2.2107666,-1.0467863,2.445088,1.2182932,2.4144707,-0.31878617,0.024621889,1.4114854,1.0298345,1.5370016,2.9117584,-0.6532304,0.1043638,0.3333449,-0.92702204,2.0515738,-0.9777224,-2.2566147,1.0082002,0.37366417,-1.1082084,1.3261322,-0.8861823,1.5215414,-0.8867662,1.3441209,-0.2857517,1.8688867,-0.24353957,0.7894146,-0.43220663,-2.2551112,-1.3378196,0.9207012,1.6929955,1.2711468,-1.715635
