,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
HuT 78,-0.1774595,-0.36988893,-0.98796856,-0.035539694,-0.39097384,0.5183497,0.02715692,0.27865803,0.009778304,0.484998,-1.1125273,-0.18537597,-0.4178611,0.4557897,0.49963763,-0.3547585,-0.6021521,0.8474163,-0.2904329,-0.5844518,-0.24700922,0.1033022,0.20244095,0.87728363,0.13504021,0.07586709,-0.22629401,0.049925387,-0.8293394,-0.22353081,-0.24964772,-0.27502644,-0.37804028,0.1467287,0.11843513,0.58501244,-0.030045025,0.05473803,0.83163124,-0.11251719,0.2755792,-0.112946466,0.027563041,-1.1959578,0.114355095,0.24231902,-0.032251447,0.55257577,0.67473215,0.30491704,-0.1904105,0.46022713,-0.66173303,-0.6133145,0.43727016,-0.16103327,-0.6612957,0.870572,0.46894214,0.29671943,-0.08764781,-0.18507032,-0.23493442,0.55030406,0.69914675,0.4022007,0.43063962,0.11002602,0.043575816,-0.049565982,0.13513485,-0.042140048,-0.10202417,-0.7972644,0.28492105,-0.7491571,-0.569516,-0.035186797,-0.6071672,0.6086056,-0.67907405,0.4320113,0.4815485,-0.08613746,0.25439864,0.8735444,0.7161958,-0.66661364,-0.30095977,-0.6045475,-0.18804559,0.39511445,-0.9600532,-0.018416548,-0.19034955,0.23049988,-0.45521194,1.1783626,-0.33555368,0.18633582,1.5146346,0.14843291,-0.7907042,0.77688867,0.8051115,-0.27519432,0.3221303,-0.46644083,-0.41231582,0.05719269,0.13592112,0.53400695,-0.52474093,-0.002118473,-0.513118,-0.7691346,-0.012739468,0.012185764,-0.54332995,0.17514965,-0.52906513,0.70710534,-0.31014132,0.8750298,-0.44594812,0.036710456,0.008601639,-0.2618268
NCI-H929,0.076351866,-0.37138787,-0.73772633,-0.5614246,-0.5333989,0.64549226,0.069151655,0.3650922,0.39193732,0.24833392,-1.0040953,-0.22881742,-0.41966158,0.24081537,0.5998487,-0.5604268,-0.6756338,0.7902255,-0.16340771,-0.70344675,-0.22635746,0.18028834,-0.16896889,0.8375258,-0.05371838,-0.06120287,0.21414132,0.18982202,-0.84945875,-0.44200787,-0.3176238,-0.39588735,-0.26887035,0.40839514,-0.012156864,0.8181509,-0.056704734,-0.06856313,0.98316324,0.020489108,0.19434921,-0.118999206,0.06971516,-1.4003096,0.25572467,-0.2623059,0.1552089,0.68981427,0.8796971,0.55645555,-0.51414514,0.6090882,-1.0027395,0.02745521,0.41049385,-0.13870953,-0.34816986,1.0492568,0.23961826,0.33347133,0.048747867,-0.058771007,-0.337719,0.44504,0.5866005,0.6290966,0.41848254,0.2832906,0.28942254,0.36708322,-0.07978199,-0.3449312,0.024596715,-0.5447986,0.664757,-0.65213734,-0.6908376,0.06369712,-0.08020823,0.83723736,-0.9017395,0.48035857,0.5096977,-0.17711723,0.2478657,0.89283395,0.9008943,-0.7187199,-0.2695323,-0.38445827,0.015832212,0.4861558,-1.1780974,-0.1860192,-0.2541032,0.0063054413,-0.13245435,1.3174239,-0.3693645,0.02939192,1.4127353,-0.08008944,-0.81240135,0.77729017,0.93810725,-0.54899544,0.007331848,-0.5612338,-0.53369397,-0.22349292,-0.18057579,0.64527607,-0.37504128,0.3420856,-0.8182002,-0.9725414,0.13482492,0.28644687,-0.43827763,0.13582857,-0.78560704,0.87475526,-0.35456017,1.1853992,-0.24392848,0.005588423,0.28012666,0.1889137
KLM-1,1.0526975,-0.78959966,0.095794305,-0.80151695,0.1488778,0.16444962,-0.42987472,-0.28305987,-0.016330864,-0.30776897,0.11520909,-0.09511834,0.4202928,-0.23271981,0.4688037,-0.35972273,0.1044745,-0.22264199,-0.021480624,-0.19135109,-0.45264387,-0.53970814,-0.53219986,0.19264394,-0.13681412,-0.7241622,-0.13806453,0.5380037,-0.20937055,0.57422894,0.17316101,-0.2301172,0.5245668,0.40960902,-0.24634647,0.45777816,-0.35277513,0.1461925,-0.17671163,0.9092963,-0.3074044,-0.08012972,0.17004912,-0.1092989,0.2916119,-0.6161454,0.71433663,-0.27393222,0.24004707,-0.42068455,-0.2492404,-0.12980995,0.38439074,0.3566334,0.5132116,0.024927944,0.08806122,0.36833757,-0.60720843,-0.430419,-0.27428576,-0.05895391,-0.7907423,-0.13382122,-0.7170085,0.6292139,-0.1320136,0.0509571,0.5502341,0.6768228,0.08011024,-0.06259614,0.083668664,0.36585793,0.50696355,0.693453,0.16690713,0.29008943,1.0257535,-0.20917644,-0.75852495,0.16503477,-0.40202865,-0.19608958,-0.75339377,0.10574569,0.5965902,-0.4523602,0.1294101,0.7881266,0.24575529,-0.031120494,0.09663862,0.05877818,0.53533894,0.13048351,0.61570805,-1.1247427,0.07313837,0.44441986,-0.83648556,0.064743005,-0.074451365,-0.5606327,0.025038958,-0.26996532,-0.3131577,0.10869063,0.28535128,-0.50582826,-0.120017365,-0.3094993,0.06900894,0.09346699,-0.16304071,0.08130335,-0.23952392,0.041509632,0.1262361,0.25021794,0.03088641,-0.04346871,-0.23372059,0.5683768,0.019518081,-0.10072711,-0.35264075,-0.07300681
NH-6,0.5222703,-0.56077445,-0.35210457,-0.5971643,-0.2164692,0.30746016,-0.17742467,0.017798819,0.11150243,-0.03781799,-0.50658685,-0.1897855,0.083747506,0.050287746,0.54606456,-0.4834975,-0.23635803,0.068923384,-0.1110825,-0.3614601,-0.38897935,-0.29421425,-0.45937064,0.4710097,-0.1382428,-0.3113912,-0.14464138,0.18819198,-0.5497049,0.18987136,-0.06655772,-0.3494954,0.14374158,0.3406317,-0.015937842,0.65674996,-0.16872977,0.34110218,0.3169071,0.47536248,-0.22039984,-0.070543736,0.033313643,-0.6762233,0.39000487,-0.39833134,0.50684386,0.07506427,0.5891688,0.037568193,-0.35630837,0.20506015,-0.05616214,0.10806269,0.52584904,0.12948993,-0.06237094,0.6651642,-0.28172934,-0.0313738,-0.036280714,-0.14662458,-0.64292973,0.14819863,-0.04477334,0.66887766,0.07058377,0.11020121,0.26783833,0.49358296,0.22423023,-0.18944003,0.055372328,-0.10219109,0.5108044,0.09848185,-0.38832235,0.10719228,0.5395864,0.41119647,-0.8842077,0.33547336,-0.048080534,-0.11104201,-0.253141,0.36635065,0.6512021,-0.42466033,-0.1610516,0.12905698,0.1401093,0.24506904,-0.38386932,-0.21306622,0.16825521,-0.08031059,0.3408631,0.17942634,-0.0005071679,0.37983328,0.2594133,0.023860633,-0.4156226,-0.14483228,0.38390574,-0.48639527,0.013399012,-0.04988581,-0.11138721,-0.36341694,-0.103964046,0.16156302,-0.1675424,0.0957046,-0.47508332,-0.46296847,-0.11037032,0.070653625,-0.3072469,0.27752835,-0.2451916,0.4540506,-0.24303982,0.79424137,-0.14517717,0.012525127,0.026885008,-0.043378722
DV-90,0.6158444,0.14256422,0.05756077,0.5389299,0.23447073,-0.88910824,-0.089308105,-0.43015054,0.5753112,-0.9104859,-0.38545328,0.09061987,0.12011498,-0.76741135,0.9122771,-0.013708672,0.9506079,-0.58648425,3.3155084e-07,-0.4327096,0.24342693,-0.54778993,-0.7066051,0.32859418,0.37558705,-0.18650326,0.99059904,0.029039519,0.6321175,0.17912489,-0.48298,-0.22600465,-0.2841604,0.21525754,-0.20141032,0.3475365,-0.22791407,-0.14110777,-0.13997446,-0.9703803,0.21561523,0.21353082,-0.18186079,0.20037052,1.1193216,-0.077752,0.35378212,0.67364645,0.5267362,-0.1683022,-0.5378856,-0.5790582,0.119238846,0.08040011,-0.15476823,0.0016226806,-0.3360515,0.28002083,-0.85075676,0.8469228,0.2614905,-0.18624315,-0.79683346,-0.67275596,-0.15548497,0.62191784,0.21330436,0.44029313,0.22311497,0.9732722,0.11864489,-0.6636165,-1.0909563,0.47793576,0.5624506,0.39060563,0.12433342,0.052463256,0.62605536,-0.65088236,-1.0534054,-0.11043676,-0.21879809,-0.5167659,-0.7766323,0.020153042,0.23577209,0.08716674,0.19868806,0.8872664,0.86869043,-0.14265874,-0.34778297,-0.27722993,-0.006933868,0.19436407,1.3367594,-0.7382995,-0.64455855,-0.054529145,-0.68739706,-0.28259727,0.19516292,0.2641983,-0.39477432,-1.0565727,0.041464664,0.62284786,0.25996777,-0.6617678,-0.21562903,-0.33031064,-0.47857556,0.35772106,-0.0659714,-0.41588947,-0.35105547,0.5186668,0.0508686,0.02869394,0.27877203,-0.16783115,-0.20580506,0.9735662,-0.0031003878,0.82240975,0.31903428,0.22585598
OCI-Ly19,0.05246719,-0.42806855,-0.7513933,-0.5217202,-0.5351551,0.7345063,0.081571266,0.36200184,0.39347094,0.23491028,-1.0042919,-0.21917875,-0.24801052,0.21481511,0.6084661,-0.51246387,-0.54086846,0.8091552,-0.17203954,-0.569362,-0.23952213,0.21381545,-0.12052486,0.850041,-0.049186245,-0.058409147,-0.031981904,0.19217376,-0.7961349,-0.49478325,-0.28182003,-0.3874494,-0.23558722,0.39096835,-0.011329539,0.81796116,-0.07738683,0.2519752,1.0025628,-0.12636562,0.17164852,-0.43101472,0.06895112,-1.3885088,0.5741832,-0.23200372,0.20027244,0.8068452,0.7210425,0.55869776,-0.41038668,0.6196334,-0.77985805,0.008911669,0.4081022,-0.13478512,-0.71441656,1.050278,0.23822221,0.32936737,0.054911017,-0.07359993,-0.3399626,0.52723867,0.52097136,0.67307836,0.43478006,0.21639809,0.16088435,0.3502507,0.015144987,-0.35803878,0.0690646,-0.47375757,0.6555103,-0.5827869,-0.7805161,0.06766163,-0.039753776,0.6864664,-0.8894122,0.4948382,0.5838242,0.21222547,0.24804235,0.83702946,0.85875773,-0.69681287,-0.30053785,-0.40268508,-0.032685045,0.5234593,-1.1397846,-0.17952618,-0.01738359,0.13827915,-0.11906286,1.0748211,-0.20394373,0.16322426,1.4146448,-0.031301465,-0.8203303,0.75993097,1.2026196,-0.49651414,0.14975409,-0.5692901,-0.53649443,-0.20361637,-0.18655229,0.571559,-0.325445,0.34867778,-0.8373373,-0.92450225,0.11699011,0.24268422,-0.49380752,0.13510111,-0.56353074,0.8825919,-0.35262606,1.0970013,-0.24342574,0.005956844,0.26602146,-0.065477
M059K,0.5345779,0.39889684,-0.12329185,0.3504188,0.19922465,0.639027,-0.9090975,0.44453412,-0.9172645,0.95830286,-0.727887,-0.12731546,0.5718545,0.64558226,-1.4822215,0.3651054,-1.2116385,0.40715465,-1.2336178,0.020088391,-0.45838022,-0.81754136,0.8576553,-1.000917,-0.2662441,-0.15340874,0.5858083,-0.59889096,-0.10072964,1.050204,0.8773654,-0.9674122,-1.5185263,0.01017363,-0.20789969,-1.2266109,0.5007931,0.36239734,-0.51154137,0.6646174,0.36386943,-0.21935187,0.18230459,-0.81507444,-0.5799069,0.5391189,-0.68249094,-0.46879733,-1.2011576,0.50551724,1.5180782,-0.18740717,0.88278556,-0.97180104,0.7651622,-0.2000618,1.620969,0.15379784,-0.35483423,-0.2682963,-0.68667,-0.58207613,-0.72327924,-0.09284509,-0.29637617,-1.1825309,1.3805158,0.11076398,-0.84534967,-0.72137994,-0.31217656,0.87132305,-0.44444656,0.84825355,-0.059209,-0.008377969,0.16458233,0.3080012,-0.60627437,-0.64423877,-0.03020435,0.48157924,1.3020163,0.15135223,-0.13180314,0.057385623,0.4542472,0.1335791,0.06297227,-0.2288341,-0.47188783,-0.4701084,0.8772697,0.4142385,-0.80978507,1.287426,-1.0959088,0.3783879,0.093392774,0.2110295,1.5382193,0.69152987,-0.2150088,-0.032772623,-1.5790257,1.7938954,-0.29709777,0.716347,-0.33398968,-0.3885429,0.4606716,-1.3419559,-0.45654953,-0.25496852,0.18607052,-0.12276003,-0.80940205,0.08369957,-1.3451481,-0.34384677,-0.47011834,1.6871961,0.050311267,0.23671736,-0.5598092,-0.74352926,-1.4527208,0.6329128
JM-1,0.5877323,-0.54002213,-0.35165304,-0.63148904,-0.18641703,0.32122698,-0.064816736,0.018176176,0.09694953,-0.037055813,-0.4722179,-0.18722226,0.013214365,0.02889654,0.54495317,-0.4695918,-0.22929215,0.19153683,-0.10222507,-0.36693895,-0.36095667,-0.23552051,-0.4615999,0.47414878,-0.11592258,-0.33656323,-0.14658879,0.2559351,-0.519744,0.097620845,-0.07115714,-0.3575019,0.1452144,0.32999328,-0.04791711,0.64536655,-0.1793481,0.086175494,0.31769648,0.47594538,-0.11014117,-0.039206084,0.02843837,-0.65893024,0.3725939,-0.38958716,0.50434965,0.04887287,0.60124373,0.03762787,-0.3781181,0.108209394,-0.13953912,-0.18056348,0.54186696,0.12830232,-0.2304253,0.68901056,-0.28605312,-0.0039317347,-0.1032076,-0.18642847,-0.6037211,0.21787223,0.021621466,0.70272255,0.047457114,0.2531092,0.35607252,0.56992644,0.128675,-0.270933,0.05637622,-0.10737263,0.49113053,0.051968876,-0.3628238,0.12207414,0.55796534,0.45740247,-0.6741612,0.39236227,0.011744092,0.013653673,-0.23616412,0.42809665,0.66718554,-0.47654915,-0.15682451,0.15548603,0.1315399,0.23962298,-0.42367634,-0.24642637,0.11889256,0.11795383,0.3827563,0.1338361,-0.005871575,0.4298178,0.27580807,0.014542632,-0.41698045,0.017113037,0.37598294,-0.41582423,-0.09445238,-0.050934702,-0.14729838,-0.3024611,-0.18985307,0.14051257,-0.16698743,0.13144042,-0.46886778,-0.43760067,-0.07242713,0.094680876,-0.24901661,0.28124747,-0.37382674,0.33883792,-0.2517538,0.8234013,-0.19397406,0.012813686,0.037590288,-0.07877496
OVCAR-8,1.1501874,-1.7557545,-0.11488523,-2.213266,0.52599514,0.8988892,-0.52323973,-0.12453301,-0.18846053,-0.14439571,0.5571962,-0.13642195,-0.20183985,-0.6758719,0.7475328,-0.5892984,-0.50275177,0.3880663,0.09155899,0.41639858,-0.6162593,0.23926395,0.3224397,0.18387939,-0.0017871112,-1.198781,-1.0933766,1.1777136,-0.44893104,0.19937408,0.9574615,0.81575614,0.94061893,0.223842,-0.13623041,0.72823244,-0.90803415,-0.16630666,0.41398528,1.2620965,-0.6788397,-0.6991195,0.54656076,-0.21598855,0.28541106,-1.3519119,1.057773,-0.34302795,0.024891596,-0.50035363,0.3247081,0.31841928,0.35889027,0.567897,0.51387453,-0.19344768,-0.10102267,-0.041938294,0.5793294,-1.4327053,-1.1549358,-0.25891638,-0.5131906,-0.24721183,-1.3312497,-0.15213127,-1.3621428,-0.5170492,0.43989387,0.40151486,0.28191045,0.03969419,1.1411743,0.23165254,0.197331,1.2976376,0.2531662,0.3244017,0.72041017,0.5469771,-0.9645801,0.44919115,-0.38046974,-0.05200661,-0.9963827,0.82161814,1.0559541,-1.2319789,0.518149,1.2202364,-0.6851185,0.3826131,0.026809,0.3091097,1.2826102,-0.32121605,0.16072989,-1.2159475,0.14952806,0.6916222,-1.6477087,-0.44868186,0.03354702,-1.192939,1.0197208,0.011468148,-0.8861806,-1.1862086,1.0119095,-0.3336839,0.5395868,-0.1736331,0.7769686,0.5386684,0.10546499,0.7623302,0.37878332,-0.21927789,0.9443435,-0.041375138,-0.008531889,-0.3596255,-0.6249439,0.11119651,0.4637858,-0.87349814,-1.1028802,-0.43539497
C32 [Human melanoma],0.36020175,0.118862174,0.037998818,-0.21181725,-0.08364773,-0.1828256,-0.47431463,0.1611861,0.51203734,0.06199821,-0.22679733,-0.023381948,0.30671138,0.15649034,0.3144441,-0.095562436,-0.026646912,0.2644629,-0.07911605,0.122460686,-0.33914447,-0.036482994,-0.01767239,0.2450681,0.22935821,-0.61299026,1.1285721,0.94564986,-0.02081797,0.048244193,-0.13514069,-0.28015444,-0.4097557,0.0480758,-0.5296861,-0.07146537,-0.28125656,0.17916238,0.1389817,-0.52470714,-0.12724389,-0.45833135,0.07343682,-0.6745045,0.88509285,-0.3570846,0.087908715,0.6858553,0.27147064,0.25012454,-0.40537024,0.5020395,-0.45601574,0.032526672,-0.38838333,-0.19820243,-0.2965783,0.6515549,-0.060495302,0.5709048,-0.03414625,0.32741785,-0.49004403,-0.5181724,-0.64381117,0.18918194,0.13959032,0.58891845,0.20370226,0.42005342,-0.14937285,-0.63969946,-0.7479067,0.7478405,1.0852932,0.42800784,0.41929317,1.1343261,0.14449057,0.31474864,-1.2506936,-0.29041564,0.9854784,-0.14258428,-0.46046808,1.0684536,0.9567091,-0.42992315,0.90981627,0.7416991,0.3314661,-0.3501616,-0.5898404,0.019461934,0.21009451,0.48321235,0.4802084,-0.31579095,-0.99689484,0.23210345,0.18237452,-0.047388077,-0.32495403,0.2925835,0.10107283,0.31350493,0.025654862,-0.69241077,-0.22294295,-0.76830703,0.038879283,-0.055030145,-0.27676508,0.46408907,-0.48818702,-0.52138555,0.21713923,0.48399898,-0.1273728,-0.113430165,-0.21934137,0.51978505,-0.466811,1.016394,0.12877962,0.23727888,-0.20433141,0.20300776
SNU-1196,0.4115046,-0.4479694,-0.6834408,-0.15627798,-0.022470376,0.25291514,-0.029274574,-0.018206872,-0.1924161,0.17442085,-0.6127617,-0.040156007,-0.23007838,0.008025495,0.4201997,-0.2023732,-0.26565593,0.3203496,-0.28953812,-0.3890774,-0.094984576,-0.20152563,0.03555351,0.3850478,0.010610994,-0.038666427,-0.2242838,-0.11082749,-0.39011672,0.17897896,0.031635582,-0.1455508,-0.084143505,0.14862382,0.07287537,0.36690423,-0.20165761,0.036097698,0.2828693,-0.021732803,0.19613007,0.020319484,0.051762205,-0.5246883,0.1016169,0.065365724,0.066856064,0.029142657,0.33663926,-0.009133924,0.1243504,-0.010963497,-0.19442785,-0.039853834,0.40364012,-0.1725035,-0.18379639,0.37988302,0.012447918,0.07203924,-0.28342825,-0.34658715,-0.5993974,0.12624012,0.04982224,0.2820888,0.17395149,0.029132228,-0.10238469,0.026564408,0.21862924,0.077978164,-0.015738508,-0.33350274,0.10553581,-0.18689805,-0.26756647,-0.0929788,-0.1185606,0.25156033,-0.5954942,0.42531043,0.13252586,-0.16771795,-0.27473477,0.34374535,0.45995817,-0.28422078,-0.24660625,-0.09157384,-0.11012817,0.2090937,-0.26640868,0.054290522,-0.010035833,0.034270782,-0.006448034,0.17487845,-0.0601008,0.32358152,0.43462014,0.17738187,-0.3535162,0.15423352,0.25336152,-0.36453265,0.02567207,-0.014900887,0.05807721,-0.2245729,0.13945268,-0.0743524,-0.31771827,-0.12670736,-0.09266005,-0.401567,-0.07588846,-0.018363278,-0.2239829,0.20589936,-0.260728,0.25569135,-0.22742316,0.6359923,-0.3691188,0.048759878,-0.24693123,-0.28107333
RS-5,0.5780431,-0.5545512,-0.43839395,-0.5923569,-0.15307762,0.29355457,-0.15874173,0.015929567,0.1013751,-0.035104055,-0.50515914,-0.17128359,0.06969786,-0.079851136,0.53143626,-0.43698412,-0.23603122,0.1963787,-0.12667543,-0.35339683,-0.24598363,-0.22542942,-0.47458017,0.4867094,-0.12957658,-0.30299157,-0.14413868,0.18577006,-0.507866,0.17362583,-0.04427024,-0.3634187,0.13182756,0.3252462,-0.074258804,0.66205025,-0.17186347,0.15692775,0.30872858,0.46925828,-0.017229967,-0.15538198,0.07821042,-0.67450684,0.332953,-0.41281277,0.49940392,0.10300221,0.6023682,0.037945528,-0.33968672,0.11338716,-0.32905817,0.0893962,0.54551256,0.008877873,-0.04828933,0.6938245,-0.2817795,-0.062136196,-0.09581403,-0.07857138,-0.5577317,0.24271616,0.028338,0.6390223,0.07625577,0.24910429,0.32699686,0.50652665,-0.012277089,-0.20048949,0.07375508,-0.10017374,0.51261,0.10008838,-0.346261,0.07869114,0.6058148,0.25279158,-0.6473372,0.41944882,0.08240219,-0.11497368,-0.22235219,0.45238608,0.6591702,-0.42042804,-0.16111428,0.18871301,0.1423824,0.2604902,-0.4161853,-0.11353905,0.17581984,0.15189798,0.30124795,0.03176561,0.004090332,0.094493866,0.22833309,0.12754911,-0.43362615,0.05606762,0.39876083,-0.47405332,-0.10767363,-0.046768866,-0.13056712,-0.29459447,-0.017012522,0.13554132,-0.17475174,0.121018775,-0.50249493,-0.42903894,-0.024009917,0.12186398,-0.28321248,0.286647,-0.37391475,0.449345,-0.24547802,0.84802675,-0.25070637,0.009216949,0.04403414,-0.10723292
JHUEM-1,0.9230956,0.3245833,1.7567437,-1.0290867,-0.082100764,0.8230971,-0.7397434,1.2743673,0.6651028,-0.5344893,-0.51491123,0.11059073,1.0173398,-1.0393016,-1.3960532,0.26118618,-1.0863544,0.25042084,-0.40210193,0.5326984,-0.6764729,-0.4972441,-0.25466025,-1.5921336,-0.9716062,-0.7483664,0.91428477,-0.43443796,0.29210168,0.3160318,0.57929367,-1.4394807,-0.8591474,0.105840795,-0.35398364,-0.26351857,1.0017993,1.0581206,-0.39699778,0.48127416,0.062413953,-0.52823174,-0.12628533,-0.68218887,0.9904094,-1.0735784,-0.005959187,0.578204,-0.026977442,1.9792461,0.49029973,-0.044907797,-0.004995346,0.1306093,0.073580615,-0.39813069,1.5450071,0.49878943,-0.83541894,0.3909366,0.736063,-0.13487378,-0.8598775,-0.40595242,-0.834694,-0.393425,1.2051454,0.2683643,-0.93910265,0.88233984,-1.20501,-0.3492266,-0.08863671,1.8687546,0.9528177,1.1962664,-0.24894443,0.62238294,1.1480225,-0.34459084,-0.9195505,0.4280035,1.5986782,-0.11918492,-0.046897933,-0.22785375,0.52561873,-0.23079203,-0.21392474,1.012405,0.94171107,0.23419604,0.23311634,-1.4239442,-0.6345006,0.601755,0.4265576,-0.29364124,0.6016127,-0.90098166,-0.11482264,-0.20316032,0.22989964,-0.53434193,-1.4581592,0.77838856,-1.2025754,0.84227973,-0.76383525,-1.896082,-0.76273704,-0.850572,-0.12473738,1.1622053,-1.1600486,-0.74468225,0.22507706,1.0633231,-0.4706753,-0.48489338,-1.3185047,1.2704614,0.3538763,1.0413674,0.87340254,-0.0930063,-0.19211091,1.7204112
DEL,0.4564067,-0.4538579,-0.68290484,-0.16083245,0.016282143,0.2664791,-0.025372341,-0.027750816,-0.19561091,0.15189958,-0.61287904,-0.19903728,-0.22645272,0.0533605,0.4333856,-0.2023084,-0.23917407,0.26452598,-0.29127648,-0.39222828,-0.16463432,-0.20766668,0.17647658,0.3970773,0.121441975,-0.049923055,-0.22303528,-0.11849711,-0.38774583,0.17203547,-0.019307995,-0.11724008,-0.14783256,0.14921978,0.08847218,0.36483037,-0.21127912,0.06097659,0.25393978,-0.018802209,0.24705008,-0.095879,0.040614165,-0.5048554,0.09876602,0.06722541,0.09373874,-0.008963339,0.33761013,-0.015053993,0.17421688,-0.030049175,-0.07643319,-0.12615411,0.4891422,-0.0435981,-0.19742931,0.36619315,0.010513461,0.0716366,-0.34077746,-0.35368842,-0.5815298,0.21460894,0.10815616,0.13436642,0.21011198,0.01414123,-0.11339559,0.022202313,0.13367961,0.09433462,0.02724696,-0.31259182,0.09308192,-0.19469376,-0.28054675,-0.120838575,-0.11782855,0.18386318,-0.57260865,0.49011475,0.084769435,-0.19323547,-0.27986044,0.25325406,0.4359235,-0.30747187,-0.22756144,0.043490283,-0.14408164,0.18007866,-0.26640603,0.094988674,-0.015811972,0.12100196,-0.005997833,0.21586686,-0.09568274,0.42382118,0.41032362,0.16595669,-0.3045862,0.30243045,0.25268453,-0.34837168,0.13964649,-0.01797158,0.06462012,-0.23797147,0.15704156,-0.011551218,-0.35021317,-0.09047799,-0.09428832,-0.4270821,-0.16601792,0.024549022,-0.19793457,0.20637785,-0.23316225,0.1855212,-0.2569964,0.67705035,-0.22146301,0.05743979,-0.27651796,-0.35451484
1321N1,0.39808738,-0.41337216,-0.6833685,-0.1321553,-0.02728015,0.25589556,-0.071071275,-0.0030411892,-0.19367872,0.083228156,-0.61324155,-0.083800495,-0.17564327,-0.024921168,0.44179454,-0.20205,-0.25810957,0.21875289,-0.2911863,-0.3139904,-0.1866177,-0.26362386,0.06687035,0.3796647,-0.045880876,-0.044856258,-0.25849673,-0.1244984,-0.3841561,0.20960233,0.002792425,-0.16769391,-0.1465322,0.14812966,0.07874934,0.373075,-0.17784683,-0.09149262,0.27673608,-0.017029664,0.115271226,0.0034424309,0.029158104,-0.5255247,0.105028935,0.08268861,0.23755467,0.026045263,0.3373765,-0.021124015,0.117232904,0.021850143,-0.12966761,0.06878123,0.43876547,-0.011314621,-0.20363948,0.33930752,0.0102515835,0.07284377,-0.33261544,-0.42195585,-0.5638267,0.16838348,0.18430084,0.24100919,0.14762017,0.074220896,-0.12053758,0.02735269,0.24707255,0.07981175,-0.0056125596,-0.2817369,0.10564311,-0.2045587,-0.28948748,-0.10976835,-0.11739385,0.28770906,-0.56911725,0.46846405,0.1090039,-0.14873074,-0.28025946,0.4601173,0.43784082,-0.29580367,-0.23018163,-0.08113513,-0.116554245,0.25672835,-0.2664045,0.13715482,-0.01745758,0.08380179,0.12209886,0.19745281,-0.10085592,0.38794628,0.4318503,0.1485785,-0.29163793,0.1787119,0.25498757,-0.38830617,0.16210562,-0.002926832,0.121317506,-0.25240526,0.10904324,0.010627016,-0.36861247,-0.10147135,-0.116947055,-0.36129832,-0.1605581,0.004958179,-0.17856467,0.21030149,-0.18684307,0.15521505,-0.24107212,0.58194375,-0.30213237,0.014439499,-0.21501453,-0.42497012
