,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123
LN-229,-0.09754673,0.382244,0.10162506,0.09520939,0.19258207,0.044332948,0.23592128,0.16416322,0.2915717,0.33829552,-0.32200822,-0.0859828,0.087635405,0.08195258,-0.14858846,-0.51388747,0.20408379,-0.0068075433,-0.15533581,0.07853457,0.19103877,0.05736191,0.14571454,0.18653654,0.04540639,-0.3560911,0.1744499,-0.04987347,-0.047118075,0.22849177,0.60463387,-0.14276472,-0.39874524,0.2555363,-0.20890823,-0.29329672,-0.14194301,-0.22544588,0.2571444,0.044872012,-0.45844984,0.31307805,0.03892503,-0.20674363,-0.026448682,-0.32418343,0.22793305,-0.4368134,0.28077883,-0.24777003,0.09682146,-0.064577855,0.08034554,0.05597538,0.18678555,0.030576333,0.19211285,0.11678828,-0.42115152,-0.41872534,-0.21115786,-0.56082124,-0.06745922,0.121059306,0.092309594,0.027380193,0.16520785,0.34648186,0.10002075,-0.44887596,-0.5997093,0.28899428,-0.4436728,0.35932893,0.023946367,-0.06831989,-0.48637825,-0.11622433,-0.1468512,0.3874501,-0.18067127,0.18434106,-0.7213813,0.07326689,0.46478057,-0.54645705,-0.37461933,-0.046846468,0.16283292,-0.33356485,-0.40078276,0.2722242,-0.25699165,0.15911639,-0.08341375,-0.28469303,0.52248114,0.057414964,0.85095096,-0.20919421,-0.25210118,-0.40230632,-0.29279292,-0.19226293,0.16124225,-0.3049304,-0.123266585,-0.1609765,-0.16025403,-0.08881675,0.13477701,-0.1715962,0.10751786,-0.01592678,-0.3237535,-0.28441665,0.27499613,0.12681332,0.17116226,-0.28458294,0.14899231,0.13225044,-0.030195192,-0.20181842
SCaBER,-0.38131872,0.95205265,0.0113025755,-1.3349813,-0.41713238,0.47384185,0.49520916,-0.086398505,0.009135796,-0.6674623,-0.22658545,-0.047466937,-0.8041952,0.26687413,0.49712974,-0.97229624,-0.17453365,-0.21621783,-0.5284795,-0.9278837,0.26655573,-1.0935571,0.90562016,0.50539815,-0.46303034,0.11251599,0.17976941,0.74478316,0.18781848,0.6890443,0.8427392,-0.2046832,-1.086947,0.27248546,-0.5528606,-1.8523355,0.23018937,-0.13806225,0.35949162,0.8634442,0.54121864,-1.2111843,-0.29522657,1.2358944,-0.07068224,0.45754215,0.5862838,-0.25036252,0.8814638,-0.54236275,-0.048225004,0.3630796,-0.6337337,-0.6934491,-0.46943256,0.17644945,-0.6491271,-0.03908381,-0.24558817,0.2938541,-0.9578547,-0.5796372,0.34624007,-0.4355563,-0.3092047,0.34217185,-0.5231693,0.40513805,0.30792493,-0.6895899,-0.30541787,-0.92310715,0.29718742,-0.029977493,-0.9558409,-0.54349524,0.051168587,-0.3552328,0.13493086,0.3472144,0.40016094,-1.297135,1.1498712,0.32774135,-0.30845988,-1.5865996,0.2593452,0.8505669,-0.98209137,-0.4096391,0.8628362,-0.72026056,1.0682039,1.181596,-1.15012,0.4372399,-0.04426054,-0.89437777,-0.08779003,0.06400047,0.63456136,0.093064725,-0.62904865,0.23762812,0.084319785,-0.2507341,0.35912338,0.7857737,0.35376903,-0.44696057,-0.45591408,-0.7401562,0.28830984,-0.19272897,-0.2838175,-0.35361034,-0.8554333,0.093311,-1.316487,1.4001375,0.68828917,-0.94260824,0.112111494,-0.3707939
HCC1937,-0.40808788,0.65394986,0.20410432,-1.5449444,0.031042643,-0.039386306,0.19720393,-0.094993874,-0.3212381,-0.4881791,0.3034861,0.22896227,-0.13713856,-0.19114882,0.4008571,-0.84922224,-0.28396893,-0.35332543,-0.120056845,-0.56983715,0.03584872,-0.8337232,0.59113663,0.4108181,-0.24208522,0.030802676,0.16332039,0.5754165,-0.012244331,0.62484306,0.55679286,-0.11107671,-0.7536323,0.39927608,-0.4526292,-1.3088712,0.3481713,-0.034856558,-0.06366613,0.7984663,0.7316737,-0.82743657,-0.17738956,1.0563582,0.05021167,0.29970023,0.44689238,-0.08979215,1.0240637,-0.47608054,0.046247084,0.13707209,-0.7589026,-0.4044702,-0.23622814,-0.3189355,-0.54685867,0.37662655,-0.28413185,0.47633636,-0.6658154,-0.15063284,-0.11164275,-0.28385404,-0.062220532,0.4849155,-0.27382213,0.20459291,0.14363252,-0.20894863,-0.2873037,-0.59005874,0.63026357,-0.4046312,-0.7597349,-0.27021447,0.19060507,-0.3207861,-0.05481133,0.3086434,0.29261446,-1.1157125,1.0800525,0.16564742,-0.22987264,-1.1187214,-0.06179666,0.76860964,-1.1083829,-0.16174188,0.4997898,-0.71099997,0.878999,0.9311466,-0.7127402,0.1476923,-0.42421666,-0.5569104,-0.32756868,0.041122425,0.52851963,0.2648118,-0.47389564,-0.07968779,0.21082331,-0.46995956,-0.0704215,0.5080262,0.18708616,-0.22189294,-0.32537058,-1.076143,-0.016317701,-0.16391782,-0.24290621,-0.33709925,-0.64018935,-0.3443144,-1.2790058,1.7757225,0.74022174,-0.75801045,0.2366818,-0.17550668
Hs 939.T,0.21728304,0.29453206,-0.07245266,0.21293126,0.27523515,0.20986867,0.2296015,0.2274152,0.51876944,0.48202574,-0.36971983,-0.44535965,-0.056159936,0.17196023,-0.44196972,-0.6015382,0.13635257,0.27642852,-0.33235294,0.49612802,0.26262093,0.054007612,0.5103321,0.16201176,0.4356288,-0.45223257,0.35733777,0.12184356,-0.38721302,0.334213,0.5288139,-0.42753,-0.8771531,0.31554213,-0.535542,-0.2850902,-0.6078589,-0.05750841,0.3534389,-0.40969902,-0.44660527,0.8009496,0.2344181,-0.2899474,-0.13743381,-0.27867612,0.026348576,-0.64512986,0.26152298,-0.029972378,0.18846637,0.07794161,0.12579593,0.19268616,0.32176822,0.10853795,0.62351465,0.30888754,-0.42175588,-0.907621,-0.1277475,-0.5741162,-0.2937743,0.110107295,-0.13082753,0.06761845,0.49115998,0.15164955,0.36351985,-0.55996615,-0.4406817,0.4035509,-0.27120814,0.40488625,0.115220465,-0.16065732,-0.6969104,-0.60212064,-0.31245053,0.21065572,-0.10053353,0.3850969,-0.69451433,0.0014526471,0.5311849,-0.6120693,-0.845465,-0.68071914,0.12633789,-0.25154117,-0.7706032,0.08518873,-0.30974412,-0.18245408,0.15328185,-0.11422645,0.60135466,0.17513937,1.2135828,-0.18855387,0.0035908807,-0.618865,-0.20235464,-0.31936616,-0.11527014,-0.63447654,-0.35198885,-0.26411155,-0.00011766795,0.20370285,0.3192935,-0.22969998,0.032547113,0.42503697,-0.6222503,-0.0074931644,0.42164603,-0.068067834,0.36377555,-0.7122841,0.044886637,-0.04322579,0.25806302,-0.31364673
KALS-1,0.13226406,0.72959375,0.17919526,0.1581149,0.43610987,0.6361953,0.39971787,0.23395607,0.22924827,0.49083698,-0.7040282,-0.50092036,0.56283826,0.26607364,-0.29074407,-0.717349,0.40819004,0.2927128,-0.2696485,0.10750426,0.5019178,0.747085,0.61087024,0.23304057,0.21550012,-0.94164103,0.26878035,0.15048012,-0.652973,0.14702812,0.79027975,-0.676706,-0.7225912,0.24655825,-0.7392532,-0.33336973,-0.6384945,-0.3245811,0.72878397,-0.19426525,-1.0400681,0.5675456,0.13452432,-0.77957153,0.041193027,-0.48324206,-0.026900116,-0.352091,0.67294365,-0.2245024,0.0942247,0.26487976,0.20647478,0.27898306,0.4950536,-0.11481204,0.3567104,0.12503019,0.021368189,-1.0403804,-0.39557958,-0.73626804,0.08708723,-0.16625562,0.48371336,0.18775453,0.3836427,0.22491308,-0.0073290356,-0.49552816,-1.0963231,0.33915696,-0.53207386,0.527901,0.1934091,-0.31638736,-0.9084673,-0.01670949,-0.12405858,0.33026835,0.10181374,0.36889488,-1.2170663,-0.35188046,0.8327975,-0.59977883,-0.5273031,-0.07337651,0.45692763,-0.6824585,-0.9165332,0.5789315,-0.9960484,0.32423028,-0.07878353,-0.29061514,0.97521526,0.3055852,1.1406068,-0.3321227,-0.4470862,-0.8898711,0.0074950056,-0.17595337,-0.3061675,-0.37675962,-0.20361343,-0.6323116,-0.33001715,0.15285462,0.02638385,-0.6944165,0.25214142,0.28989315,-0.080531016,-0.104665965,0.3260388,0.23894185,0.66017306,-0.6203663,-0.19471672,0.68036896,0.14110786,-0.21439184
OUMS-23,-0.0024607629,0.5417846,-0.15109491,-0.50085866,-0.27251062,0.28183433,-0.18386088,-0.15552677,0.15642731,0.039615378,-0.20952627,0.124693975,-0.58482605,0.11872868,-0.14811395,-0.003297273,-0.06332922,0.17401056,0.25312132,-0.31809318,0.23081835,-0.14526175,0.45786542,-0.38735354,0.42206013,0.2947354,0.25276637,0.28483874,-0.23252119,0.068382934,-0.13721365,0.15706764,-0.79483724,0.44091135,-0.088950366,-0.079225615,0.16523658,0.27496,-0.21136682,0.17501622,0.7798344,-0.14296177,0.30543107,0.34131584,0.33619907,-0.40169132,0.24446152,0.23599818,0.9992576,0.21992362,0.318614,0.15737577,-0.4944285,-0.20583797,0.049731374,-0.333788,0.34548107,0.18866284,0.5887647,0.3398591,-0.34886158,-0.3265579,-0.48837253,0.0425831,-0.30715257,0.12974161,0.08164108,0.34598175,-0.6697251,0.06630175,-0.053279553,-0.4013302,0.7113772,-0.34524733,0.22540505,-0.5738816,-0.09361217,-0.80555475,-0.24333754,0.30960262,-0.037890073,-0.4162863,0.8535621,0.035120588,-0.31361938,-0.2228486,0.0058326535,0.7240867,-0.19759732,-0.06734653,0.09593756,-0.36352038,0.26710427,0.41996747,0.020625127,0.26572397,-0.15282395,-0.48267668,0.033605713,0.45873308,0.21100007,0.47460604,-0.10574025,-0.29589626,-0.4593611,-0.6857427,-0.40168682,-0.16351357,0.21848233,0.17361772,-0.3636905,-0.36715508,0.08347837,-0.37902838,-0.17519021,0.07964341,-0.47199664,-0.34058225,-0.6494477,0.68749636,-0.096130416,0.34288207,0.74632263,-0.33729964
SNU-761,-0.11631565,1.0807904,-0.596855,-0.3626684,-0.04319846,0.26315117,0.015490725,0.033653967,0.00045043044,-0.19978185,-0.5545595,-0.30982384,-0.26626602,-0.20045897,-0.30017516,0.23294258,-0.083082445,0.3924367,0.5007587,-0.5413166,0.21366183,0.0503235,0.58313763,0.1753493,-0.22049934,0.050527684,0.0041750036,0.1740626,0.33615533,0.7646056,-0.074175104,-0.29817235,-0.77822715,0.40582994,0.11463559,-0.2467769,0.04012956,-0.23518623,0.10619499,-0.06791596,-0.008919276,-0.11704218,-0.3285811,0.10763658,0.41424203,-0.036426894,0.53760463,0.22514494,1.044751,0.3121175,0.39374822,0.110369846,-0.60941243,-0.19753224,0.48367506,-0.097753026,0.896617,0.004586324,0.2804028,-0.9644312,-1.0225056,-0.93090165,0.14564244,-0.77374905,-0.17631823,0.35433793,-0.3237999,-0.35335806,0.23495613,-0.4664228,-1.0248864,-0.6833326,-0.08653342,0.32417423,0.10091218,-0.49891943,-0.7152255,-0.5301665,0.08780552,0.21943407,0.015230658,-0.64062846,-0.022001555,0.10864629,0.25088096,-0.50998235,-0.30360126,0.7575035,0.15313217,-0.27242926,-0.2506193,-0.26049882,0.06434879,0.48500744,-0.098178536,0.2498764,0.51761395,-0.099317916,0.3417356,0.16630502,0.41601732,-0.9210999,0.19684243,-0.23489168,-0.15719427,-0.095633656,-0.19811904,0.2507669,-0.15022832,-0.098280326,-0.20873174,-0.07344886,1.1743912,0.54013866,-0.11626243,0.56298023,-0.56232995,-0.28143537,0.19784975,-0.11802983,-0.30117404,0.1893193,0.17191763,-0.42283833
TC-32,0.22999375,0.42853925,0.012879781,0.279951,0.026159123,0.24471448,-0.1759164,0.18866333,0.4599718,0.7210205,-0.5713184,-0.20344567,0.011631557,-0.42744353,-0.5991634,0.20355716,-0.10363112,-0.054815616,0.57699025,0.11721015,0.12653145,-0.06335208,0.6051185,-0.14445312,0.56165147,0.41166744,-0.3052146,-0.1093135,-0.46175385,-0.23610009,0.042765316,-0.19313577,-0.6462555,0.10425747,0.0589327,0.82781804,-0.7695851,0.36187443,-0.12240731,-0.46807152,-0.017409917,0.483862,0.29301,-1.0756515,-0.4058863,-0.19962013,-0.33140212,0.2778193,0.31806514,0.063113436,0.70426196,0.43283445,-0.42343178,-0.20551112,0.6109034,-0.047788717,0.6090087,-0.33780193,0.8743263,-0.1958308,-0.465309,-0.47025898,-0.10156133,0.35791954,-0.37477148,0.11969722,0.47273827,-0.22170267,-0.36884832,-0.22395466,0.29564416,-0.037096184,0.3634652,-0.05871609,0.18863572,-0.3622749,-0.0069185123,-0.98678577,-0.32553214,0.09014459,-0.2220453,0.6618376,-0.5293122,-0.09254964,0.42388618,0.13813975,-0.37357777,-0.17893493,0.66219777,0.11460055,-0.028587252,0.2798546,0.13056777,-0.49130002,0.093358524,0.45236832,0.27275133,0.35589033,1.0348029,-0.1646249,0.27926573,-0.44177955,0.36240405,-0.61615276,-0.5141187,-0.7075713,-0.4003386,-0.37530276,-0.37886608,0.08997982,-0.33143562,-0.36664093,-0.045278754,0.46448305,0.024221182,-0.27605277,0.21818177,-0.314116,0.34628585,-1.0552396,-0.32706904,0.30232415,0.06106882,-0.57327735
MDST8,0.24852827,0.2631391,0.2136856,0.14021814,0.2145831,0.55165166,0.6685214,0.11314624,0.23560824,0.24840513,-0.55485576,-0.51860225,0.1475288,0.26800138,-0.16540425,-0.7512889,0.3303546,-0.12278864,-0.18525141,0.3334532,0.089241266,0.39856037,0.5087171,0.45959,0.10385919,-0.81898195,0.5438551,0.059119567,-0.5188632,0.2168447,0.6571008,-0.49762768,-0.7256646,0.036442168,-0.7406416,-0.37561268,-0.45280564,-0.28993228,0.61090326,-0.23959585,-0.6934577,0.6229607,0.13150263,-0.6250737,-0.009128731,-0.0011534989,-0.046336833,-0.5881212,0.5652386,-0.19599834,0.11236232,0.037028074,0.18473953,-0.23660243,-0.07696357,-0.11817129,0.39271575,0.22270389,-0.016200533,-0.5371276,-0.32336342,-0.4549884,0.27153558,-0.1201062,0.2004266,0.20124352,0.30235842,0.0015226603,0.3848433,-0.5143549,-0.30804533,0.30115768,-0.4241316,0.32599217,0.29683065,-0.251024,-0.6716986,-0.35415033,0.073357195,-0.17951371,0.050128195,0.31908506,-0.9538445,-0.107193395,0.50321877,-0.57108325,-0.5520186,-0.4759075,0.3545296,-0.3375009,-0.41941145,0.21715108,-0.73716956,0.35980532,0.05004707,-0.28018382,0.8882114,0.035975207,1.0573711,-0.3326412,-0.043466717,-0.70843565,0.12505281,-0.072826535,-0.15857598,-0.27638224,-0.1866399,-0.33871815,-0.415786,-0.13324976,0.4826694,-0.06760998,0.10232594,0.1616265,-0.3452723,0.008353759,0.34525695,0.10672465,0.6027526,-0.6131605,0.0015431009,0.1923205,-0.04069558,0.028487263
NCI-H2052,0.15520166,0.5733071,-0.073451445,0.0142147355,0.47925684,0.6998359,0.3201674,0.033633202,0.23943068,0.27289137,-0.6832975,-0.19803269,0.20354119,0.3292435,0.11558674,-0.5620968,0.51944554,0.12318887,-0.24734706,0.24432397,0.38041854,0.5078765,0.58606255,0.21448168,0.15752712,-1.1572663,0.23854746,-0.05840628,-0.4394397,0.3504908,0.96537024,-0.4951257,-0.8288236,0.54273784,-0.7905535,-0.62614787,-0.7789484,-0.22299853,0.6505795,-0.4868322,-0.7174239,0.639585,0.31875727,-0.89087015,-0.17093153,-0.43150607,0.1886237,-0.588071,0.92217535,-0.27682823,0.19908552,0.23521887,0.025781326,0.09006558,0.18408069,-0.16576615,0.5953693,0.4626488,0.13999906,-0.89550954,-0.81281155,-0.5086061,0.028133653,-0.5028339,0.09470512,0.3306083,-0.024558809,-0.03303537,0.56597704,-0.9684507,-0.80828625,0.31332028,0.040748693,0.43705064,0.21110967,-0.43434343,-1.006337,-0.3371295,0.07248559,0.43379086,-0.1564683,0.21308409,-0.86699927,-0.06961194,0.37696093,-0.5978541,-0.39594275,-0.3095821,0.454748,-0.7317661,-0.7213206,0.72474277,-0.7960243,0.40655568,-0.17655838,-0.15249798,1.0276806,0.04378243,1.3500384,-0.2748144,-0.11583571,-1.0026776,-0.04361797,-0.072274625,-0.5430174,-0.19630656,-0.15320241,-0.729735,-0.36012864,0.3256028,0.22496054,-0.58114076,0.22630562,0.47357503,-0.22200733,0.18629006,0.27395236,-0.044027552,0.34228843,-0.42349735,-0.39436162,0.51882523,-0.2910896,-0.3134812
COV318,0.17052379,0.17794625,0.024609633,0.4786389,0.019529145,0.504259,0.18562543,-0.065871805,0.09120795,0.10072342,-0.5716043,0.07276891,0.13418409,0.32367247,-0.28211758,-0.188382,0.07566139,0.23199944,-0.113212846,0.11062682,0.19150576,0.1761763,0.20342697,0.3434305,0.10783488,-0.29260266,-0.079123005,-0.20236945,-0.44023067,0.011713006,0.47782326,-0.47873014,-0.31084588,-0.04753288,-0.41235632,0.21929622,-0.03068528,-0.03927935,0.15451469,-0.12686518,-0.60129786,0.24116136,0.023603104,-0.35152924,-0.09242706,0.13331544,-0.103752375,-0.36055368,-0.0063018547,-0.02043992,0.25516182,0.12298403,0.21605921,0.07852602,0.039935194,-0.1273014,0.0413075,0.10740696,0.1890936,-0.5389475,-0.13842505,-0.46837232,-0.19268394,-0.007860303,0.08777146,0.20917852,0.21946366,-0.027699884,-0.1672969,-0.0051547512,-0.17360812,0.23431702,-0.19645643,0.39797205,0.26808476,-0.2910019,-0.4137147,-0.14971486,-0.27362046,0.2658573,-0.06676297,0.03869887,-0.590126,-0.19104236,0.35867232,-0.31510392,-0.25934014,-0.26656747,0.29980296,-0.20301759,-0.028163541,0.08434764,-0.5434296,-0.070406996,-0.17229137,0.07055089,0.14171827,-0.10909391,0.30408233,-0.27951267,0.10318898,-0.19126394,-0.217906,0.1697003,0.063759774,-0.44102445,0.080709934,-0.30504486,-0.21697658,-0.21724527,-0.2347617,-0.3388615,0.04843362,-0.15913971,0.15624562,-0.07630029,0.39267516,0.21301264,0.26088297,-0.012852151,0.11672394,-0.02105437,0.22860222,-0.12081179
ACHN,-0.09558532,0.23925783,-0.49055335,-0.099122375,0.11229391,0.25748265,0.111950144,-0.30436608,-0.118624225,-0.28642493,-0.49971807,-0.13427141,-0.12826234,0.07465589,0.04169197,0.11436644,0.0014942049,0.20920558,0.083170265,-0.15995783,0.3727399,0.5504358,0.5741022,0.26185188,-0.10576604,-0.593555,-0.06750542,0.06125886,0.2457923,0.3858531,0.51013666,0.06730518,-0.7777555,0.42361578,-0.0777245,-0.5357574,0.3967722,-0.16807964,0.56891847,-0.2389041,-0.29184926,0.11908549,-0.14523101,-0.27263594,-0.35190913,-0.04337844,0.1512003,-0.50652975,0.8110416,-0.11910674,-0.15150613,0.052902594,-0.26121247,-0.058476392,0.20877862,-0.035162255,0.47909555,0.28299123,0.27444226,-0.7725058,-0.91837317,-0.51274043,0.29686877,-0.5342295,0.117455766,0.3185054,-0.07959291,-0.4569781,-0.14123474,-0.858414,-0.5412494,-0.3833505,-0.17174836,0.23122783,0.1558808,-0.19790435,-0.5137254,-0.6198962,0.020911833,0.28438836,0.04971612,-0.4222764,-0.033188105,0.117973685,-0.013742946,-0.4754402,-0.094840825,0.38301384,0.049018137,-0.62489873,-0.2768769,-0.031675257,-0.31121564,0.39404497,-0.11944716,0.027072811,0.7680702,-0.59044623,0.30238563,-0.21764314,-0.10356293,-0.85613555,0.060963564,-0.24047181,-0.15910286,-0.026718616,0.08724822,-0.29756838,-0.5733101,-0.40287715,0.08699052,-0.1656079,0.6534135,0.68088293,-0.094619215,0.3280866,-0.19403042,0.06585398,0.219736,-0.20712651,-0.009573121,-0.17646267,-0.008430574,-0.31010044
HuP-T4,-0.13581763,0.17012043,0.30819872,-2.1002064,0.2948792,-0.05172264,0.7427713,-0.18052235,-0.3397994,-0.6716012,0.23301557,0.10012047,-0.30216256,-0.13225499,0.31084183,-0.9319627,-0.49790782,-0.47497708,-0.13296169,-0.848243,-0.33208603,-0.7473656,0.89370257,0.60821563,-0.35116458,-0.2790273,0.42594177,0.7031639,-0.009194234,0.73051894,0.20384468,0.049840573,-0.7139364,0.32990322,-0.8295065,-1.7809057,0.6364843,-0.124255,0.23708081,0.8566653,0.66306424,-1.0627211,-0.5481695,0.90304774,0.17435297,0.47968808,0.4132987,-0.26188016,1.190783,-0.78737605,-0.12782197,-0.0012315661,-0.46058366,-0.27757806,-0.4266248,-0.4443179,-0.5667868,0.7173501,-0.6994936,0.7948237,-0.7984262,-0.010764401,-0.121687025,-0.33474466,0.31175113,0.46743935,-0.20981729,-0.06267665,0.10566947,-0.08072747,-0.32069045,-0.53811693,0.66395223,-0.551432,-0.9500614,-0.07103773,-0.14262328,-0.41228056,0.026875218,0.45433387,0.2550627,-1.025561,1.2198923,0.21723996,-0.47860128,-1.469503,-0.22479841,0.59535587,-1.39578,-0.29057142,0.93160987,-0.8524494,1.0524057,1.0682422,-0.5220184,-0.14416777,-0.71131843,-1.012511,-0.13072214,-0.047403697,0.500417,0.47601822,-0.38380983,0.06753066,0.4604917,-0.8689399,-0.30311403,0.7761743,0.1264083,-0.34700966,0.112145886,-1.4544344,-0.16585276,-0.116987854,-0.46549603,-0.14569072,-0.5853383,-0.26724175,-0.81746477,1.8768303,1.1337986,-1.043559,0.23176791,0.028646266
OVK18,-0.038509365,0.16824572,-0.18120071,0.2844532,-0.1457214,0.2794914,-0.21128134,0.13152298,0.31319007,-0.11716512,-0.47348788,-0.241095,-0.063117065,-0.12146478,-0.38224015,-0.15099011,0.09025726,-0.0347568,0.32448554,-0.07013632,0.14511876,0.1389965,0.11274944,-0.30128795,0.25090766,0.20963003,-0.065481886,-0.29048657,-0.26323348,-0.16218604,-0.14532398,-0.17834014,-0.57589954,0.18894456,-0.051167816,0.40701163,-0.21584627,0.13051054,-0.06367201,-0.17664401,0.2983878,-0.17913522,0.06720218,-0.67225474,0.016580392,-0.33532843,-0.15858123,-0.07467978,0.32147673,0.259272,0.0867369,-0.105608225,-0.19067168,-0.14931712,0.0592426,0.11684091,0.17874734,-0.39058638,0.35962504,0.05449803,-0.22462451,-0.26535103,-0.0544838,0.0031636842,-0.23077114,0.16222249,0.12976277,-0.34472442,-0.4490894,-0.1321009,-0.16007037,-0.10953209,-0.0016485304,0.23746584,0.37575278,-0.19391441,-0.17118376,-0.5810197,-0.0856045,-0.0511125,0.021946233,0.07389291,-0.22801913,0.15269792,0.0739278,-0.028457567,-0.09329811,0.43623883,0.3407586,0.21073323,0.2802459,-0.15062359,0.122579336,-0.3831126,-0.03614316,-0.0595553,0.1298691,0.018598873,0.40795773,0.10056147,-0.014511087,-0.15321395,-0.18090506,-0.16711837,-0.325893,-0.29951555,-0.28402513,-0.38439092,-0.31069553,0.0311839,-0.19713022,-0.35793054,0.35703415,-0.011293123,0.052476637,0.14715058,-0.16367765,-0.10055944,0.17196189,-0.39663225,-0.15449154,0.11796429,0.11008905,-0.21539019
HOS,0.040938836,0.22009212,0.13662575,0.2551047,0.1750597,0.28863898,0.35044906,-0.020717233,0.24424161,0.30575097,-0.39950868,-0.07007843,0.23726867,0.13575482,-0.13277866,-0.366286,0.3061245,0.21310203,-0.09576919,0.15760544,0.21096809,0.11942683,0.100482985,0.18891548,0.111693405,-0.5126538,0.20034088,0.12990452,-0.3380114,-0.006369643,0.6278073,-0.19080007,-0.20255017,0.12695996,-0.29375625,-0.14062047,-0.217339,-0.2775525,0.28549266,-0.08377987,-0.4217296,0.3470015,-0.013138644,-0.47256452,0.018574726,-0.2798263,-0.028302163,-0.19344774,0.37372306,-0.07015887,0.117604345,0.010521594,0.19917849,0.07221635,0.07599554,0.001377251,0.13264368,0.41641617,-0.2580825,-0.60514355,0.038145997,-0.2923921,0.031358406,-0.24238378,-0.031126142,0.13773389,0.21750768,0.010282379,0.17968756,-0.26520556,-0.5067289,0.23431735,-0.10586041,0.2863536,0.19987047,-0.3143124,-0.5137667,-0.111692354,-0.11160665,0.19777888,-0.24874315,0.04556012,-0.8021336,-0.16893986,0.36488497,-0.3815,-0.2872454,-0.10040042,0.057422586,-0.38467228,-0.19629557,0.08763455,-0.48780394,0.13062754,0.0070612933,-0.11078776,0.41386336,0.10860702,0.52636164,-0.18161075,-0.06700861,-0.3358716,-0.08153729,-0.061861154,-0.19017336,-0.30041617,-0.0009867251,-0.25782597,-0.30729795,0.0139184985,0.11489758,-0.43993497,-0.009008546,0.025336502,-0.06463965,-0.26741907,0.19637626,0.16324084,0.5109029,-0.3808964,-0.07245262,0.10945938,0.07809514,-0.25773373
NCI-H1105,0.36527678,0.3859814,0.33378512,0.07939723,-0.21857804,0.59432954,-1.2652234,-0.76485735,0.7195175,0.42234123,-0.112879306,0.33177134,-1.0811435,0.5428689,-0.9484118,0.62748724,0.065586254,-0.28010234,0.026238404,-0.6931874,0.6683223,-0.56471777,0.6410235,-1.3546017,0.7210454,2.0420086,-0.48945418,-0.42770797,0.109111704,-0.057908352,-1.29045,0.16131054,-0.5355088,0.5738176,0.4956068,2.0910387,-0.86622375,0.30534968,-0.028968234,0.05088104,0.6982728,-0.13377126,-0.4596923,-0.11431757,0.4034896,0.026509635,-0.4240772,1.1719859,1.3639271,1.0376008,0.14813998,1.0029918,-1.8657078,-1.0752208,0.6823717,0.19607824,1.2547314,-1.6796039,1.2332584,0.74124175,-0.5770887,-0.3703778,0.498779,1.0927539,-0.841892,-0.050943784,0.26288694,-0.13275287,-1.298381,0.14835283,1.1318806,-1.333508,1.3454332,-0.7729678,0.055546314,-0.666663,1.0486815,-2.4778752,-0.6468441,-0.0015438907,-0.80296075,0.8713817,0.8767481,-0.15264007,0.06598513,1.1520042,-0.14483312,1.1226374,0.60180944,1.0260243,0.12562896,-0.7790437,1.2740926,-1.2860633,0.5206838,0.09926106,-0.14276955,0.21194226,0.9187888,0.8914276,0.10023131,0.57992536,-0.1279456,-0.59565943,-0.9932761,-1.1067772,-1.1283443,0.25808877,0.25260293,0.50572765,-0.64815164,0.30210075,1.4178108,0.7533056,-0.22929317,-0.30086783,-0.9586137,-1.5017238,-0.31664553,-0.8667222,-0.39239693,0.59733117,0.8736075,-0.50950325
