,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79
T98G,-0.06804209,-0.17580853,-0.48973462,0.022355562,-0.34635088,0.46047786,0.7779513,-0.43913254,0.43916774,0.73870736,-0.3125085,0.23995873,0.10048652,0.04883338,-0.26445088,-0.34979916,-0.43269795,-0.7210007,0.4245387,0.22339317,1.4321477,0.31393144,0.7616226,0.38520688,-0.7066271,1.2751523,1.0401963,0.16420673,-0.2895607,-0.19098614,-0.22088522,0.7809014,-0.14694545,0.44458282,0.1091595,-1.8378663,0.51547223,0.045187682,-0.85367954,0.83173954,1.077505,0.91208804,-0.7934442,0.68796694,-1.1093282,-0.6647921,0.8382248,-0.21980935,-1.1647694,-0.36667207,0.039322488,1.3414652,-0.025297396,0.7688814,-0.45502195,-0.58622766,-0.27146548,0.5517402,-0.6639506,-0.14070618,0.37293845,0.031289242,1.4829173,-0.03299722,0.6704258,-1.0963622,-0.09582646,-1.1464299,0.2832515,-0.7036394,0.3671155,-0.9659469,-1.6002623,-0.45407876,-0.7056791,1.3929348,-0.7371834,0.6898452,-0.73108876,0.9058917
COR-L105,-0.22048247,-0.82602006,0.24304734,0.4715841,-0.726265,-1.2466712,-1.3524396,1.0152674,0.076901436,-0.059335396,0.40987593,-0.50503546,-0.6136981,0.9946557,-1.41477,-0.2530582,0.7816595,0.14647318,0.91512626,-0.69490784,-0.38407236,-1.9606879,-1.518367,0.9545517,0.9592608,-0.69661564,-0.44120076,-0.6191669,-0.26573622,1.1453075,0.80781245,-0.9396905,-0.7806382,-0.038698446,0.67774427,1.5258237,0.223359,-0.12229036,-0.083710775,-0.42090043,0.038388707,-0.07874082,-0.04471872,-0.8377243,0.2064041,0.16604179,-0.6376299,-0.22290869,0.9745226,0.695699,-1.3018867,-0.87732893,1.5575091,-1.1793053,-0.59362125,-0.6161736,-0.23704037,-0.4259326,1.2683842,0.47901842,-0.026347123,-0.75192046,-0.08018241,-0.30980816,1.7697664,1.5505245,0.96000093,1.3495555,1.1344565,1.0954931,-2.1355562,0.3761415,0.40444678,-1.2070901,0.35874188,-0.8732285,0.27096206,-1.3581259,-0.68506044,-1.7691038
SNU-738,-0.06525715,0.08643017,-0.6597921,0.42172295,-0.19682342,0.39233753,0.6738427,-0.5727541,0.4270147,1.2734777,-0.41954607,-0.25101238,-0.010780014,-0.34542367,-0.32887855,-0.3278799,-0.3057347,-0.5881095,0.60214144,0.021012131,1.4941463,0.5280744,0.66419697,0.16376404,-0.37432316,1.4182751,1.0602527,0.23969853,-0.39463094,-0.23647095,-0.31173515,0.9273356,-0.26055905,0.2883579,-0.018616606,-2.0219803,0.56991327,0.3949377,-0.622872,1.1892415,1.6240993,1.2318671,-1.404614,0.9111439,-0.600616,-0.4433887,0.7731274,-0.36599624,-1.1596818,-0.62422657,0.27252522,1.0031387,-0.65641177,0.85366946,-0.97950983,-0.63043183,0.2781784,0.62947804,0.20697623,-0.4707783,0.20378087,0.19045252,1.22394,0.568526,0.21735373,-1.2283812,-0.29517004,-1.533696,0.39137375,-0.14624871,0.71536314,-1.1636449,-1.6327338,-0.656762,-0.12851505,1.3742526,-1.0292091,-0.021139443,-0.6375519,1.3062181
QGP-1,0.5076832,0.06557527,2.2828257,-1.2774829,-1.3578851,2.5077467,-2.4956617,2.8130932,0.8822053,-0.85233855,1.3387403,0.3867635,0.10870324,1.9330993,1.4113454,-0.5239145,0.4314878,1.0241456,0.5440016,-0.8257603,-4.9400105,-1.0574077,0.5789797,2.2428648,0.8719075,-1.9659959,1.3021386,2.148062,5.0679903,0.055057257,-1.1503398,-1.5669954,0.7399697,0.80225104,-1.9877566,2.956792,-2.7686813,0.1343367,2.6436353,-0.8916387,-0.40000433,-0.73569536,0.34810945,1.5455482,1.3339485,-0.720136,0.40037847,-1.0258702,1.227586,0.98253083,-0.9084295,-3.926664,0.33701602,-1.2959919,-0.4281901,0.15584561,1.3650802,2.125183,0.7496618,-1.9158657,-0.14866003,-3.0459166,-4.093063,-0.5732427,0.77675736,2.3407624,-2.8918793,4.448284,-0.5361,-0.71228,1.5434868,0.62259954,4.345957,2.0920153,1.0517972,-1.9332087,4.1917367,0.89330983,-0.91584414,-3.1343722
HRT-18,0.40829507,0.16681945,0.8566183,0.3508174,0.25909504,-0.32877344,0.67684746,-0.07869853,0.11238041,0.560979,-0.8459505,1.0078084,0.36543956,-0.63942647,0.1275957,-0.693591,-0.1879233,0.020067833,0.2621827,0.059025854,1.4378471,0.6714169,1.5005364,-0.8508384,-0.76747847,1.1420053,0.6547079,0.19938725,-0.8471986,0.56107974,-0.4375749,1.1923429,0.25294563,0.04544695,-0.5168318,-1.6842247,0.008527828,0.6875607,0.07781385,1.0813519,0.081851095,1.0400943,-0.21811797,1.0396156,-0.36448038,-0.61437094,0.62268984,-0.13463303,-1.2003559,0.05682567,1.1762804,1.2068013,-1.009593,0.5006789,-0.487634,0.12758954,0.4283408,0.05579336,0.18153143,-1.8172433,0.109932095,1.2396154,1.3213937,1.0044161,-0.004477501,-1.1485313,-0.43462202,-0.7621714,-0.71572214,0.31781915,1.1555583,-0.23338757,-0.67626554,0.20978844,0.20533265,2.0462456,-0.4103129,1.156316,0.4554981,1.3436906
5637,0.23443106,-0.9069382,-1.4514055,0.19992544,0.6676604,0.50406766,0.794369,-0.29947552,0.9001768,1.061877,-0.60409546,-1.2656666,-0.3792011,-0.4151758,-0.30011806,0.035118155,1.0896877,-0.44056892,0.056592554,-0.11988545,-0.92709607,1.5524309,0.60325927,-0.052015796,0.13954407,0.8025479,1.193752,-0.0452682,0.06616813,-0.2966772,1.2484509,-0.3607451,0.38314244,1.1968563,0.75681514,-1.5402695,1.5642437,-1.0142705,-0.5253594,1.524938,1.7999661,0.93052155,-0.78503084,-0.64775425,0.55580014,-1.1365873,0.46976373,-1.3325202,0.115703635,-0.6431495,1.193106,-0.778902,-0.6088333,0.017492771,-0.16966414,0.98033535,-0.10549568,0.31404597,0.30761406,0.5787361,-0.64193827,-1.1057185,-0.2115421,-1.0465083,1.094297,-0.13010298,-0.057328153,-0.62191105,-0.13825834,0.6618425,-1.163012,-2.179665,-0.69240874,-1.1709472,0.38810652,1.2995534,-0.51422846,0.43337393,-1.6828545,0.8507764
RERF-GC-1B,0.026055235,-0.1334282,0.6112195,0.27639946,-0.18186899,-0.8810736,0.9435828,-0.45734447,-0.66414595,0.27102357,-0.39307255,0.35554108,-0.2098745,-0.39330643,-0.026006073,-1.1725779,0.5211584,-0.21802124,-0.026855893,0.22430229,0.9861291,-0.3083937,0.35323703,-0.44209218,-0.8341102,-0.103376836,0.13529378,0.27951023,-0.3370801,0.12624079,-0.43706438,1.3988211,0.12714283,-0.30932486,0.30161726,-0.933765,0.4816487,-0.63929677,-0.15202682,0.4332351,-0.4759908,0.80993885,0.09853719,0.37318203,-0.9257396,-0.6470095,0.3647483,0.08334241,-0.92518425,-0.7283387,0.54836017,0.45398927,-0.2727959,0.3246445,-0.5353292,-0.17325185,0.43860543,-0.03236577,-1.3266639,0.23740399,-0.31065285,1.1148322,1.3078014,-0.20561129,0.00038309395,-0.3972566,0.27540332,-1.5709511,-0.102329075,0.14105828,1.4357611,-0.06542574,-0.48033047,1.0027013,-0.423789,1.676367,-0.4397667,0.61934674,-0.34321886,0.5988852
A-204,-0.25947335,-0.23014326,-0.6913838,-0.0144010205,-0.39659372,0.6459656,0.94771194,-0.51721215,0.4562209,0.8534756,-0.31205717,-0.23538066,0.030641465,-0.062128637,-0.22326723,-0.5738037,-0.47205284,-1.0614758,0.3094443,0.48245794,1.3735708,0.11670657,0.56723076,0.49883875,-0.5777433,1.2110288,0.90293866,0.014599234,-0.19189999,-0.39421946,-0.32873556,0.8120343,-0.036347702,0.5205648,0.5012717,-1.8505191,0.58246243,-0.13067687,-0.6378399,0.8699435,1.0133946,0.86131537,-0.85956925,1.0126729,-1.3358123,-0.6759745,0.8395891,-0.19193926,-0.9392432,-0.45995495,0.049620435,1.0066974,0.2782718,0.73958725,-0.8763648,-0.6167532,0.14119944,0.5910182,-1.3726826,-0.16332234,0.19803533,-0.05066162,1.466955,0.4621375,0.18231754,-0.9021107,-0.067887455,-1.0630174,0.37624612,-0.8646711,0.5875586,-0.93094134,-1.5536194,-0.3696051,-0.6674823,1.3803089,-0.91953635,0.4537055,-0.70101035,0.91184336
MDA-MB-415,-0.73783964,0.11531891,-1.0602089,-0.8203383,-0.05582551,0.9055145,0.9824886,-2.4640615,0.34115535,0.7676487,0.266305,-1.4504406,0.9505007,0.76771355,-0.5120832,0.43341857,-0.86125517,0.35750088,-0.158678,0.9515696,-0.051349536,0.104899496,0.24971649,0.48682073,0.94237244,1.3128846,0.93194646,-0.6776556,-0.7588905,-0.18543789,-0.3255937,-0.35880914,-0.61438835,1.256576,-0.8443993,0.089500055,-0.39453238,-0.44692326,-0.68089473,-0.66386664,2.2876225,0.19423103,0.016061023,-1.7819717,0.11723309,0.32246965,0.24978562,-0.6719851,0.32479942,0.06141928,-0.018929742,1.0241709,-0.17716266,-0.76326597,-0.7067395,-0.20439026,-0.26862255,-0.03992124,0.6703953,0.73363525,-0.03201108,-1.1749401,-0.8262454,0.52110755,-0.039216056,-0.21780975,-0.08873606,-0.02989331,0.3562054,0.4059059,-1.8695883,-0.64569694,-1.1073687,-2.428863,-1.2950032,-1.0786175,-0.23772442,1.0519958,-0.80478394,1.0140256
BT-20,0.6147177,-0.25313443,-1.8394018,1.1351132,0.68300176,-1.3662282,0.07785824,0.6827727,-0.46325067,0.6317277,-3.0295098,-0.93782496,0.21734105,-1.0734546,0.543992,1.7767156,0.14785081,-0.26411864,-0.78457147,0.865862,0.13021196,0.78682846,-0.97040063,-0.8826831,0.17867813,0.30484745,0.35920182,-1.2090164,-0.5770101,1.3314581,0.7476845,-1.8141448,0.48426586,-0.78335094,1.8081874,-0.44087788,1.1265538,0.96643907,-0.8397488,0.5877086,-1.5520971,0.9893052,-1.400706,-1.1604012,2.3485463,0.7891303,-0.44128522,1.1775354,0.23769484,1.3551499,0.61811626,-0.08240411,-0.00306011,-0.2505776,0.7420229,0.0972788,0.016399965,-1.2908629,1.341689,-1.8491707,-0.069027066,-0.100178175,0.49895528,1.2800865,1.4600831,-1.0667107,0.8106319,-0.476415,0.014254788,1.6723092,-1.5243683,-0.014255255,0.3793961,-0.7279803,1.4266192,0.6503617,-0.7029499,-0.7708158,1.6673568,-1.9058776
NCI-H441,1.8570637,1.2770841,2.1977043,0.16290781,-0.63437796,-2.1066172,-2.0326777,1.2782815,0.0044949516,-1.4966214,2.314012,1.1647677,-2.0670054,-0.015284881,-1.2374766,-1.1511215,0.3618601,3.378825,0.6582109,-3.2051363,-2.3395014,-3.3613698,-1.8109539,-0.650654,1.4929682,-1.633604,-3.3954897,0.6439055,-1.2337338,-0.5425955,1.106227,-1.0289592,-1.4495325,-0.22509268,-2.1140392,6.594205,-2.5692086,0.27998784,2.4587624,-4.666494,0.74243873,-4.3989897,2.814569,-2.1095965,0.6746164,2.2935286,-2.408935,-0.72439766,1.8276408,-0.15745226,-1.0515977,-3.4296114,-0.8916597,-2.6183193,1.0903568,-0.7044974,-0.9902266,-1.5867425,-0.72225034,4.4302135,-0.42487407,0.9455366,-2.0149913,-1.5532568,-1.9479811,2.240632,-1.0403191,3.624814,-0.4938933,1.6713961,-1.1838619,2.5506,2.0138366,-1.091926,1.2356285,-6.8207707,-0.01743102,-2.5558443,-0.16120636,0.29835534
OE21,0.77492255,0.93542653,-1.4182155,2.8272958,-2.2981062,-2.6821182,-0.7806058,4.1387706,2.7966254,-2.0746436,-1.3991613,1.0662613,1.8038874,-3.7568083,-1.2021064,-1.3823224,-0.89123756,1.6386108,0.58566785,-1.3192786,1.4765974,-0.46263424,-2.5420666,0.85044706,1.9944842,-0.45545563,-2.2931502,-1.426997,1.2876192,-1.679948,1.6336263,1.2730637,2.7418194,-4.200577,1.3151966,2.3314583,-2.4744167,-0.74375206,3.965953,-3.37241,3.247819,-1.2552795,4.8288426,-0.18484758,2.106072,-0.3491493,0.51091266,-1.8168719,-1.0571373,0.44192415,-2.4121287,-1.5382013,-4.0466332,-0.8088914,1.4113404,-1.7034525,1.6344965,-0.33821213,-1.637554,4.6491027,-0.75022674,1.2855538,-0.70420676,-3.0674694,2.564373,1.57492,0.42583084,2.1710854,2.3625028,4.191729,-4.4920573,1.055902,-0.72026736,1.988815,1.3278036,-1.8916177,-3.5864315,-0.49035916,0.7705723,1.5561206
SH-10-TC,0.04317884,1.984212,1.0614004,-0.5710017,1.8718477,-0.21215001,-0.6645692,-3.3410106,-1.3606285,-0.17530727,1.8484063,-1.9036757,-2.6376996,3.158262,1.0800334,1.305673,-1.7201679,1.741179,-0.20303705,-1.7781677,-2.4946687,0.15058792,-0.7868039,-3.3321185,-1.4861169,-0.6945175,-2.005714,-0.36831126,-2.1976216,-0.045083612,0.57586986,-2.6559155,-2.5485308,2.1300719,-3.1498868,3.1277199,-0.7549557,-0.0346005,1.1602123,-3.670831,0.6039928,-2.354082,0.24289413,-2.0202005,0.4377129,1.8364838,-2.4815648,1.0757511,2.174975,2.7275472,1.636472,-2.6969724,0.8583083,-2.2371473,0.5810784,2.7803357,-0.45144618,-3.099012,1.061228,-0.9890531,-0.9717855,-0.99883735,-2.9439285,1.049076,-2.5999625,0.10105577,-0.7178508,0.7174579,-0.9083852,0.8175428,0.0026206821,2.448252,3.7153354,-3.4301076,-0.6195771,-5.7026434,2.7001557,-0.6838157,0.9751607,-1.0547448
SNU-489,0.33093852,-0.6375628,0.11275388,-0.0655662,0.13695307,-0.14074218,0.3549948,-0.12240698,0.055751577,0.24485257,-0.18904771,0.27414086,-0.36557925,-0.03651019,-0.06748341,-0.40443337,0.05075696,-0.78871554,0.2338747,0.103871755,1.1151658,0.13388076,0.37965673,-1.1928303,-0.34282526,0.4472636,0.34254178,0.56742185,-0.4039215,0.10277584,-0.10144083,0.9360041,0.22998668,-0.04923582,-0.20309414,-1.4788547,0.7234285,0.053277478,-0.14915624,1.1449476,-0.0902829,0.4932307,0.27438465,0.6001537,-1.1378679,-0.8154866,0.80743486,-0.03146575,-0.6388054,-0.14575696,0.41657582,0.76480705,0.014416283,0.50660104,-0.1886667,-0.08976387,0.14537029,0.23182707,-0.86625135,-0.4426172,-0.12804434,0.9783215,0.970818,0.2056709,0.031001687,-0.6681124,0.24283923,-1.1376846,-0.28180164,-0.61375636,1.4533422,-0.59416556,-0.88312095,0.13748841,-0.23452866,1.7329184,-0.63978827,0.32932627,-0.22668652,0.8284201
MG-63,0.17711024,-0.68224585,-0.2489025,-0.12785186,0.24679914,1.6025673,-0.190892,-0.25979874,0.93216014,1.2171935,1.0850999,-0.28716323,-0.96670985,0.84929925,-0.07849791,-0.82479537,0.23965496,-1.3683282,1.272754,-0.030203503,0.78041714,0.23360832,0.81548715,0.15163836,0.11890645,1.1635239,0.37044883,-0.1493431,-0.8219317,-0.3388001,0.40426934,0.4939824,-1.4165268,1.7721097,0.19118844,-1.5675334,0.758793,-0.208278,-0.50889236,1.7239051,2.0953636,0.10230008,-0.40887392,0.6655899,-1.3380826,-0.58028096,0.43297443,-1.5459229,-0.14231414,-0.34389994,0.41980377,0.08066408,1.2567197,0.10795558,-1.1218646,0.5021056,-0.5359324,0.54971683,0.6072856,0.22910945,1.5587107,-0.21117413,-0.34338102,-0.69216454,0.7059207,0.20864713,-0.079306595,-0.5143628,-1.5010873,-1.0613325,-0.013142079,-0.677863,-0.61628896,-0.9873231,-0.2329548,0.8957751,0.4258417,-0.47897217,-1.4187317,0.61076576
KYSE-140,-2.1607702,0.27855405,-0.37718818,2.5072815,-1.0847695,-1.9129883,0.3622874,-0.8914341,-1.8456194,-0.38516796,-0.7213615,-0.9573488,0.725067,-0.8325761,-1.3866023,0.7236916,-1.170792,-0.36181214,-0.11056045,0.9134682,1.6385033,0.40431988,-0.49700564,-1.339107,-1.0918264,1.0972118,-1.7012353,-2.3162742,-2.2408063,-1.8687751,0.5613085,-0.05298878,-0.793269,0.31317648,0.5809276,-0.9996744,2.5549133,-0.43146798,-2.1615891,0.5059242,-0.3653116,0.028563268,0.22251397,0.5956532,-1.3648031,0.39255875,-1.0401697,2.4411,0.0129613355,0.75745934,0.09075104,1.41572,-0.39724517,0.81482774,0.031368412,1.5408589,-0.63650364,-2.0504816,0.3208721,1.3062835,-0.15650187,1.9781749,2.1420817,-1.515847,-0.1531409,-1.4109448,1.5854813,-2.7413824,0.7146794,2.0865314,-0.09716828,-0.013675937,-1.1075557,-0.42264277,-0.38259846,0.72236174,-1.7804029,-0.61377555,3.4589446,1.445089
SEM,-0.26167655,-0.3831138,-1.117351,-0.41369143,0.11634999,0.6076335,0.6868305,-0.30869102,0.3758124,-0.23035768,-1.1228479,0.8802786,0.32041,-0.82551533,-0.017203562,0.30541885,-0.8488488,-0.3945157,-0.028894983,0.80573565,1.8996121,-0.08288177,0.2927787,-0.6325982,-1.8354372,1.2635827,0.5622747,-0.32090318,-0.13244438,-0.052600548,-0.35933417,1.2089183,0.48447043,0.64978266,-0.87622154,-1.6850474,-0.053181604,-0.15811782,-0.9935664,0.14812928,0.53221345,0.73747504,-0.04882764,0.30326736,-0.8066181,-0.53522694,0.8392349,1.0845556,-0.99335766,-0.6376096,1.1787052,1.5077938,-0.46714085,0.45673886,-0.5798814,-0.28712043,0.35886753,0.2417148,-1.7963908,0.67562973,-0.23742895,0.5002433,0.74864423,0.21592925,0.08688523,-1.0285534,-1.2619518,-0.80175394,0.5210202,-0.4733882,1.3841877,-1.3711271,-2.1983938,-0.6394023,-1.3415209,1.5247102,-1.4314486,0.9306135,-0.10193648,2.112673
Hs 944.T,-0.33247638,-0.09921515,-0.78124297,0.017314985,1.7373494,-0.5285109,0.9079035,-0.8965061,-0.25154346,-0.3847796,-1.1087631,-0.9559011,0.39738563,0.8104182,-0.29752833,1.2110664,-0.30992422,-2.0454378,-0.05156501,0.98054945,0.3990054,-0.9876364,-0.08888966,-0.4219473,-0.79789126,-0.5467387,1.3817977,-0.8791754,-1.3857415,1.4063517,-0.09662855,-0.6971357,-1.0227965,2.7354622,0.114718825,-0.05885724,0.9254954,0.10775244,-1.7644236,1.3714669,-0.43913072,1.9246246,-0.9307823,-2.7976606,0.64879113,-0.44324884,-0.069841765,1.272139,1.0709512,-0.05875569,2.2733562,0.27050173,1.8457431,-1.742196,-1.887155,1.4142523,-0.3742948,-1.1010123,1.7967343,-1.5590641,0.5406611,0.11362553,1.30123,0.10589508,0.9424475,0.3734906,-0.6289386,-1.3458552,-1.0961689,-0.0069733914,0.079720505,-0.33839533,-0.6813884,-2.524705,-0.8270056,0.15303338,1.3397655,0.85383314,-0.32656014,-0.51664984
NCI-H1341,0.6911022,-0.9252143,0.09991181,-1.062264,1.228118,4.573377,-0.04960996,-1.1468823,1.7448363,1.4210112,1.6211227,-0.5393205,-2.3229342,2.9411764,0.48312384,0.037654832,0.14756295,0.45784515,1.2972107,-0.9953079,-5.227955,1.6926681,1.4648014,-0.21190861,0.7339214,0.65098625,1.8900226,2.9981441,1.7582574,0.20209378,1.2126758,-1.5865757,0.9231255,2.8594704,-2.939173,0.45795342,0.19765817,-0.90836203,2.7663472,0.58154094,3.6383703,-1.4779942,-0.54758614,0.55496985,-0.26510137,-0.80776924,0.19892526,-3.4120424,1.909567,2.118488,0.26592764,-3.36033,-0.6459196,-0.8968136,0.86331177,1.6191918,0.3331252,0.3406466,0.79739857,-0.09019691,-1.2512168,-1.7402802,-4.2621593,-0.56633604,-0.49740055,-0.27966192,-1.4649752,1.8513862,-1.6429029,-1.0839951,-0.21108545,-1.0828711,2.5291328,-1.805565,0.40113422,-2.488537,2.0842686,0.33444187,-2.7175965,0.21566601
NCI-H1048,0.5536932,0.20821188,-1.0821371,-0.48127177,0.66030324,-0.20756167,0.93375415,0.5271659,-0.79454416,-0.46035147,-1.4450235,0.8405733,1.2744842,-1.5278603,0.36054227,0.97722185,0.255751,-0.24833064,-1.0736489,0.5452491,0.6601064,0.57615495,0.65062946,-0.81969815,-0.85748017,-1.006183,-0.17032704,0.2073132,0.5248002,0.2180233,-0.1437456,0.013228344,1.378243,-0.79183483,0.232544,-1.0483924,-0.30482355,0.7416849,-0.79643446,-0.23226736,-2.008141,0.21467113,-0.5356972,-0.122352675,1.0438633,0.68009806,0.59109986,1.5568913,-1.1333094,-0.38019416,0.83112,0.6242447,-1.0347272,0.7063491,0.48984793,-0.50536484,0.35444367,0.3783215,-2.5538235,-1.0715499,-0.86738575,-0.041351125,0.41238767,0.8289748,-1.2821022,-0.07101601,-0.60556513,-1.2058033,-0.5253098,-0.3176197,1.5123317,-0.44962364,-0.95555574,1.2544616,0.4537387,1.0953083,-1.1874495,0.47183603,1.0141449,0.2833838
NCI-H1650,0.39305666,-0.64613724,0.62577033,0.07671954,-0.044807587,-0.4834286,0.6804432,0.23619159,-0.17527163,-0.17089969,-0.36173028,0.44893536,-0.47770444,-0.27899182,0.104225144,-0.15059757,0.31100988,-0.43097454,-0.14399526,-0.08767864,0.8867531,0.08952899,0.040845186,-0.52665687,-0.49577475,0.2938071,-0.09362699,0.16592318,-0.401439,0.43392193,-0.07807051,1.0199864,-0.03327547,-0.07425216,-0.093950585,-1.3705674,0.760811,0.094804995,-0.33110756,1.0044359,-0.3721888,0.5326501,-0.02894918,0.7449248,-0.438236,-0.81082547,0.76771367,0.0047612535,-0.9846078,-0.0046617463,0.51319015,0.3699813,-0.35862714,0.5381395,-0.009307001,0.010475606,0.17742282,-0.01905348,0.30290127,-0.13123813,-0.48833573,1.3294481,1.0755674,0.3815741,-0.124061115,-0.53015053,0.15723144,-0.4643132,-0.6642617,-0.09941115,1.5701084,-0.16232677,-0.6961504,0.59515375,0.16270481,1.8766558,-0.5743607,0.9712658,0.22386427,0.87568724
JL-1,0.57317066,-2.1998882,1.0704194,-0.9583161,0.16068524,0.443007,0.0061302595,-0.023793396,0.030254968,-0.5015195,2.3201213,2.2742414,0.80312186,-1.051593,0.23366322,0.94978946,0.039629936,0.42695814,-0.9914239,-0.16783144,-1.1588013,0.9009755,-0.33657515,-0.96842164,0.37837964,-2.2440624,-0.042891577,2.6789339,-0.22443983,1.8184148,-0.0014107674,-0.6549533,0.44339937,-0.6077574,1.0813087,-0.86168677,0.13984913,0.8598877,2.3419209,1.7670733,-2.3708973,-0.070628695,0.48523146,2.1905339,0.43578243,0.987923,0.35330394,-0.08446871,0.6535934,0.50988203,-1.2382772,1.9662989,0.45123163,0.971708,1.2539937,1.3121189,0.6118963,0.84561145,-0.6437157,-0.23766571,-0.5649235,1.5456995,0.2801616,0.43843478,-0.2861274,-0.4784694,1.4813601,0.7194344,-1.64238,-2.622315,2.2029366,-0.43330473,0.6099094,1.7566527,0.5146315,1.0145152,-0.47492546,-0.6009643,0.9528477,-0.28703663
HSC-4,2.0326126,-0.69001734,0.98804945,-2.0226228,0.34701335,1.8349127,0.68117326,0.5527858,0.02766206,1.4813803,0.8445368,2.3025658,1.6900314,-1.0093907,1.2035697,0.13191885,1.7772225,-0.6158042,0.07955919,0.30191672,-1.1602664,0.2984116,0.9473705,0.83441794,1.0729843,-2.2656386,1.0924287,2.6868126,0.8144635,1.109671,0.3809532,0.45775992,0.7597753,-1.503442,0.968402,-1.2225688,-2.0168595,1.2641,2.5377944,0.76245654,-1.6848246,0.50141585,0.3779604,2.0841398,1.8871415,1.0376753,1.1604563,-1.3388911,-0.4917772,-0.05250603,-0.39323133,1.3651385,1.091553,1.3952495,0.5028949,-0.25629887,1.0033994,2.2430751,0.0044550598,0.6834228,0.8281187,1.5144291,-0.80846274,1.47877,-0.52463627,0.07349315,0.20180818,1.9067199,-2.5422084,-2.2939694,3.1049218,-0.3895019,0.80647457,2.175494,2.9439428,0.48738414,0.14426723,-0.071661174,-0.42350596,-1.6659331
SNU-216,0.24358392,-0.07022842,-1.1729252,1.0319769,-0.96707237,-2.4624715,-0.79081446,0.96566796,-0.3351686,-0.09225643,-0.04006234,-0.46499887,-0.36823553,-0.61308056,-0.7234585,1.0968429,-1.2684807,0.7454345,-0.22514334,-0.22608525,1.6132152,-1.1406425,-2.4457324,-0.9303041,0.5666746,0.4522555,-2.032062,-1.6489618,-2.6164808,0.63047785,0.9040522,-1.1151927,-2.8543715,-0.1947877,1.141138,0.78864545,0.3626916,0.8954427,-0.16340034,-1.3133048,0.4590282,-0.9417604,-0.06640083,-0.5722644,1.535094,1.1564292,-0.48425192,0.9387261,0.1852764,0.68747437,-0.47042418,1.2879553,1.5479094,-1.2728428,-0.20181388,0.57617515,-0.56614864,-2.7918828,1.6304059,1.7805164,1.3749555,0.61520517,0.11092352,0.09544862,0.44350737,0.71766186,0.109528676,-1.133292,0.045256466,1.4002947,-1.0934913,0.8157463,-0.7544404,-1.3793551,-0.5668596,-1.167685,-0.22789465,-2.6804028,1.1542761,0.57501334
AsPC-1,1.2641233,-0.80028385,-0.44454756,0.62492204,-1.67641,-0.25513104,0.1925585,1.8351579,1.3229101,1.1275401,-0.68910307,0.6992442,0.7604156,-0.8707957,0.082010195,-0.036590755,0.49980658,1.2921736,0.48612538,-0.025390163,-0.49467418,0.10354624,-0.35594025,0.96958977,2.4321516,1.329816,1.0098498,0.7788907,0.9504083,0.23433243,-0.011260137,-0.5832083,0.4093361,-1.6591988,0.05308652,0.434507,-1.1140486,1.2199788,1.504917,-0.65877837,0.32544857,-0.45798248,0.119542144,0.8231066,2.073447,0.73645157,0.5019394,-1.5652868,-0.32319462,0.7290747,-1.8615178,0.276424,-0.9594076,0.083691366,0.30653548,-0.8297339,0.14403868,0.88620377,0.68999594,0.12879431,0.86948997,0.19722675,-1.5851457,1.2752236,0.8929863,0.25446862,0.076000325,1.3564681,-0.4436833,0.52076757,-0.98744535,0.26349485,0.78172135,0.7319386,1.7377356,-0.5210136,-0.00055103004,-0.79738474,-0.45256218,-1.4646165
