,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79
KYSE-510,0.42284402,-0.49856848,0.266761,0.2972256,-0.081495516,-0.048048884,1.2162536,-0.27629352,0.054930676,0.30729243,-0.4475139,0.08759568,-0.1337689,-0.20516646,-0.1639449,-0.2726778,-0.24573135,-0.68089825,0.19009465,0.13435808,1.2072258,-0.06788112,0.8080579,-0.825699,-0.3926832,0.3661758,0.35070562,0.47003278,-0.38738728,0.5320127,-0.11101739,1.063014,-0.0011956617,-0.12500788,0.09764548,-1.672521,0.6037951,0.12511435,-0.044843696,0.80931455,0.21199499,1.073998,0.19960028,0.7116846,-0.9047379,-0.7760079,0.94121903,-0.09223414,-0.8401683,-0.16427867,0.42320585,0.80283076,-0.11749852,0.5185106,-0.35503897,-0.19670393,0.206134,0.11725597,-0.749243,-0.2877685,0.23951046,1.057371,1.046202,0.31010506,0.15989196,-0.89767885,0.085708566,-1.0622166,0.04235419,-0.25178623,1.1516948,-0.5972183,-1.156593,0.1395196,-0.12929448,1.4872694,-0.8156111,0.6899724,-0.27445185,0.8086456
KATO III,0.11142569,-0.628903,0.27514696,0.32212353,-0.19494,-0.7422481,0.65026516,0.04520358,-0.0255924,0.07181277,-0.42168847,0.25479597,-0.21525158,-0.15117735,-0.06603344,-0.8217913,0.32951456,-0.15788186,0.17948076,-0.30310708,1.0980233,0.013423577,0.7970488,-0.3802584,-0.43993154,0.35538384,0.18057072,-0.1367633,-0.37230685,0.25020453,-0.4325927,1.1286784,0.035063844,0.0050532892,0.14327744,-1.4725914,0.7391091,0.07013426,-0.43237674,0.648002,0.03145861,0.5257249,0.28858805,0.6472848,-0.74063706,-0.8793474,0.6998085,0.018405773,-0.9062074,-0.2660991,0.6533548,0.8480914,0.14662664,0.53965634,-0.40098518,-0.212766,-0.013791621,-0.10841235,-0.3045045,0.025442973,0.017809704,1.0771064,0.9536096,0.15099064,0.070801176,-0.76456165,0.15801388,-1.1152036,-0.13915366,-0.32021153,1.1356797,-0.5482522,-1.0542028,0.2840856,-0.21492212,1.7422949,-0.7815385,0.62366277,-0.1164562,1.1237926
DMS 273,-0.15249404,-0.27991846,0.45365614,-1.1602578,1.9455187,3.483842,0.46999568,-1.9660321,0.25185186,1.9156206,2.9603713,0.015226483,-1.9997798,2.757517,-0.11120084,1.003302,1.1679014,-0.046804816,1.6594881,-0.9393709,-4.10632,1.9071964,3.1973329,0.28674054,0.10071477,-0.7391846,2.078114,3.2369483,1.0274613,-0.73342305,0.6460991,-2.247434,0.095513344,4.2467647,-2.375153,-0.3130823,0.33514404,-0.55359656,2.0260656,1.3222979,2.6328993,-1.6836945,-0.4565969,1.35387,-0.6891768,0.4327056,0.04963486,-2.6479394,1.6467824,1.8831122,0.6740786,-2.589586,-0.9699063,-0.1568104,-0.55303854,2.3179169,-0.24088249,1.1491618,2.3070002,-1.4497823,0.10021654,-1.5708272,-3.7291548,-0.83638024,-1.3671182,-0.41017848,0.19195688,0.6974781,-3.8038402,-1.7446,1.3760601,-1.2705014,2.6259868,-1.6083242,0.38191637,-2.498682,3.1832502,-0.27975655,-1.7469633,-1.0092512
KCI-MOH1,-1.3397171,0.13678949,-1.0857056,0.549705,-0.36686724,-0.41359746,0.59788555,0.24936819,0.050863706,-0.3237068,-1.1747429,-0.67620885,-0.4637136,-0.8224458,-0.46759436,0.529918,-0.72838676,-0.4109185,-0.09229393,0.97306913,0.6154314,1.4824162,0.5040422,-0.59591055,-0.90180874,1.7194005,0.1377483,-1.2878844,-0.4640175,-0.92214817,0.545305,-0.44237888,0.08323158,1.1544961,0.4814763,-1.0549366,1.6033664,-0.733327,-2.919628,0.94589835,0.68759227,1.1376075,-1.2581604,-0.15583928,-0.4476991,-0.5751578,-0.68077946,0.7511023,-0.14992629,-0.29691577,1.1042386,0.5047139,-0.37467754,0.48966205,-0.43122673,1.2138355,-0.8619909,-0.31603304,0.52053714,0.80647033,-0.02917165,-0.09224535,1.0522915,-1.2451588,0.76252615,-0.76998514,0.20281866,-0.6884373,0.7284537,0.5221148,-1.0558728,-1.4175588,-1.7184237,-1.0054014,-0.5304141,1.5491903,-1.1703992,0.25287938,0.61325705,1.3344121
OCI-AML-2,0.114326075,-0.581933,-0.08986625,0.057819277,0.31756544,-0.054648124,0.7369281,0.016545683,0.009060321,0.23928607,-0.25068653,0.5550895,-0.35105062,-0.011849772,0.13171577,-0.5724308,-0.090183556,-0.8033874,0.1706148,0.14522985,1.0243646,0.015162725,0.35211188,-1.0179805,-0.46869895,0.30015486,-0.012645793,0.43343806,-0.40286338,0.14954275,-0.026358884,0.97052145,0.0074167624,0.18509263,-0.2565917,-1.4399318,0.77252567,0.14389502,-0.31823558,1.0214564,-0.22242714,-0.0690635,-0.23711103,0.8649978,-0.95488274,-0.8310659,0.4562474,0.13451128,-0.7889736,-0.30878913,0.2687131,0.77391243,0.1839526,0.5603244,-0.19520763,-0.21272948,-0.05052412,0.07491575,-0.76327133,0.35561168,-0.048269644,1.0201514,1.2349203,0.37849578,-0.04917561,-0.615513,0.13888961,-0.94324875,-0.25485048,-0.58944094,1.3715434,-0.81087303,-1.1920025,0.30127478,-0.10135022,1.9213741,-0.60065675,0.25043023,-0.09828758,0.8941451
Hs 936.T,0.28053585,-0.069208995,-0.3062022,-0.12711672,1.5159066,1.0246925,0.42307186,-1.1323161,-0.124772474,-0.02816818,-0.05430587,-0.60674715,0.41224912,1.1597834,0.104640186,0.01724612,0.78128576,-0.45179185,0.95436823,0.29349098,-0.7686285,-0.23408248,0.26903483,-0.44579074,0.3062434,-1.3701421,0.9621087,-0.044430878,0.27471924,-0.07494782,0.19860993,0.09380601,0.9818357,1.4667436,-0.3313251,0.15591735,-0.76204824,-0.6788228,1.1101043,0.194013,0.38122404,1.0420439,1.2381909,-2.1853547,0.865394,-0.16529839,0.4391135,-0.6137202,1.1359277,0.3849185,0.97669536,-1.1309003,-0.93349046,-0.6948979,-0.076589406,0.7209964,0.9121188,-0.15422621,0.10836363,-1.2229359,0.15909931,-0.1776546,-1.1121417,-0.4467837,0.3464553,1.153344,-0.07761501,0.4710834,-0.08123478,0.19284342,-0.72151256,-0.39866948,0.5459233,-0.754197,0.18735507,-0.93150866,0.66974103,1.044604,-0.87527746,-1.5690907
TE 159.T,0.48720637,-0.67851114,0.8604295,-0.090486154,0.17419738,-0.13067022,0.7880757,0.42437065,-0.37239894,-0.74520725,-0.124519594,0.30806875,-0.60282975,-0.17407843,0.25881305,-0.590637,0.5832499,-0.74028873,-0.14692397,0.2513676,0.73132664,0.12523854,-0.051117226,-1.0139847,-0.65160227,0.22471619,-0.74066144,0.29642278,-0.3257794,0.5888348,0.2549716,0.92038995,0.07282893,-0.3858955,0.068179205,-1.1064091,0.82728523,0.12438321,-0.4963632,0.88145804,-1.2086549,0.1552945,0.020487458,0.7817344,-0.5984059,-0.6798917,0.6676835,0.3793351,-0.84968406,-0.15017878,0.38340658,0.26937374,0.20344427,0.43958712,0.32719046,0.36748224,-0.5763658,-0.22836787,-1.4574025,-0.4196392,-0.61615473,1.4770405,1.172908,0.2816803,-0.3818884,-0.48835945,0.22273092,-0.41042933,-0.5828285,-0.5311572,1.9489678,-0.2748242,-0.5879919,1.0698875,0.19849072,1.9473348,-0.38572168,0.2861063,0.42633957,0.8169843
BFTC-909,1.2108257,0.37719756,0.100357465,-0.046228305,2.1133115,0.91081196,0.0896416,-1.1500559,0.5380354,-0.8671571,-0.8093652,-2.4001565,-1.0069529,1.1869968,0.9752094,0.014608972,0.306571,-0.090191916,1.8379037,-0.025275197,-2.0906785,-0.09730449,0.91141635,-1.3722789,0.6730693,-0.33562282,0.17505255,-0.08085248,0.74898756,-0.572537,0.1549285,0.023964457,1.2384079,1.4738729,-1.8291011,0.8093814,-0.06261587,-1.2447019,0.61714256,-0.7312186,1.0082834,-0.19635749,0.40393746,-2.728016,0.6663431,-0.49581695,-0.7737965,-1.664774,1.9209236,0.66435164,1.7151351,-2.7145438,-0.9581919,-1.227524,0.8430542,0.82656085,0.06924525,0.49179506,-1.1300483,1.3376857,-0.45554313,-0.0008291304,-1.9278392,-1.0740364,-0.9370301,0.7025829,-1.108532,2.2605207,-0.31571868,0.7874214,-1.4143001,0.16936912,1.1558565,-1.7330724,0.85358447,-2.161837,1.1479707,0.46396634,-1.1532716,-0.7834928
NCI-H520,-1.0564041,-0.25862685,0.97961694,-0.8562666,-0.3306424,0.07125336,0.05991822,0.80027294,-0.73537666,-1.1189343,0.7073247,0.22688581,-0.50946546,-0.12098046,-0.47718585,-0.7487007,1.4234463,-0.60639113,-0.5242555,0.6558472,-0.4169013,0.2778176,0.23119989,0.6547971,-0.91657096,-0.34701627,-1.1605825,0.19274455,0.9784616,-0.031064183,-0.2594258,0.3400634,0.3780763,-0.5282196,0.13393255,0.32403105,1.6333412,-0.88142884,-2.135561,1.6044511,-1.4725659,-0.49269995,-0.60839945,0.7651319,-2.2386372,-1.6351998,-0.31108537,0.81453544,-1.0018523,-1.3150907,-0.76027036,-1.4165015,0.68447506,0.90181446,0.6512442,-0.6072379,-1.5920695,1.3785565,-2.3628235,1.1341419,-1.8381721,-0.3473699,1.9963415,-0.3253727,-0.12861209,-0.065505385,0.8416539,0.12922345,-0.025468767,-1.7267472,0.22411151,0.9519268,-0.34967777,1.30943,0.7273556,2.2018242,-0.25403318,0.17509618,0.25165752,1.0508256
NCI-H2141,0.2821182,-0.7895052,-0.06138037,0.13132206,-0.042127945,0.28378803,0.6231444,-0.051646072,0.07989016,0.104703695,-0.25377208,-0.03288105,-0.37100816,-0.0232472,0.0019441713,-0.8294036,0.27249867,-0.46692896,0.21616712,0.17626984,1.1157638,-0.10555489,0.43251696,-0.31661898,-0.6285564,0.39390913,0.09827618,0.28742146,-0.36611295,0.046740174,-0.10241107,1.0587054,-0.02199623,-0.026573356,0.19381052,-1.5961791,0.780047,0.12929715,-0.41336557,0.979226,-0.01582051,0.43192744,-0.34075716,0.9100032,-0.9389009,-0.79600847,0.58070976,-0.016573945,-0.76966006,-0.18395123,0.0037110597,0.4726419,0.06943083,0.604208,-0.24748857,-0.2580513,0.13155401,-0.0995516,-0.5417254,0.19291177,-0.10310303,0.93706423,0.91840994,0.2725787,0.110872746,-0.6725604,0.20720032,-1.0213886,0.050362974,-0.5066326,1.37582,-0.62202185,-1.3283162,0.26384896,0.068128675,1.588165,-0.7328815,0.62420684,-0.29022792,1.0024196
KM-H2,0.20388979,0.18596883,0.43624857,-0.29402292,0.6539333,-1.4381745,1.2555543,-0.76663625,1.9369445,-2.6632519,-1.4130754,-3.6751862,1.7744205,-0.17290847,1.8964324,0.92842656,-2.4917932,-1.012628,-0.22997299,1.7778972,-0.81281,0.87843174,1.983419,-0.3076005,0.54833513,0.9911121,1.4207408,0.18774267,-0.52013755,-0.36151877,-0.9378682,1.3392451,-0.3017517,1.8768942,-0.6680076,-1.4556575,0.7131998,-0.2489228,-3.9184113,-1.4894933,0.140107,1.7785635,-0.9257573,-2.592407,-0.31292003,-1.5681891,-1.0227731,-0.65650123,1.6096733,-0.18313316,3.5081184,0.45039114,1.051478,-1.051945,-1.1037359,2.5630147,-0.8641606,-1.3633143,0.04647751,0.2599973,1.7507014,2.0450492,1.3712691,-0.26680678,-0.30040592,-1.1416676,-1.5525651,1.3075995,-2.5966375,-1.1115279,-0.50679874,-0.5003664,-0.10479207,-2.106941,-1.499229,0.8524291,1.6754895,1.4715867,-0.26701346,1.9899628
OVSAHO,0.42832994,-1.8472655,-3.5163958,-2.7732458,1.3875327,1.9993013,1.040303,0.99915874,1.5172648,-1.6919554,-3.3174448,2.0777073,2.0174544,0.044106215,0.45659828,2.9100003,-1.372329,0.2482834,-1.3456998,1.9452854,-0.30457494,-1.83248,-2.1110091,-1.6237303,-0.08501809,0.62017095,0.3124355,0.03556551,0.8166707,2.868649,0.09397628,-1.672784,1.5673598,1.2831647,-2.1657245,2.293087,-2.7823713,-0.098696135,-0.80340606,-0.90046775,-0.5166229,-0.32504037,-0.013265848,-2.8826487,3.4907768,-0.088142365,1.1756167,2.4096313,-0.45669293,1.8189017,-0.13687035,-0.07457162,-0.11158481,-1.7609992,0.9897809,-0.24567068,-1.4089193,0.89491624,0.6670431,0.767694,-1.3870258,-1.1621448,-2.7759771,2.4382842,1.3242813,0.22084299,-1.9428126,3.083694,-0.19600786,-0.93676287,-0.007833667,-0.23655231,-2.1288388,-1.7328777,1.1861892,-2.129937,-1.4296728,1.3111354,-0.114356406,0.8865485
KMRC-2,0.59845245,-0.029526282,-1.2697358,-0.5391743,-0.17531568,1.0984044,0.46398816,0.11162291,0.08529039,0.875091,-0.46888313,0.63803273,1.5306995,-0.7821102,-0.02730826,-0.1345878,0.98488045,-0.7957115,-0.07254726,0.17544463,0.3032641,-0.48036554,0.3823382,0.8617307,0.417422,-0.52926713,0.812986,0.7417476,0.5752796,0.28286764,-0.7521361,0.51282614,0.6474345,-0.8685702,0.84163654,-1.0988861,0.119754344,0.18708819,-0.11063062,0.1286586,0.07268703,0.6688358,-0.81638676,0.20922366,0.64001364,0.05666766,0.99065524,-0.5725767,-0.64031565,-0.61941195,-0.3273057,0.8536011,0.26679885,0.60841894,-0.68587637,-1.0400708,0.36820427,1.374508,-0.19962522,0.016467065,0.07616413,-0.67834175,0.39218882,0.43239692,0.4729164,0.05029243,0.26749712,-0.9049323,0.037063327,-0.6958407,0.45451,-0.9387628,-0.8770262,0.67025185,0.8247522,1.2279675,-0.8421489,0.5590286,-1.1402775,-0.49076903
Panc 05.04,-0.9268742,1.0349083,-0.10037911,-0.6414939,0.008625597,0.6970754,0.37963212,-2.7997115,-0.95127517,0.023569047,2.7287092,-1.5840036,-1.2070916,1.9207644,-0.8848018,0.26842895,-1.3969234,1.1199253,1.33774,-1.0069501,-0.5334409,-1.0126965,-0.22456878,-1.4617085,-0.063710466,-0.28605428,-0.85780287,-0.7979382,-1.9528365,-0.91034096,0.58570915,-0.9135959,-2.5968764,2.5300577,-1.1711556,1.2602057,-0.1054564,-0.7030666,0.6263664,-2.0983462,2.6082463,-1.6515005,1.3323436,-1.4484752,-0.88173777,1.2781849,-1.1890386,-0.7038383,2.018204,0.95078427,0.05024048,-0.23592177,0.47464445,-1.4362353,-0.636531,1.2740899,0.4163312,-2.772758,1.6378192,0.98311,0.6152033,-1.1706632,-1.350122,-0.67864585,-1.3358521,0.65325016,0.11691472,-1.0714948,0.14515513,1.0093225,-1.2608726,0.2643037,0.6408412,-2.9678342,-2.0323439,-3.5269163,1.0367109,-0.12407124,-0.6414106,0.6240375
NALM-6,-0.2906186,0.105653875,-0.44734457,0.16820547,-0.46747437,0.31799906,0.35656044,-0.39074248,0.45038348,1.1443698,-0.50577396,0.059409644,0.1460272,-0.16867751,-0.26664886,-0.026578575,-0.18175754,-0.57478845,0.26132995,0.25402388,1.3872467,0.4614326,0.7002655,-0.08251968,-0.6576048,1.4212242,1.1314594,-0.09327269,-0.16928136,-0.3352295,-0.37690055,0.79941404,-0.189212,0.19971338,0.1790572,-1.8310294,0.515245,0.35774726,-1.0038173,0.87971777,1.2754157,0.66404825,-0.881203,0.9992899,-0.79670215,-0.54637885,0.70738,-0.17661393,-1.0345286,-0.4925802,0.13296199,1.3582244,0.110869735,0.84837264,-0.75371474,-0.5344246,0.13312055,0.6026748,-0.58466303,-0.24792919,0.48561344,-0.034215122,0.77271545,0.18239076,0.61492336,-1.1190004,-0.119956456,-1.2976956,0.5151267,-0.42095703,0.53965604,-0.87110156,-1.3143947,-0.43066832,-0.61274266,1.4361633,-0.67584056,0.67162025,-0.55601454,1.0418079
LC-1/sq-SF,1.3603163,-0.7988709,-0.7872825,0.2051504,-0.023878578,2.0175936,-0.85585505,1.4471256,0.3050516,2.3948753,0.80993986,1.872324,0.54506785,-0.48469892,0.63905394,1.2654967,0.9314762,-0.6657269,0.6920648,0.189781,-0.26007575,1.509857,0.50930214,0.39083484,0.49350154,-0.70792925,0.95883256,1.8724636,0.82968706,0.008998226,0.8521816,-1.6904709,-0.06543138,-0.6206132,1.627345,-1.8790592,0.4598431,1.7150334,2.0121083,1.4867418,0.021677226,-1.3958844,-1.4133546,3.3180225,2.2490487,1.7792982,0.8334687,-0.7866187,0.035199136,1.3845868,-1.4644814,0.43569204,0.5598721,1.60232,0.32283288,0.0017511277,0.18189651,1.2373167,0.6550259,-1.2355385,0.94030535,-0.3771602,-2.1818683,1.1918498,-0.22794719,-0.5003518,0.8426112,0.3839841,-2.926823,-1.0685947,1.1436954,-0.67948925,0.5496369,1.2445623,3.160282,-0.51518875,0.11471118,-1.7508467,-0.0740789,-2.6484416
CHL-1,-0.55729234,-0.60999,-0.7365221,-1.853852,0.6893954,1.4801743,0.29562965,-1.6993176,-0.016252447,0.8143757,1.1217059,-0.0637207,-0.44783613,2.4263377,-1.3928128,-0.002847381,-0.0483858,-0.41274342,-0.3002155,-0.3351627,-2.7067814,-1.3453528,-1.0929282,0.4169339,0.8203567,-0.46225405,1.1106644,2.1847036,1.2966647,1.3572317,0.77332073,-0.008783996,1.4302187,0.9343495,-1.2065191,2.1246433,0.60081124,-2.5920324,0.8780288,0.26099527,1.6095262,-0.5372216,-0.59997976,-1.4004242,-1.2640916,-1.1318458,-0.13477942,-0.25941688,1.4535491,0.10959539,-0.8474363,-1.9493022,0.7583175,-1.273841,-0.45190638,-0.4226458,-1.7281227,1.3482059,1.0003846,1.3600172,-1.7932476,-2.1100159,-1.1894557,-0.07405916,0.97328085,0.1116588,0.40522066,0.8745784,0.4873196,-1.184018,-1.0795583,0.35105884,0.43890435,-1.2195846,-0.9371563,-1.687932,1.1351991,1.8257381,-3.2478075,-0.5052167
Hs 840.T,0.33494824,-0.75132936,0.107687615,0.054615974,0.12576295,-0.0354169,0.092131376,0.01253847,-0.014869913,0.17127797,-0.25812498,0.4571783,-0.28716043,0.04433003,0.021256022,-0.60290533,0.0052113794,-1.056828,0.18053605,0.22845691,1.083317,-0.15119186,0.5929246,-0.18350437,-0.3347076,0.35104963,0.08734387,0.18895775,-0.3643678,0.29490015,-0.17101242,1.0294641,0.07055046,-0.08377542,0.13021253,-1.4579828,0.77978617,0.015884068,-0.6090445,0.905736,-0.07915696,0.16433434,-0.17084399,1.0629337,-1.0716084,-0.81834954,0.84685344,0.04029558,-0.7341382,-0.17130226,0.10478977,0.7794907,0.23794323,0.5343058,-0.12749878,-0.22991204,0.07339594,0.15617062,-1.3199759,0.17521712,0.16195638,0.9008371,0.91143733,0.29332146,0.31887302,-0.6697545,0.19033669,-0.9622312,-0.07691229,-0.6917653,1.1018465,-0.4810434,-1.3875451,0.24509814,-0.3765185,1.5874867,-0.51584184,0.5383391,-0.28062624,0.7854037
NOMO-1,0.30351925,-0.6877433,0.16256936,0.04414383,0.31547242,0.051963944,0.5524427,0.038344428,0.12598011,0.31680274,-0.14749941,0.25951228,-0.06730054,0.023929061,0.05211184,-0.49594337,0.053491965,-0.39386666,0.46051043,0.021958351,1.077543,0.05416503,0.44738305,-0.016185999,-0.11970891,0.45859408,0.19711365,0.27895805,-0.39371023,0.075094,0.13842006,1.0538417,0.054083273,0.19249351,0.036588363,-1.3882012,0.5811426,-0.0845094,-0.42576343,0.9307472,-0.048157286,-0.046371758,0.19389461,0.95304096,-0.7592229,-0.81751835,0.65951526,-0.16256116,-0.709249,-0.16885997,0.08215749,0.6793515,0.11930079,0.48431173,-0.34934053,-0.1301599,-0.055568907,0.13875629,-0.2500909,0.1006656,-0.20386034,0.9799996,0.95936286,0.32562402,0.09870389,-0.51777494,0.17731664,-0.84236056,-0.4585682,-0.812904,1.268077,-0.4612938,-1.0330684,0.2015561,0.013450876,1.6623229,-0.4762811,0.3441255,-0.3621931,0.7539465
SNU-182,0.29373613,-0.63841915,-0.021181203,0.025416352,0.14549454,0.5020843,0.25617367,0.0497726,0.05887635,0.27240968,-0.26021296,0.117059305,-0.4322863,-0.06008509,0.07427244,-0.66931885,0.16185573,-0.8665904,0.11769358,0.24665895,1.135839,0.103661425,0.24741475,-0.8392459,-0.6106383,0.27764377,0.07741006,0.23922026,-0.39634225,0.04620064,0.27756298,1.0598599,-0.0056203157,-0.025769182,0.22918609,-1.561191,0.83230966,-0.085298456,-0.40043133,1.1072435,0.0039557917,0.12059505,0.2303808,0.24641418,-0.74137866,-0.8106499,0.6665554,0.026730685,-0.7914725,-0.19543077,0.047101006,0.628913,0.036614414,0.6421991,-0.02620057,-0.24848425,0.12776497,0.24728085,-0.5783644,-0.008768287,-0.0894777,0.94231135,1.162249,0.4173391,0.1047636,-0.8292147,0.2350157,-0.6653892,-0.44052577,-0.42518133,1.3391339,-0.81426823,-1.0966694,0.31856698,0.002373822,1.7225972,-0.83545226,0.4608624,-0.2725351,0.6892702
AM-38,-0.7485522,0.21470024,0.056193143,0.36076254,-1.0938356,-1.556856,0.15391666,-1.3000646,-0.11918515,0.22030845,0.41669726,-2.9452262,-0.3232893,0.014534452,-0.3665487,-0.9981467,-0.20737027,-0.6234599,0.5403435,0.08670975,0.3227916,-1.3582097,0.2803529,-5.0269067e-05,0.37143588,0.44818795,-0.59769803,-1.7383381,-1.434058,-0.71694773,-0.6196495,1.5129834,-1.9973376,0.93974966,0.51401526,0.047689945,1.3086007,-1.5672344,-2.1115391,-0.9650845,1.902905,1.2811776,0.41080365,-2.017983,-0.8543366,-0.64165753,-0.7752196,-1.1557964,0.49210322,-1.4978356,1.5553542,0.78936213,1.7363411,-1.2544124,-2.0264406,1.283774,-0.4961877,-1.4866444,0.30186543,2.5004103,1.1519847,1.0566324,1.5065746,-1.564019,0.13610871,0.9823669,-0.12375735,-0.14583841,0.41075248,1.2566688,-1.0505248,0.062821,-0.48756397,-1.6086287,-1.7925009,0.3410216,0.588826,-0.6089443,-0.84980476,1.0719111
JURL-MK1,-0.54166806,0.03103807,-0.7960686,-0.23213299,-0.51148176,0.6460831,0.14441496,-0.26156417,0.15482767,0.7787135,0.020638036,-0.09478943,0.01663965,-0.15836139,-0.22794992,0.0074739754,-0.3240305,-0.38621694,-0.004562023,0.027005047,1.1251047,0.6854966,0.68797916,-0.05106175,-0.9545318,1.4684613,0.85058236,0.23310275,0.06451586,-0.43313915,-0.109149545,0.24378319,-0.23433669,0.49833047,0.6530514,-1.7370481,0.65554595,0.10087031,-1.4028499,0.88716686,0.9614751,0.60278356,-1.374577,1.1896902,-0.8293842,-0.44291297,0.39900362,-0.23367284,-0.89673334,-0.8145674,-0.028265975,0.9213217,0.38204995,1.0592992,-0.5305144,-0.5120345,-0.46955067,1.0492725,-1.4420539,-0.10483408,0.10087758,-0.8827203,0.81791997,0.07633973,0.13403922,-0.6852627,-0.3179492,-1.2914795,0.23691916,-0.99796546,0.37848964,-1.126007,-0.7572759,-0.15276462,-0.6928348,1.4965565,-0.6503639,0.08293408,-0.42780754,0.87919754
MIA PaCa-2,0.05011736,0.034576952,4.2122536,1.0632795,-0.2080792,-1.5259995,-1.5402112,-0.81212354,-1.7124009,0.8399771,1.7344313,-2.4511218,0.097375706,2.2474203,0.022714026,-2.3509922,0.6334719,-0.14828734,1.3128452,2.0871153,-1.6148425,0.9942409,1.0667403,1.3740048,1.7175336,-0.9421228,1.1168592,1.516842,0.2545274,-0.94509006,-1.9584509,0.81749135,1.3917152,-1.9842703,0.26185668,-0.16673115,2.6105778,0.22367163,0.65021765,2.201967,-4.1796036,1.775438,0.26257628,1.4964643,-3.1042771,0.23956044,-2.2086363,-1.0171238,2.527794,0.39848495,-1.5156221,-0.81885916,1.9451668,1.5915166,1.5260241,0.23561847,-0.65261084,-0.018274993,0.15368465,-4.126413,0.33734813,2.7520046,1.5136039,0.37679684,0.38505962,-1.8258064,3.9661648,1.4603641,0.12326178,-1.7840067,-0.87912893,2.5010457,3.9059951,2.4435284,0.5234044,1.546071,2.4448996,-0.30948246,1.0941684,-4.1500216
PCM6,1.2553087,-0.45026025,-0.1382481,-0.6713166,1.1542813,0.25529245,0.07556239,0.6896527,0.15017594,0.06498337,0.034166068,1.0478567,-0.87408465,-0.11217284,0.52215683,-0.31991017,1.033934,-1.1673567,0.63347167,-0.41176218,1.1851684,-0.43650246,0.64211345,-0.4278599,-0.82905143,0.5315261,-0.3147062,-0.6869378,-0.78988165,0.27909428,0.8437574,0.5591927,-1.1513828,1.2186248,0.050438687,-1.428361,0.4877323,0.3059415,-0.77241707,0.99552405,0.12640423,-0.14464864,-0.015321065,0.475106,-0.21595141,-0.34823084,0.6055484,-0.4358908,-0.8790782,-0.93366534,1.7351379,-0.17600289,1.0772958,-0.2480368,-1.0406673,0.11858772,-0.85842013,0.024466842,-0.5577344,0.85476416,1.0053644,0.6733499,0.5221052,-0.21556574,-0.3789171,0.50581014,-0.9526995,-0.34918112,-2.9703224,-0.7354807,2.2154038,-0.42942175,-0.83586174,-0.48581904,0.5497476,0.41233265,0.33823764,-0.44387427,-0.9641389,0.8583923
JHH-4,1.0334008,2.610321,-0.55829096,0.76627874,1.8559147,0.40158835,-0.5455339,0.31889367,-2.1041658,-0.4716162,-0.118582115,0.91829884,0.3302827,1.1378475,0.73064685,0.34622043,1.3878498,0.5176474,-0.64676726,-0.6938185,-1.2680461,-0.3004105,0.6268354,1.2167289,1.4139881,-3.321081,-0.3926687,-0.30298835,2.3868723,-1.2811755,-0.19049512,-2.1863174,1.6869743,-1.7768459,0.50727963,2.7198176,-2.1998131,0.73015106,2.0562327,-1.5886841,-3.2512727,-2.332019,0.59817195,-0.86468923,1.5155363,2.099726,-1.2682898,1.1969633,0.9483025,0.7461673,-2.1742275,-3.4759755,-1.6004636,0.69050235,2.6636236,-2.796555,0.7673528,1.5745803,-0.14522575,-3.466323,-0.543944,-2.1817694,-1.5936558,0.60447896,-0.4411924,0.6213324,2.383654,2.4299214,0.5837427,0.11198298,-1.6756991,2.2423475,3.0100021,0.75029963,2.3428314,-4.1357074,1.0941199,-0.6179753,0.9236039,-5.4627633
OVCAR-3,-2.2666934,1.0945978,0.039447226,-0.73049426,0.2276558,-1.33313,0.5076422,-1.3201677,-0.12903443,-1.7694992,-0.5266585,-2.433141,-0.008840665,0.60144955,0.17645308,0.82320607,-1.3766387,0.25768492,-1.4577409,-0.28418666,-0.33947068,-1.2367702,-1.1832955,0.023376629,-0.61087865,-0.56174475,-1.5417786,-2.895841,-0.23648211,0.082823396,0.47417697,-0.8289931,-0.40484333,1.2764455,-1.4643027,2.1338358,0.2905367,-1.3092062,-1.2941664,-2.2603319,1.5380477,0.17998926,-0.16558784,-2.8971775,0.5183515,-0.84003454,-1.1742295,1.3102822,0.769053,0.47601414,0.68736035,-0.5151512,0.553234,-1.475015,-0.144036,1.2593071,0.17502081,-1.8874683,1.289901,0.8795624,-0.62834144,-1.9888971,-0.09214078,-1.0867152,0.3059553,1.2631412,-0.4527308,-0.14179027,2.908629,2.455704,-1.9508811,-0.035706535,0.017347135,-1.917848,-2.203516,-1.5649211,0.15159217,1.8043022,0.19490138,1.1335601
