,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111
HPAF-II,15.231146,3.6575005,-3.5580883,-8.950483,2.9231043,-1.1882421,-6.6833277,8.53242,-5.981425,2.3449075,7.0587797,8.883534,3.4423156,4.992961,-6.613822,-3.8930156,-0.4731691,9.691267,3.1820536,1.6942152,5.5582647,-6.7687407,-6.2522626,-4.4974976,-9.432549,0.24766779,-4.38633,5.349177,-5.2437353,-0.6020344,1.04673,-0.042634595,3.9714413,9.718153,4.019513,-6.0563107,-0.88049227,4.9815197,9.76323,-5.3852305,-6.431503,-5.2538056,-4.241131,14.07215,-4.714976,3.0958974,-4.4765015,5.558042,-4.4041247,-7.010857,9.246357,-4.194647,5.3211007,-10.970614,-2.5371222,-4.839904,-2.610078,-7.976198,2.4993124,-11.1852865,1.4500505,-1.4888928,4.1845107,0.03890324,-5.491071,3.347646,-1.0884916,-7.3136954,16.648933,5.872714,7.8181567,3.097683,-6.3349624,3.0982566,6.117989,-2.7872777,-14.111582,-2.3862748,-12.165825,4.559248,-2.6714096,-4.5201125,-0.5007342,-5.5938215,-14.294112,-2.5737057,-1.6946437,3.3606257,-5.811655,-8.141255,1.8031784,-1.9811665,5.8397927,-14.467617,4.3660707,-2.0310998,1.3429117,10.132806,10.26612,2.6001709,0.8648041,-8.572165,0.60546476,-5.26899,0.28812915,0.16385865,8.412813,-3.5004916,-10.332427,3.111242,-0.76775765,6.284684
NALM-19,-5.8929753,-128.2751,99.31287,59.17444,-80.664604,22.245058,-25.004934,-93.89615,53.64514,19.656567,-51.628906,10.516241,-94.5912,10.330374,-30.090752,-8.834153,53.540386,-14.45684,-6.1615963,115.87419,94.1166,-22.889652,38.41213,-4.332885,-0.20426713,-105.94181,34.111534,68.34325,-72.6996,60.177544,20.657679,-51.973476,-116.53083,-49.02997,-52.63408,39.19506,94.67542,-33.121212,-25.01121,41.889793,58.82665,-32.73733,-8.096964,-141.64949,97.71232,-61.93823,-52.202244,31.266254,6.615616,107.670616,-39.92085,79.23311,-151.35454,78.352196,-29.363955,-102.89955,59.44601,119.628204,27.656717,1.3718922,-58.24019,-22.749956,-23.794567,-93.560905,60.93718,75.15412,-4.6446247,37.663303,-18.692991,15.011796,-149.51958,69.58003,13.361336,75.29831,-56.288914,53.90319,62.493755,-103.63092,-9.2071495,-7.561255,17.194141,75.69493,-97.51576,83.52234,65.42599,45.375916,11.852837,21.748438,-23.775652,116.31571,16.92409,54.213463,30.812769,-39.260887,110.51225,124.89243,71.66947,-27.43246,-97.77287,-158.07326,25.272854,3.429541,-60.123974,69.5093,-99.59492,-39.079018,35.12454,-73.03354,18.635506,59.772064,-15.610287,33.142845
OCI-Ly3,-11.347972,-105.4461,82.89579,53.52468,-71.73386,24.773323,-19.130905,-83.46864,50.59484,9.194576,-49.59082,4.5973244,-79.834305,3.4662316,-22.387724,0.35930216,40.06274,-18.280844,-11.405833,94.416504,78.41151,-16.770044,37.98221,4.2654786,5.7480845,-86.93966,32.605934,55.212246,-57.79489,45.949203,12.738732,-40.442123,-96.11509,-44.3418,-37.15164,35.953777,77.07808,-23.91409,-22.633287,41.55265,52.852627,-23.311514,-8.517288,-125.34689,88.030426,-56.75623,-37.81836,21.442366,12.551425,87.0726,-40.68838,64.03053,-132.01033,65.43004,-16.815313,-88.49674,45.681526,102.66597,20.159801,4.7839837,-45.44754,-12.145033,-24.357395,-73.99999,50.928467,58.995655,-3.3436086,40.75442,-21.898338,6.2626348,-124.7266,57.208813,18.843615,58.084465,-53.014786,43.82626,59.471912,-85.67364,-1.2804984,-2.4974537,20.917086,67.08013,-81.26389,65.46307,59.508965,36.533558,7.4472256,21.175539,-16.938387,98.91302,11.453883,42.51644,21.46179,-31.819258,89.72076,102.11384,56.74218,-28.969301,-88.98659,-131.18614,22.620495,9.635808,-47.483818,56.8443,-82.18989,-31.040545,27.800905,-59.561676,22.526062,46.003357,-5.8205523,22.869791
SNU-719,18.076895,-1.9308872,0.76310307,-5.8291183,-4.9155416,-0.8187237,-8.893745,3.0911484,-2.6578248,5.773399,3.9057739,12.567106,-1.1321955,5.8802004,-9.680512,-4.307264,2.2584512,10.164179,3.5249732,11.184361,16.549196,-13.167415,-6.1275883,-6.4166956,-13.411462,-6.409374,-0.093300864,10.663746,-10.567444,0.8783485,2.3292506,-1.0777309,-4.0910068,8.018311,-1.0805017,-0.10828872,3.8194687,7.576549,7.9741335,-4.449711,-1.7759343,-7.76006,-9.234747,5.6768246,1.9474171,-2.2396834,-11.460504,10.979951,-6.0426126,-1.7396259,6.733637,-0.44905812,-5.0185585,-6.101858,-5.152641,-17.872023,-1.9979697,-2.6825378,5.4599147,-12.53167,1.4674507,-3.6572375,-0.76305616,-6.1623096,-4.4172387,11.016101,2.979726,-6.477227,14.534994,8.0971155,0.38192677,7.9794216,-4.259307,8.160102,1.6529984,-1.4449083,-11.579667,-11.262235,-17.134844,8.548168,-0.21601371,5.37299,-7.5275483,-0.85188854,-12.960016,-2.1501527,-2.2710207,3.9568543,-8.380535,-4.3378263,-0.8802339,-1.7713237,9.971221,-23.010002,12.131998,8.08204,6.8951163,7.904428,6.074082,-7.982673,7.0017757,-11.238613,-4.5436034,-3.76757,-7.082762,-3.8480482,14.459628,-8.1072645,-9.724752,8.209906,-1.4696162,11.044748
BICR 56,-0.9466338,22.327085,-21.299648,-4.7501464,13.731006,2.0710049,7.5148168,8.546145,-8.20942,-8.740751,6.2573304,-5.635139,16.048649,-5.760924,6.7039495,8.896917,-15.391828,-4.434415,-7.552677,-23.91491,-14.617039,4.7915254,-2.168964,4.615411,2.8518448,20.523605,-2.7832167,-14.6254015,14.380962,-13.572062,-3.2296977,13.472947,23.138472,5.5808635,15.669387,-5.1803102,-14.148237,10.774542,0.5341891,2.8435464,-12.71061,8.192926,-1.8308709,25.423845,-14.57589,10.125669,13.171127,-9.2855425,3.6493907,-21.622225,0.8364616,-17.231895,21.02717,-19.402548,11.898098,14.359288,-19.892473,-23.52772,-11.207071,-1.7131594,11.209649,6.8284025,1.4502738,16.457201,-13.275129,-18.16168,7.263359,-2.866297,2.2598639,-5.7698035,29.904356,-16.539793,0.08436868,-14.884906,5.343178,-8.843153,-8.782104,20.778849,5.10897,9.756458,2.1164534,-9.99236,15.785016,-22.151964,-13.926052,-10.334981,-2.5183647,1.9778234,5.1860666,-21.72279,-2.790819,-12.55164,-8.690098,-3.4694426,-22.614902,-29.020063,-18.400736,1.9487351,15.302289,31.352962,-3.7064345,0.26956838,16.295536,-14.793375,19.806358,12.709686,-4.414452,16.152744,0.5182358,-15.437515,7.3362265,-6.1128573
Hs 870.T,-4.557854,13.886259,-1.746853,-14.914085,19.987581,-9.705303,0.2828605,24.277695,-10.311383,-4.9786572,9.027395,-0.7084469,4.7989707,6.299312,3.381128,-5.2226486,-2.9736888,4.1094747,6.70273,-23.230139,-32.76238,17.168465,-8.665086,5.181605,8.350332,11.910775,-15.510323,-11.547859,7.538425,-1.0399852,-8.960784,-7.184824,17.713589,13.054134,11.13229,-18.03581,-12.495342,-15.628408,16.108109,-12.867132,-10.739838,6.4796014,13.809603,22.574133,-18.699238,11.257508,11.053753,-11.7702465,-0.3217749,-9.503351,12.14679,-5.155053,28.021364,-16.578493,3.633804,33.93682,3.7540345,-2.4294114,-3.7197762,-2.76341,-1.8618191,3.9704487,19.226,16.26235,0.7577825,-13.385732,-17.999832,-5.8073196,9.473842,-3.1998196,16.274817,-6.5992703,-9.069506,-6.9953628,15.315981,-0.6106022,-9.839252,24.816122,8.395144,-20.374146,-10.282186,-30.613482,15.45307,-4.8625436,-3.386593,1.2126395,-1.1682667,-4.522997,9.978512,-10.664012,9.145443,3.2135026,-4.6271696,33.88002,-16.739594,-18.954897,-10.204334,10.987772,14.262389,23.11789,-16.04787,12.211972,7.1964784,6.6983666,15.858335,4.4806128,-15.634027,10.230308,-4.10364,-15.1586685,1.9403757,-9.587454
Calu-1,1.2736162,11.127512,-5.052581,-11.987734,16.383072,-8.190604,-0.57313,18.514948,-10.019165,-0.6525727,9.21558,0.55838865,5.7922974,4.8477926,1.7759068,-5.3311834,-0.918874,5.049351,5.804201,-14.949849,-20.281546,10.186092,-7.922231,-0.10633229,1.2033516,8.758678,-12.683815,-7.3568797,5.6892953,-1.0197259,-3.0734754,-2.553913,13.533177,10.596182,6.595154,-14.014698,-8.555145,-8.38772,11.340788,-9.914568,-10.767859,1.636141,9.030638,21.767168,-15.899971,10.673265,6.3392296,-5.7050114,-2.7247958,-8.428566,12.147636,-5.654475,22.524754,-12.85291,-0.3837436,23.726181,1.2626463,-7.0960674,-2.3763351,-4.519831,-1.0567746,0.23449276,14.157007,10.344903,-1.851862,-9.736676,-11.187594,-8.588615,10.718131,0.8418165,14.424879,-5.5699387,-9.428044,-4.2686367,12.386526,-1.7760488,-11.701814,17.025637,2.5507736,-12.5378,-7.948669,-21.90126,11.345543,-5.8168964,-6.694787,-0.48922855,-0.58316296,-4.024627,4.043394,-10.914308,6.460232,0.72261655,-1.2481447,17.311108,-11.446194,-15.069454,-7.750035,9.975557,13.9635935,17.831879,-10.689896,2.6337545,6.428907,0.46705845,11.829636,4.738542,-8.35594,6.4936256,-7.0161457,-10.134477,-0.50552493,-5.0666947
COR-L51,13.068357,-16.406445,14.171949,-2.5525863,-14.605313,2.5335546,-12.789432,-7.419527,6.4121027,6.1525884,0.12548132,10.608738,-15.137514,7.264081,-10.767815,-1.0986856,12.096344,6.9959373,5.8094654,23.24254,20.48792,-10.502824,-1.6509695,-0.58488154,-3.0452824,-16.79416,3.3475347,18.535141,-16.97264,8.421944,-0.07263161,-7.58146,-15.833333,2.2910752,-4.7192497,1.53666,11.718529,0.81025434,7.7094283,-1.3475173,8.194487,-11.8231535,-6.549485,-13.950957,14.01276,-10.578963,-16.971071,15.459972,-3.0205946,12.930993,0.07449122,11.154934,-21.688353,5.220995,-1.8064777,-25.014292,6.218475,14.168341,9.937264,-14.405219,-5.704295,-4.4178643,-1.0036837,-11.6541605,9.690321,16.474081,-1.1783406,1.6327289,4.1940274,5.738731,-20.535786,17.929754,-0.364576,11.336852,-4.9496307,4.1438046,-1.9433817,-21.993685,-13.510713,1.4133906,2.4769278,14.731036,-17.631388,13.487423,-2.9094253,3.1405432,-3.7820923,1.5909388,-9.215992,11.212983,-1.4040921,3.7788444,14.164668,-15.676573,20.86604,25.1284,18.083687,3.6304007,-9.0176325,-28.036669,8.646857,-6.131267,-12.74811,7.7356954,-16.933819,-7.25824,13.275157,-17.87399,-3.1926122,9.433141,1.9856002,7.86596
HCC1569,3.417935,4.3630567,-1.4895681,-5.017155,4.0350847,-3.9617167,-1.9484792,7.2716618,-3.782057,1.1037302,3.207284,3.646132,1.3356721,2.3484018,-1.0019131,-2.0227888,-0.00040331855,3.548627,2.1125507,-3.3648918,-3.2630382,0.28169498,-3.5613322,-0.44903573,-2.5106645,1.7753098,-3.7433202,-1.1848216,0.618175,-1.4722257,-0.6961031,0.01426736,3.055124,5.6104393,2.7562335,-3.7025893,-2.7977028,-1.1698114,4.900029,-5.5621243,-3.3622925,-1.3097537,0.75285167,8.707276,-5.1120157,3.493794,0.029517796,0.028002117,-1.0583057,-3.2257328,4.394426,-2.7695258,7.6726084,-4.4123254,-0.41035137,5.388396,-0.985665,-3.219453,0.5813768,-3.4883866,0.81593025,0.037309125,3.7427251,3.234568,-1.4225761,-0.7476909,-3.4006112,-3.322322,4.2442927,1.3233198,5.2070427,-0.47483617,-3.2703745,-1.1159468,3.8396144,-1.0955629,-5.25385,3.7941885,-2.1824324,-2.6132317,-2.2468603,-5.697953,2.5214503,-2.9160488,-4.494276,0.11922781,-0.656867,-1.6265043,0.30234113,-5.1567717,1.3034995,-1.0114206,0.993996,1.7780579,-2.2321568,-3.629534,-1.3297523,3.3725975,5.478683,5.116252,-1.7696536,-0.7568749,1.5480862,-0.5305217,2.3492255,0.47897637,0.09564711,1.0624837,-3.286735,-2.7735827,-0.21196747,-0.30739278
NCI-H446,0.7381113,-7.682084,5.17715,0.9685572,-4.6849346,2.8303747,-2.8898268,-5.5877705,3.5492597,-0.7446125,0.11536192,0.45992067,-7.1966805,2.204454,-1.2957984,2.5282366,4.3742676,-1.4106767,1.6208714,7.2959523,3.3693807,0.78734857,0.7455197,2.3957984,4.847876,-4.8106804,1.3718685,6.305944,-5.01175,3.3293598,-2.5371802,-4.1705766,-4.457722,-1.5430565,-1.4611058,-1.1883492,4.099201,-1.1689985,1.7141385,2.7756174,3.9404538,-2.6188812,-0.9984891,-8.004676,7.0698266,-4.304794,-4.1458697,4.5232816,0.2723282,5.7230415,-1.9944535,5.4202194,-10.180263,1.5514468,2.652669,-9.190697,1.733338,7.381452,1.6112745,-6.0136514,-3.080782,-1.0736159,0.036950313,-3.1162066,5.4985623,2.704657,-0.5245091,2.2143846,-1.8578606,0.8924648,-9.651035,6.003509,1.0365148,2.0616298,-3.3698204,2.381448,1.4766657,-6.4111853,-0.06039651,-1.3057896,1.2217115,5.5756216,-5.6875696,6.791835,1.0863286,0.78420335,-3.3040192,0.68050057,-3.06996,5.6727347,-1.0583968,2.1373584,4.010062,-1.0323511,5.34339,8.630428,6.0251,1.0519913,-5.266629,-10.515126,3.532707,1.2332916,-4.195072,3.8813424,-4.2997274,-1.5255771,0.9019768,-5.1797,1.5212764,0.69016343,3.397099,-0.12865263
SH-10-TC,3.6103063,5.463553,0.14811355,-11.074127,11.403171,-7.6393228,-3.6130686,16.020796,-7.8109155,1.3997995,7.6213493,3.6634707,1.7026659,6.4595833,-0.79953045,-6.915852,2.67446,7.3744116,7.3048344,-7.184741,-13.697869,6.6409388,-7.3008294,-1.3529676,-0.82180655,3.0015008,-11.243634,-2.1001472,0.80258226,1.8649025,-2.3978353,-5.33372,6.9845,10.017998,3.7072346,-12.00087,-4.9253535,-9.08148,11.522715,-10.773843,-7.2209496,-1.5708858,7.42325,15.341532,-11.180486,7.568537,1.9683388,-1.99036,-3.2810931,-3.6493378,11.591461,-2.0085921,15.616948,-8.2907,-2.841714,16.836573,5.2974133,-1.7421031,1.2529234,-5.364638,-2.9359565,-1.1461201,12.388861,5.839287,0.71415144,-3.425261,-12.238288,-7.2919407,10.83351,2.9357955,6.8507223,-0.24223134,-9.022854,-0.82655317,10.434935,-0.10881483,-10.316169,9.735897,-0.820208,-12.600103,-7.742311,-17.861341,6.3938093,-1.3324256,-5.1710815,2.0085647,-0.49927273,-3.9110694,1.3291746,-6.0928884,6.4266233,3.2712896,1.7601902,13.969116,-3.9348803,-6.7573986,-1.6487215,9.5804405,10.230762,8.6742325,-8.163855,1.5100209,1.8730545,3.0410638,5.8991795,0.8744548,-5.043916,1.3350698,-7.6328793,-4.975283,-1.8837215,-2.4592843
Malme-3M,-1.0360317,7.2952228,1.0263748,-7.8731723,8.979225,-4.4537673,-0.89396113,14.066028,-4.807325,-4.5373406,2.2572088,2.2732701,1.7233331,2.4003441,1.117952,-1.0784053,-1.7081115,2.6655846,2.18819,-11.651525,-14.203085,7.2732897,-3.4995217,4.547802,2.9647472,4.4053082,-7.8880515,-5.5728407,2.2515852,-1.0617522,-5.665369,-3.1045334,8.046268,7.9042974,7.589402,-8.60881,-6.486162,-7.456736,9.68562,-7.6494994,-5.112957,3.1783817,5.7825294,10.992591,-7.6536374,5.531665,5.351088,-6.0231395,1.8295994,-6.830572,6.15528,-3.4452715,12.7539015,-7.6212387,3.1485276,15.635679,1.0129186,1.3096768,-1.5851595,-2.3805773,-0.5798568,4.214306,9.25033,9.105548,0.30238634,-4.9304423,-10.496143,-1.8322455,4.9797454,-2.516822,8.079848,-1.9692883,-3.1671839,-2.7633839,6.324541,-1.2206241,-3.3087575,11.529628,3.4521327,-11.111267,-4.112076,-15.146687,5.829041,-5.332625,-2.9561768,0.06810407,0.057500575,-1.5082637,5.7941585,-5.4387646,5.048958,1.1469985,-1.9565971,15.945731,-6.8654637,-9.377257,-4.8523965,3.090439,5.5460443,10.894747,-8.134939,6.6451335,4.07521,4.573415,6.2589016,0.98154205,-7.238804,2.9308445,-1.3162167,-7.54958,3.4671023,-4.107202
NCI-H1944,6.5657973,10.974851,-10.3227415,-6.051925,5.094511,0.7640133,-0.76399386,7.15314,-4.454317,-1.6690462,4.8101263,2.0571692,8.41715,-0.4321159,1.4713982,3.0967999,-3.8210602,2.6319702,0.9626627,-5.473208,-2.1974785,-1.3308043,-3.6303997,0.51307094,-3.0980725,7.947883,-3.2417023,-2.8916306,3.9986703,-6.657341,-2.3299036,7.0250807,9.730335,5.9208593,6.083742,-3.649574,-7.176585,7.7399836,3.7492988,-2.1471066,-6.127843,0.52399796,-2.9511154,13.253273,-5.9662395,4.2942266,1.9880193,1.3137379,-0.5257472,-11.966391,4.5716805,-8.946119,8.757501,-8.446567,3.111966,1.1174195,-7.589748,-11.511557,-2.2477632,-5.5159545,6.016994,1.9319581,0.8027177,7.1474814,-7.2170334,-4.684128,2.5456126,-4.151558,4.9566083,0.5789803,12.782927,-3.770126,-0.7302162,-5.7452073,2.9832559,-6.586774,-8.408733,5.4013143,-3.287411,4.5946455,1.1039206,-3.6244552,5.1406126,-10.564281,-11.361208,-6.6276236,-2.406638,-1.033651,-1.9620605,-11.98972,-2.931542,-7.6354237,1.0706768,-7.4284797,-6.507304,-9.415787,-5.215361,3.2548234,8.19168,10.861067,1.206034,-4.1285453,5.466686,-9.103691,7.229767,3.8220248,1.4268944,2.894031,-3.8832932,-4.120709,3.7742035,-0.2811885
OV7,0.7418963,12.79463,-5.6494784,-12.555325,16.910185,-6.9479914,-0.53502244,19.736807,-9.8695135,-2.4792519,9.097427,0.29042938,7.136668,4.7425175,2.7482605,-3.9416707,-1.9468453,4.891724,6.331315,-16.383213,-22.537516,11.451267,-7.872025,1.4753814,2.4879088,10.214605,-13.566903,-8.126637,6.353057,-2.1049793,-5.48905,-2.1846273,15.448824,11.060905,8.121782,-14.751834,-10.242834,-8.364398,12.065616,-9.999565,-10.867516,3.2528105,9.176571,22.024773,-16.189886,10.906611,7.6185646,-6.170297,-1.5837983,-10.19646,11.992108,-6.7258615,22.89796,-13.538375,1.4271283,24.634575,1.0404028,-6.83717,-2.881439,-4.5244474,-0.1265772,1.7909406,14.387548,12.5065775,-2.1630201,-10.911384,-11.933703,-7.477516,10.21646,-0.47953385,15.382522,-5.779981,-8.38821,-5.936048,12.512373,-2.689989,-11.510779,18.51747,3.7456446,-13.095715,-7.6417594,-23.12991,12.018337,-7.220956,-7.5674076,-1.7161573,-1.0672424,-4.2803082,4.6319456,-11.914544,6.097914,-0.1062317,-1.5290611,19.133478,-12.713872,-16.530811,-8.326358,9.631842,13.625799,19.054848,-11.176683,4.593357,7.1401978,0.5606489,13.357258,4.975976,-9.878497,6.925501,-6.348241,-11.167471,1.0185844,-5.968067
DB,-7.926905,-127.40894,100.78821,56.72548,-78.73336,22.499475,-24.664114,-90.92279,52.196625,15.831278,-49.510284,9.935248,-93.77376,10.716688,-31.048012,-8.741467,50.733624,-13.966111,-6.9999485,111.46216,90.27859,-19.400518,38.072815,-2.480384,3.3800683,-102.94138,32.360584,67.85554,-71.39734,60.743427,18.235214,-55.877167,-113.07352,-47.36071,-49.11307,34.169052,93.4688,-36.139713,-20.897816,40.720284,58.14562,-31.879963,-5.2942123,-139.8734,95.53359,-60.18388,-46.907516,27.034256,8.380861,104.9078,-38.20809,79.67416,-148.85913,74.39451,-26.133322,-97.682915,60.95968,119.89798,28.05512,2.2911952,-59.310753,-20.59489,-20.413107,-91.09658,61.106133,72.862,-9.340021,40.25733,-15.18925,14.273996,-147.57117,69.7364,12.905287,73.40954,-52.602642,55.80576,60.38303,-100.82985,-6.881369,-8.6639185,15.622519,70.130646,-94.437515,83.13608,65.20489,47.315483,10.492213,24.383224,-24.168789,117.7906,19.530476,56.79628,27.903606,-31.645273,108.86083,123.33212,70.26625,-24.674063,-95.877396,-153.91994,22.658295,7.6597257,-59.581482,71.913345,-98.008125,-39.65018,32.20367,-72.50125,18.819252,59.03959,-15.042747,30.947973
Calu-6,2.9432957,2.2265809,1.149335,-7.2678504,6.273432,-4.766858,-2.9283438,9.52298,-4.9377074,1.2426486,5.327324,2.9284775,0.77218425,4.4994087,-1.5971214,-4.703612,2.2612112,5.234465,5.1096964,-3.248121,-7.3783593,3.5831513,-4.7254586,-1.1164324,-0.3417197,0.9980111,-7.0445867,-0.082582936,-0.6501107,2.0525668,-1.8026042,-4.2168584,3.7967205,6.4584994,1.661248,-7.535304,-1.9847689,-6.2109847,7.7686105,-7.0745015,-4.0336766,-1.504144,4.311987,8.825438,-6.6555533,4.5533805,0.1454249,-0.17700617,-2.5478914,-1.380642,7.1392846,-0.2151532,8.509527,-4.787394,-1.5243655,9.303839,3.9890878,-0.44722193,1.5447693,-4.0203967,-2.3619397,-0.91175574,7.947561,2.8977375,1.4152629,-1.0387275,-7.737371,-4.1823826,7.2437196,1.9090989,2.9635937,0.98754543,-5.6388807,0.24762928,6.7740355,0.4077747,-6.813265,4.629725,-1.2503159,-7.724329,-5.1484523,-10.077678,2.6949527,0.19274794,-3.7337835,1.4220613,-0.021169137,-2.1906414,0.2111294,-2.7886393,4.1919785,2.3677151,1.7024305,8.20706,-1.154801,-2.556127,0.33127505,6.3715463,5.796024,3.720084,-5.2656507,0.6902975,0.42866522,3.2227306,2.6761327,0.0046902373,-2.4911938,-0.39394975,-4.82162,-1.9884042,-1.5286827,-0.68370926
Karpas-299,-11.080885,-54.652252,40.135834,34.32746,-40.231266,18.172628,-6.0714383,-51.320004,30.122452,0.8999303,-30.57033,-2.1594212,-40.879154,-2.579031,-8.247351,6.7863216,16.662786,-16.391724,-11.075571,48.65436,42.507847,-7.295132,24.0595,5.8192306,6.357929,-43.347675,20.608318,26.519611,-26.616842,20.326542,5.013258,-16.834902,-49.248566,-28.641596,-18.329145,23.107231,40.455246,-7.850218,-17.732231,29.775438,29.4288,-7.798285,-7.1965175,-71.4023,50.644176,-32.330547,-16.103163,9.150201,10.368053,43.9357,-27.456608,31.641718,-75.9543,35.366512,-4.4624906,-51.494774,19.243109,54.061832,6.2829757,6.000443,-21.353899,-3.4718304,-18.390934,-37.58278,24.884886,27.463337,4.4640136,26.353556,-18.184519,-0.24923949,-65.22111,27.100554,15.577217,27.03647,-33.480656,22.217237,37.007275,-43.77216,4.5600605,4.3514805,16.218233,40.72071,-43.18446,31.37805,33.569336,15.87824,2.9491217,13.189573,-8.481628,51.78883,2.4515536,19.180962,8.577293,-19.691748,44.070953,51.14636,26.126915,-20.427465,-51.17476,-67.84331,14.772599,7.7798967,-22.685287,27.224438,-41.49072,-13.928904,13.620311,-28.34246,17.38804,21.203293,0.95063657,10.295479
RERF-LC-Sq1,-0.9891764,12.045912,-4.587899,-12.182911,18.273893,-7.881081,-0.5299231,21.211803,-10.709975,-3.3101285,9.582973,-0.016975872,6.936714,5.6997404,3.1223326,-5.1203814,-2.197356,5.103853,7.548842,-17.528866,-26.021856,13.92614,-8.286147,1.2683944,3.8068683,10.793689,-15.724847,-8.146707,6.525206,-1.187251,-6.8694415,-4.4089527,15.888218,11.266199,7.402623,-16.611002,-10.579297,-11.608834,13.091155,-10.870075,-10.616091,4.1408563,10.576291,21.748007,-17.297745,11.739287,9.089442,-7.702659,-1.616908,-9.069622,12.762341,-6.019305,23.935282,-13.960181,0.71234363,27.416983,3.7530196,-5.1672087,-2.8889956,-3.9337974,-1.1416336,1.8189913,15.99357,12.778281,-1.4823977,-11.381824,-14.654748,-7.019231,11.518782,-0.45757353,14.272435,-5.5289655,-9.099205,-6.2339582,13.880967,-1.2787598,-11.898253,20.421392,5.8509927,-15.973133,-9.504719,-26.749678,13.105947,-5.523539,-6.5615473,-0.24549706,-1.4951415,-4.4049616,4.7504206,-10.620791,7.571167,1.9849107,-2.2414963,24.322447,-12.7753,-16.860918,-7.993322,11.500791,13.768203,19.419044,-12.371201,7.4269547,6.939242,2.89894,14.262996,3.9296584,-12.475601,7.92179,-6.9891987,-11.255476,-0.021148171,-7.2276673
JHH-4,5.1532216,11.205452,-7.610051,-10.504119,12.10912,-4.352716,-0.64621645,13.586605,-9.07521,0.02114412,8.714707,1.9523665,7.663741,2.952212,0.2963332,-2.0923493,-2.236073,4.9807854,3.4031868,-10.690259,-10.89844,4.5250044,-6.9296694,-0.788047,-1.0909455,9.2653265,-8.202658,-5.3745747,4.817186,-3.0642626,-1.7973937,1.5353632,12.367174,9.486635,6.914568,-10.152895,-7.0752044,-0.97358465,8.124929,-7.051179,-10.030521,0.7062646,4.328501,19.854517,-13.12527,9.127027,3.8603678,-1.9926598,-2.7089224,-10.566868,9.415974,-7.1035233,17.145472,-12.190738,1.858411,13.257057,-3.672205,-10.535418,-2.319594,-5.953453,1.3587334,-0.24407543,8.946471,8.248353,-4.8769126,-7.4572124,-3.6726174,-7.4973607,9.0142355,1.3084766,14.9375515,-5.088142,-6.38749,-4.754824,9.590542,-3.436623,-12.329358,11.886344,-1.6789064,-3.2010903,-4.5809026,-13.777557,7.8204765,-8.569499,-11.306639,-3.2607436,-0.50211126,-2.6023965,0.35432863,-12.117089,2.6002417,-3.2436173,-0.2008538,4.055968,-9.677628,-12.405123,-7.160498,7.613832,13.359218,15.793956,-5.5342026,-1.9153024,5.8581786,-3.4343553,9.41072,4.7404146,-2.833902,4.706004,-6.057499,-7.0117664,0.31246382,-1.2114053
SNU-1196,10.871531,1.9044139,-1.6896564,-6.2289004,1.1864595,-1.6389269,-5.076274,5.5484176,-4.9084754,1.9894055,4.992655,7.29211,1.6505015,3.2917628,-6.1248684,-2.2811859,-0.45818484,6.62928,0.8732122,1.303867,6.2454677,-5.7110944,-4.229283,-3.1506999,-7.382449,-0.6430466,-2.3208156,4.091467,-4.022048,0.12383378,1.4574925,0.16397262,2.0195813,7.0060134,3.0163426,-3.8047996,0.84971106,3.4484184,7.0083585,-4.227169,-4.6912265,-4.6852603,-3.1598928,10.468305,-3.505045,2.5284872,-3.9106152,4.325925,-2.8782074,-4.6881566,5.8763037,-2.3814077,2.765812,-7.4947634,-0.51988775,-3.9165676,-3.589489,-5.328938,2.1607451,-8.842655,0.49588042,-0.88272893,3.019828,-0.5975705,-3.2003555,3.1276126,-0.0019337321,-4.493645,11.037792,3.6196144,5.2917786,2.5229936,-4.344193,2.9786472,4.155715,-1.1277477,-9.6800165,-2.4159615,-9.456181,4.176049,-1.4223729,-1.1292512,-2.2553504,-4.650189,-11.389437,-1.6091123,-0.44633445,3.0595558,-3.6950884,-5.7558,1.7571473,-1.7014973,4.2287397,-11.621534,3.4109204,-0.5945254,1.1627417,5.91241,6.770067,1.5604995,0.19245152,-6.5657954,0.7920529,-2.0881839,-1.5128688,0.18593049,7.1064467,-3.4005587,-6.039344,1.8328851,-0.41025466,5.249559
