,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111
SEM,-7.4589124,-94.96292,72.47853,48.303654,-64.52133,22.462225,-17.249197,-75.25553,44.565956,11.006634,-43.420097,5.856073,-70.720375,5.095754,-20.113108,-0.054416552,36.581676,-14.854423,-7.973112,87.37802,73.43342,-17.312462,32.035824,1.11252,1.6897801,-78.116005,28.546036,51.023373,-52.448967,40.59315,12.454534,-34.966682,-86.63062,-39.590633,-37.096508,33.135338,70.12482,-19.74053,-21.396488,36.806656,47.317623,-20.857014,-10.015566,-112.142204,78.36567,-49.51784,-36.688103,22.67912,9.605654,78.98814,-35.068554,56.870186,-120.2212,60.492676,-17.976852,-82.41942,41.298683,91.14186,19.011625,3.9290667,-40.555824,-12.987276,-22.912493,-67.76436,44.01811,55.254177,0.7014276,34.660717,-19.741375,7.4889007,-111.675766,51.66025,15.612911,52.42375,-46.949963,38.965637,51.361103,-78.14915,-3.589847,-0.7041714,18.826464,61.987423,-74.45047,59.237785,50.937492,30.79108,6.531752,16.929476,-17.872341,87.300896,8.714512,36.83348,22.390406,-32.44129,82.39996,93.62859,52.455536,-25.527693,-78.22244,-119.12783,22.891293,5.281495,-44.257385,49.351444,-74.623924,-28.81068,26.714964,-54.18177,18.402184,41.92499,-6.7332654,23.346903
HuH-28,-2.2797651,14.27557,-5.815197,-12.455983,19.041948,-8.48967,0.326652,21.991386,-10.923621,-3.4232562,9.367788,-0.19207463,7.731295,5.3257165,2.9914744,-4.3372774,-4.305235,4.3182225,6.6228075,-20.910994,-27.81058,14.456698,-8.481667,2.511132,4.551186,13.017596,-15.04483,-10.240695,8.117499,-3.0536053,-7.5094247,-3.2843757,17.840418,11.834865,8.723395,-16.051304,-11.782743,-11.369681,13.179337,-11.342308,-10.906766,6.5066714,10.571081,23.12134,-18.713264,12.147849,10.044192,-9.289355,-1.0529618,-10.113941,11.763583,-7.019784,26.286388,-15.765929,2.2485828,29.22855,1.9978667,-6.2938743,-4.001698,-2.8044984,-0.018904103,3.04049,16.25133,14.879836,-2.4319215,-12.738719,-13.376319,-6.0791135,10.1277075,-2.530587,17.093204,-7.2278304,-8.275806,-7.474913,14.494421,-1.3311797,-11.655396,22.902231,6.9657745,-15.384935,-9.135139,-27.270025,14.050598,-6.299696,-6.6220512,-1.0700325,-1.3583583,-4.300345,6.6488285,-12.351533,6.9485965,0.45305964,-3.5726674,26.3295,-15.524405,-18.706686,-10.179807,11.184666,14.689872,22.72854,-13.050257,8.847197,7.8338027,3.2987127,15.672698,4.557367,-13.102765,10.588322,-5.5450735,-13.257713,0.60905147,-7.6626487
RS4;11,-6.3436494,-111.020805,85.69427,56.902573,-80.24829,30.26302,-23.698809,-90.71982,54.573524,8.083139,-54.535515,9.621355,-85.020485,0.28638542,-24.01182,8.205817,44.902798,-18.878386,-15.857743,105.19371,92.70238,-24.871723,43.464394,8.466719,2.6718059,-95.03222,37.20317,60.30173,-63.48316,46.981903,13.579021,-33.83647,-104.30519,-45.7589,-34.024853,41.762413,81.945076,-16.838402,-25.126808,44.737923,54.675144,-30.06763,-14.116621,-131.73396,98.12403,-61.724197,-45.295,28.713444,16.69242,88.610085,-46.51918,63.480858,-146.62753,72.01276,-11.793679,-103.56758,39.44667,108.105156,21.621746,-3.062488,-45.97542,-10.3850355,-29.990158,-78.06809,54.825325,66.3858,1.7605206,44.9928,-27.379456,5.027521,-133.68594,62.786304,24.442835,59.7917,-62.265446,42.008976,64.85032,-95.90006,-6.477607,1.8431439,27.786695,79.63187,-92.7245,59.960567,53.918587,34.79626,9.896522,21.61977,-19.652868,101.38227,9.273044,38.695118,26.704573,-51.442005,97.27555,109.16474,62.9606,-37.145897,-99.67726,-143.2903,27.02938,4.140433,-47.873817,57.77776,-90.1088,-31.813164,34.973747,-69.4584,26.54001,47.1058,0.7654535,25.467226
NCI-H1693,1.5625625,13.349087,-14.056882,-3.483291,7.020838,1.2121704,3.6720603,4.524804,-4.5643096,-2.8460295,4.458729,-2.4347126,10.151466,-2.7501788,4.2207475,5.0586786,-7.031703,-1.8730288,-2.2355146,-10.895458,-6.2794886,1.462373,-2.2275586,1.7759016,0.15690796,11.616532,-1.7809896,-7.340469,8.2142515,-8.70033,-1.9672161,9.231572,12.948809,3.2511919,6.743377,-2.2598522,-8.395077,8.13262,-0.15219139,1.2476052,-7.0068693,3.8669057,-2.2757294,14.461955,-7.92823,5.5469985,5.304861,-2.145947,0.6269599,-12.715071,1.2799917,-10.032586,11.327983,-9.549911,5.798072,5.1006045,-11.611768,-14.760407,-5.6276755,-2.0161195,7.3965464,2.797836,-0.061341204,9.247071,-7.966706,-9.263867,5.9625525,-3.1548417,0.4367135,-2.0541196,16.65492,-8.775662,0.08111633,-8.770777,2.5266101,-6.5063324,-5.996921,9.915286,1.1403846,6.343317,1.6887697,-3.0980115,8.405562,-12.135924,-9.201907,-7.6090097,-1.8590355,-0.87238425,0.96444833,-13.713037,-3.78559,-8.978377,-2.8118107,-4.7656627,-12.308289,-14.808422,-9.437174,1.1367581,9.182778,16.414545,0.050212305,-2.6751547,8.39138,-10.286163,11.0852,6.7626715,-1.2917446,8.077239,-0.5577085,-7.8594832,4.238009,-2.5075593
VMRC-LCD,24.52454,-17.262005,12.047964,-10.434952,-7.3457537,-4.752119,-15.967311,1.0603992,-3.7834537,13.375223,11.298066,18.131979,-12.051619,13.526257,-17.1952,-8.828258,15.803283,15.665994,10.276381,25.765457,23.2094,-13.397763,-9.7889595,-10.039194,-11.25366,-16.436127,-2.3111439,21.313734,-20.408506,13.597976,5.629554,-10.311037,-13.592375,9.507679,-7.901783,-6.820057,14.568838,-1.6503595,13.623991,-10.025426,-0.21363077,-19.11515,-3.594489,0.9798995,4.817476,-2.9821415,-22.871866,20.871367,-11.247722,11.3406725,12.200249,11.728261,-14.363931,-2.235082,-7.690886,-24.306154,6.4932294,7.6666417,12.577498,-24.53065,-10.552434,-12.091835,7.5879006,-16.477879,7.5488343,20.169594,-1.4628509,-10.514936,18.046703,14.566513,-17.72295,20.244823,-10.71756,17.674892,4.6824965,5.3418818,-16.430592,-22.323154,-24.571363,0.20155263,-5.665827,8.6499605,-17.486895,14.280629,-16.572443,4.061281,-2.1102273,2.708673,-16.725222,6.0392475,2.9599729,7.138694,18.846684,-22.728256,23.4239,26.785797,19.438995,14.813583,4.6366453,-26.029877,6.047797,-16.52506,-14.266974,8.884648,-16.815094,-7.840477,17.14815,-20.519932,-13.404244,12.663556,-5.343089,14.136999
HEL,-13.252014,-55.51479,37.17883,38.34449,-41.30763,20.325008,-4.580977,-55.87411,32.588318,0.945566,-32.619774,-5.0841994,-41.32957,-4.291306,-5.8510685,9.527841,16.891367,-20.137178,-12.58796,50.195694,43.17693,-6.670619,26.4909,6.109087,7.313974,-43.196617,22.717781,26.22798,-25.099709,19.086227,5.6872816,-13.113115,-49.516052,-32.57729,-19.793753,25.821205,40.53256,-4.974795,-22.026932,34.130806,30.60729,-6.770634,-8.630787,-74.571594,53.719616,-34.097736,-16.633747,10.174719,11.148783,45.256462,-30.18764,31.253283,-79.020386,37.128384,-4.0674853,-55.20046,16.992895,53.68324,4.451988,6.3754725,-20.570164,-3.457645,-21.120794,-38.0338,24.712513,25.67937,8.906654,26.877636,-22.574667,-1.5197296,-66.436874,25.986008,17.239353,26.05868,-37.20013,20.867136,39.788074,-44.17366,6.8305497,5.895479,18.761175,45.078426,-43.681976,31.59587,35.300392,13.771768,2.144093,12.792128,-8.450954,51.45384,-0.3292602,17.488735,8.688665,-23.257313,43.287354,50.819756,25.514261,-22.75149,-53.56765,-69.4243,16.927286,6.812813,-21.753561,23.987196,-40.680355,-12.055044,13.515278,-26.869246,19.399952,19.297602,2.5451496,8.517331
NCI-H1048,5.852816,1.4016979,-0.4312141,-4.2740064,-0.3754239,-1.7761688,-2.6142662,2.4093804,-1.1899796,3.1935596,3.4102163,3.380843,-0.25688136,3.245674,-1.657332,-1.6387872,2.2082567,3.4716759,4.370037,2.9020724,1.6930076,-2.8493507,-4.3197393,-1.5967064,-2.1297245,-0.99777627,-1.3584028,2.694229,-2.6360717,-0.4780189,-0.98854625,-0.8808333,0.16391397,3.8814085,-1.1395297,-0.85613674,-0.67202085,1.4615335,3.3564994,-3.2609978,-0.34087798,-2.3606415,-2.5570095,3.2546499,-1.3630346,-0.128153,-4.566735,4.9806714,-3.2956,-0.032339577,2.6164567,-0.08700454,1.1001365,-1.7247857,-1.0382315,-3.3461301,-0.5176017,-2.001392,1.7837449,-5.288259,1.6102077,-2.1377342,0.4801484,0.08062491,-0.26164705,2.2680693,0.23388766,-3.7535145,2.458567,3.013027,0.9037924,2.0940766,-2.1624537,0.78274393,1.3484714,-1.576917,-4.6375523,-2.1736908,-5.0658298,0.74869615,-1.0306003,1.6593288,-0.697734,1.5351105,-4.106962,-1.1269177,-2.1917667,-2.17943,-1.888982,-3.1674163,-1.9412279,-1.7983863,4.325172,-3.4330783,1.460509,2.1277432,2.5403783,3.0702493,3.5241015,-1.8656175,2.6902297,-3.1978977,-1.7070386,-1.4814849,-0.48056048,-0.36644906,2.9552426,-1.6623057,-3.3959904,0.60335284,-0.037227448,2.5598161
SUP-M2,-8.5041065,-49.534424,37.310963,29.756634,-37.38153,16.376688,-7.184325,-45.67001,27.909176,0.97884446,-27.933802,-0.8242076,-38.18987,-2.4490392,-7.8087387,6.009441,16.958801,-13.636302,-9.705415,45.391293,39.275524,-7.994648,22.21916,6.100662,5.6821194,-40.798813,18.997135,24.936312,-25.52348,18.834173,4.546768,-14.808871,-45.919952,-24.771757,-15.076348,21.171944,36.16255,-6.5004754,-14.783058,25.858938,27.011236,-9.017782,-6.8036194,-64.578064,46.962055,-30.4355,-16.151844,9.3604145,9.463511,39.882942,-24.892508,28.665356,-68.42797,32.30462,-3.6900792,-47.477768,17.36006,49.490776,6.7287173,3.5691266,-19.084528,-2.8550365,-16.615112,-33.943344,23.789629,26.067453,2.5931365,23.604607,-16.27596,-0.16829665,-59.982067,25.798624,14.246516,24.7143,-31.096315,19.193405,33.68881,-41.218185,2.6469605,3.0287108,14.939054,37.312523,-39.58325,28.109203,30.208786,15.043274,2.786803,11.243506,-7.342001,47.05055,2.1742213,17.201841,8.558341,-19.544231,40.966835,47.07743,25.160988,-18.69139,-47.27636,-63.092003,13.493765,6.0818186,-20.66604,24.44559,-38.315544,-12.835422,13.477691,-27.354294,15.256068,19.75768,1.8562,8.843919
SNG-M,6.7807684,9.286993,-9.085147,-7.0131125,6.9789686,-2.4245825,-0.9604116,8.275827,-6.613877,0.37002143,7.008706,2.0345013,7.3777266,0.53548265,-0.3670084,-0.8394643,-2.3432548,3.8245194,1.230814,-6.0255847,-3.4224918,-0.45093116,-4.7855167,-2.377578,-3.3158085,7.508455,-4.605144,-2.6001165,3.4799063,-3.7791176,0.12546045,4.1736283,9.265468,6.9435563,4.9123344,-5.864934,-5.783857,4.4676476,5.2301655,-3.5654585,-7.3707476,-1.3517354,-0.88993675,15.452305,-8.16404,5.6180496,1.7445842,-0.14324777,-3.0502183,-9.812427,7.1198087,-6.886148,12.150307,-10.71304,0.32087713,4.0520144,-5.067842,-12.3153715,-1.5313884,-5.6889586,3.5672636,-0.4596871,4.084431,4.6966887,-6.2870965,-4.3436317,0.53464425,-6.862754,9.550823,2.711219,12.319021,-3.86132,-4.05769,-3.2064064,5.861898,-4.435787,-11.351518,6.3613534,-3.9200208,2.616311,-2.030765,-7.4132237,6.604163,-7.5448303,-10.533037,-3.5770745,-1.7776481,-0.33397347,-2.6406167,-9.960626,-0.10052965,-4.393443,0.5028023,-5.5147133,-5.9704556,-9.101794,-5.2963786,7.3211393,10.934171,11.485265,-0.66832906,-5.464501,4.8779964,-7.284064,7.234375,3.4433398,1.392541,3.6003952,-6.8113303,-2.5699444,0.52507055,-0.38780814
CAL-33,-0.60701275,22.208677,-20.931038,-4.4304566,10.914649,2.8337216,6.2848034,7.69705,-5.0258365,-7.9193025,3.7105522,-5.458776,14.427499,-6.258813,7.6041245,8.68711,-13.320119,-4.0138125,-6.723222,-21.304646,-13.2870865,2.8436244,-0.56038064,5.5827384,2.2295358,18.115438,-1.8775368,-13.392871,13.34554,-14.440388,-3.450133,14.724708,20.657484,5.072779,15.188275,-2.3593266,-15.211207,12.530686,0.2852878,3.4264102,-10.07782,7.4920583,-3.9549546,21.868624,-11.147443,6.988615,11.51399,-8.213913,4.1168103,-20.531767,-0.3675562,-16.923975,20.019335,-16.662027,10.211351,12.051065,-18.431702,-22.07135,-9.677736,-0.6856116,12.839505,7.8724227,-0.6528109,16.567244,-12.269381,-16.110071,6.4714184,-2.3816743,0.8459956,-5.9543624,28.03952,-15.390237,1.141091,-14.796607,2.7321866,-10.596921,-6.1218815,18.035215,4.5560994,9.010181,3.8027172,-7.789016,15.969069,-20.719225,-10.423705,-10.028224,-3.1722922,0.4400297,6.058024,-20.560759,-4.5896797,-13.217302,-7.631442,-4.545621,-20.274231,-27.382914,-16.243427,0.58880335,12.702614,27.945076,-1.9007907,-0.71419245,15.259042,-16.810602,18.824913,11.737291,-3.1117797,14.866065,0.35626116,-13.907606,8.589051,-7.2521977
MDA-MB-231,3.486916,9.088404,-4.693739,-10.479332,13.797404,-4.401233,-0.9591967,15.622905,-9.46995,-1.88809,9.144179,2.0148358,6.7245817,5.0426044,1.269807,-3.33627,-1.5867437,5.708871,5.780486,-10.957414,-15.408018,7.9552145,-7.094869,-0.5092405,0.28393906,8.061262,-11.69933,-4.4182706,3.8136208,-0.7917228,-3.9796662,-2.7076268,12.359898,9.327436,6.0003824,-13.390609,-6.8117003,-5.9724946,9.80983,-8.387691,-9.7680435,1.035625,6.744098,18.878906,-13.712992,10.437499,5.7448335,-2.8230505,-1.6060765,-8.757952,10.985464,-5.464143,16.58397,-10.7463665,1.1762565,17.580988,0.66052896,-6.409475,-1.5516086,-5.6396594,-0.78643805,0.205613,11.233491,8.604406,-2.6695187,-7.4080377,-9.080071,-6.6248984,10.213948,1.809439,11.866243,-3.4078493,-7.8703423,-4.6857505,10.990208,-1.6909525,-11.80931,12.783866,0.61990124,-8.305388,-6.988276,-18.267324,8.363867,-6.734687,-9.906206,-1.2185153,-0.860172,-2.728066,0.55962825,-10.093404,5.303955,0.47590238,-0.20436129,11.594711,-8.148711,-12.294338,-5.1677155,8.924274,12.652488,14.311848,-7.9553213,1.8977877,5.0885863,-0.04518653,9.734803,3.5260372,-6.6056185,3.7220554,-6.5767508,-7.2676053,-0.42560714,-2.4787514
JVM-3,-19.653582,-109.365265,83.9697,62.79274,-75.503876,30.018915,-13.91936,-94.57863,54.730476,3.9789197,-55.768898,-1.3056318,-81.61379,-1.342435,-20.081522,6.453028,34.99311,-27.197765,-19.031624,94.318375,80.61242,-13.51763,43.730843,7.748749,10.988812,-86.54482,37.282284,53.141056,-55.135757,45.191925,11.984914,-40.376785,-97.67768,-52.01138,-37.149723,39.95592,80.876686,-22.745853,-29.65012,51.815773,55.730427,-18.970062,-9.3730755,-135.5681,94.299706,-60.132427,-32.44052,16.421295,17.229061,88.27911,-48.379353,65.71588,-142.88286,67.44787,-12.353592,-93.83806,43.094097,106.99431,15.6020155,10.30342,-46.010838,-9.89444,-29.70553,-76.06391,50.696243,56.154346,1.7076718,48.0306,-28.337149,3.3005712,-128.73827,54.96073,24.730227,57.328316,-59.108364,46.971134,67.471695,-85.62649,5.981379,3.084697,25.668215,72.52807,-83.49763,65.339424,65.114456,36.624054,7.281496,26.32585,-16.788334,104.14399,10.679788,43.46059,16.629772,-32.03778,88.60922,102.29847,53.22928,-34.744625,-95.46149,-132.59595,24.723799,15.0591755,-46.598747,58.423164,-83.07283,-29.70889,25.911089,-57.13124,29.932217,45.038002,-3.4411914,21.946772
MDST8,-0.6028554,6.4044876,2.0030193,-11.259748,11.428433,-8.770744,-4.46765,17.199352,-5.201671,-0.088552244,4.5945377,2.4831445,-2.1996605,5.3924236,0.7478787,-5.696056,4.14331,5.447148,5.4086986,-10.017839,-19.174007,8.993515,-5.1218715,3.3510475,3.496572,2.151148,-9.640226,-4.3725505,1.6348648,1.6792809,-3.4771538,-4.265785,6.2860856,10.190098,8.333979,-10.844443,-7.327569,-10.995206,12.867456,-11.283869,-5.935328,-1.336957,9.374383,14.395778,-9.44808,4.5930777,2.2418916,-4.9588623,-0.9079162,-1.922629,8.399677,-2.044201,18.530817,-9.07554,-0.3948349,20.891193,4.262032,1.5395468,0.5539992,-5.4774547,-2.9972422,1.4327495,13.416737,8.822808,4.2178025,-5.204399,-15.162936,-5.067273,6.561559,-0.89868647,6.4391117,-0.6526765,-7.5902376,-2.7104297,8.272182,-0.6608574,-6.0423565,12.568278,2.454846,-17.278694,-6.8438826,-19.792921,8.01953,-1.3389364,-0.3974153,3.8127818,-0.67957145,-5.050734,6.986023,-5.8675256,6.742632,3.6549475,-0.26974544,19.261377,-6.7350364,-8.688953,-2.0217214,8.021724,7.423257,9.260538,-10.578218,5.5219264,3.0448027,4.959983,7.3450465,1.671868,-6.96237,3.3493545,-4.3010063,-9.788637,1.6386486,-7.8057165
TE-15,-0.8926543,20.221878,-19.663406,-3.7485123,10.489101,3.331936,7.0939217,5.7387486,-5.6459174,-8.051162,4.414727,-5.8715806,14.443479,-6.3719254,6.617268,8.930112,-13.792077,-4.584814,-6.969351,-20.606289,-11.919352,3.2380505,-0.4747684,5.0194683,2.9431386,17.963905,-2.3387856,-12.876768,12.9276905,-13.042219,-3.6427789,13.052747,20.358522,4.1539006,13.582217,-3.0592098,-12.9354515,11.3864565,-0.46424115,4.4773054,-10.173367,7.6731696,-3.4112031,20.415064,-11.2156725,7.796667,11.888364,-7.9757247,3.7581825,-19.930483,-0.5725301,-15.247059,17.076094,-15.843713,11.289045,10.994544,-17.78419,-21.075449,-9.93373,-0.66525805,11.474921,7.2028637,-0.53797483,15.102426,-11.569511,-15.666692,7.183833,-1.5559167,0.95359963,-5.678179,26.144873,-15.116336,1.4022305,-13.761937,3.0862567,-8.914455,-5.9898667,17.186255,4.8930025,9.866139,3.454926,-6.3856416,14.110981,-19.561369,-11.482265,-9.786664,-2.087139,1.5586513,4.7529545,-18.802687,-3.9689724,-12.426354,-7.5989413,-4.06606,-19.551594,-25.878248,-16.042362,0.05640228,11.91236,26.869783,-2.1965516,-0.5874894,14.825936,-14.554462,17.494879,11.781013,-3.6430688,13.807547,1.2084699,-12.5268,7.676005,-5.42151
VMRC-RCZ,5.000132,13.425928,-8.626767,-10.99341,11.439218,-3.1486373,-0.6686958,13.653153,-7.780964,-1.206154,7.159152,1.7493609,8.047905,1.3066081,1.8380982,-0.28063148,-2.014772,4.617142,2.5291917,-11.091467,-11.599995,4.0276856,-5.592335,1.4987856,0.056722134,9.887813,-7.4876246,-6.786957,5.521867,-4.762664,-2.8488107,3.7357373,12.8312025,10.077121,9.72977,-8.8284445,-9.354515,1.1309705,8.024151,-6.368847,-9.730885,0.85558456,3.358364,19.343664,-11.821193,7.6129923,4.35662,-2.8292027,-1.5351492,-12.717006,8.052094,-8.823717,17.940437,-12.592693,3.5696254,12.61077,-5.1931024,-11.045266,-2.7788606,-6.074075,3.2019126,1.3155813,7.609117,9.920854,-5.129468,-7.8579216,-3.542525,-7.043522,7.7418704,0.5038576,16.067024,-6.005038,-4.6423464,-6.5131364,7.7143974,-5.6058936,-10.959771,12.429753,-1.4500331,-2.7948718,-2.995236,-13.849706,9.206348,-10.893158,-10.980694,-3.6408005,-0.6578492,-3.5948966,1.2847261,-12.882661,1.4048408,-4.8632355,-1.003823,2.3279214,-10.941746,-14.119951,-7.9328027,5.999933,12.374333,16.601105,-4.519738,-1.9521042,6.855408,-5.2972016,10.7281065,5.225894,-2.702382,4.905334,-5.4719872,-7.4601564,2.8052416,-2.8181338
NCI-H727,23.176392,-4.0485177,4.80106,-14.108234,-1.6957932,-4.7874594,-14.128207,10.418897,-5.989294,10.040315,10.343091,16.75102,-3.2020762,11.940866,-13.323008,-9.184725,9.001561,17.391699,10.719191,14.26439,14.290644,-11.566666,-11.191486,-8.246337,-13.663613,-8.439366,-5.6089077,14.6577835,-13.638997,5.760695,2.2443345,-5.772357,-4.386424,13.511027,-2.0445545,-7.3604546,4.8103695,1.3210001,15.749218,-12.878035,-3.3658566,-12.744773,-4.105852,10.370755,-2.3447106,0.80655897,-15.443888,15.266835,-9.432531,1.1975442,14.095196,2.6525986,-0.8273667,-6.336932,-7.6554093,-12.259701,4.5860686,-0.6919107,10.375575,-18.062456,-3.4255269,-6.908591,7.380855,-6.3900886,0.4799646,13.787022,-4.145324,-10.233553,19.811222,11.034651,-2.6316326,13.3075,-9.997326,9.938934,8.3719,-0.021994404,-18.5423,-12.391173,-21.485249,0.29286897,-5.2600036,-0.33391002,-8.904058,3.9376302,-16.748905,0.10981612,-2.2138307,0.09676594,-11.228832,-3.325814,2.2356079,1.5853555,15.022405,-17.024532,15.101358,13.448187,12.20553,14.056278,9.441847,-11.336624,3.241709,-13.321079,-8.327269,1.2855746,-8.938739,-5.730156,14.201259,-13.608944,-14.705302,8.529695,-3.9255393,11.381689
Panc 05.04,9.291851,10.324693,-8.882205,-8.198753,7.4781904,-0.7598505,-2.0491273,9.614495,-6.950043,-1.6000477,6.7865696,3.8267334,7.930491,1.205242,-1.575653,0.24811344,-4.6221647,5.0385094,0.3417424,-7.5777845,-2.9345782,-1.652557,-4.5432224,-0.88526726,-5.104716,6.8543034,-5.4063945,-2.2479417,1.9456865,-4.7710185,-0.7413,4.2261677,10.572424,8.766597,8.127543,-6.7644343,-5.6314006,5.30078,7.081166,-3.4662952,-9.077332,-0.95974433,-1.8498735,18.158419,-8.609131,6.3429046,2.506351,-0.24111693,-1.0652195,-12.296881,7.2913985,-8.568558,11.81999,-12.740739,1.988838,4.6985073,-6.866797,-12.649712,-1.9719996,-7.3957124,4.0973296,1.7349045,4.613704,6.231887,-7.256619,-4.3528433,-0.518262,-5.9566197,12.129781,1.9508663,14.663005,-3.5938134,-4.499993,-2.8831275,6.2779465,-4.8797226,-11.911198,6.3352356,-5.3329806,3.8288531,-1.3818095,-8.315986,5.496338,-11.384359,-13.558171,-4.583996,-1.2126244,1.8783677,-1.8252873,-11.830501,1.3031342,-5.213828,0.9131654,-8.199386,-5.124176,-11.667313,-5.724313,6.9479213,11.162096,12.656151,-2.1880338,-5.1190886,6.3986354,-7.6794586,7.1687403,4.5319953,2.6947093,2.3899827,-6.8760924,-3.2807913,1.9285321,1.3510388
HuG1-N,13.957705,0.5332909,-4.776781,-4.089936,-1.4780087,-0.94139487,-5.949338,1.7921274,-4.3402953,4.125135,5.4971647,8.86259,1.9337311,2.609574,-7.642385,-1.3581676,0.085119024,6.140927,-0.020288825,5.0763288,11.731263,-9.58537,-3.7363296,-4.969905,-9.6495695,-1.0861115,0.46788636,5.8963933,-5.388048,-0.4403153,3.5804906,3.2948778,0.3148061,5.644263,1.0815349,-1.1566713,2.1605878,7.688584,4.834866,-2.176784,-4.539421,-6.0768685,-6.792934,9.359668,-0.8571252,0.49426353,-7.7148786,7.404873,-4.2886777,-4.0637856,4.955317,-1.9869848,-0.36964566,-8.659889,-1.6172401,-12.84425,-6.144581,-7.5347633,2.4442008,-11.131482,1.5986415,-2.2020183,0.89716244,-3.7291093,-4.733701,5.690023,5.9909296,-6.170211,12.040971,5.0436893,3.5849545,3.5641603,-3.8382475,5.0018816,2.3619182,-1.7668229,-11.075717,-6.2108846,-12.685861,8.949244,-0.3047597,3.3648746,-3.9385278,-3.0019226,-14.130645,-3.20864,-0.9199861,4.7049446,-6.955874,-5.9197063,-0.52780104,-3.0024087,5.9029694,-21.653515,5.483334,2.2789242,2.5738778,8.025525,7.374235,-1.5597422,3.7638319,-10.99668,-0.5622197,-4.188454,-2.094871,-0.71283436,11.241885,-3.2571726,-7.1871758,4.866413,-0.52549714,6.902221
NCI-H82,6.290254,-19.42892,16.262423,2.1333969,-14.963764,3.309712,-11.052451,-11.187439,9.2415495,4.9870734,-4.0427146,6.494139,-18.33608,5.1420293,-7.7371073,-0.28476226,13.448849,2.9064202,3.230153,22.768175,17.067919,-7.038064,2.747822,1.5065064,0.77405417,-18.693783,5.500454,16.573261,-15.828326,9.531671,0.82096875,-7.3870344,-18.558842,-1.9485685,-4.1442585,3.9444323,12.757933,-2.2218044,3.616222,1.6522667,10.393383,-10.610362,-3.792872,-19.073385,16.85888,-12.288139,-15.240239,12.075385,-0.39204,17.694597,-4.576574,12.310742,-22.922068,8.891341,-1.6956735,-21.38954,7.4565063,18.189253,8.336518,-10.142021,-7.8189225,-3.6610897,-1.67657,-12.414367,12.898445,14.557153,-2.4469883,4.6113853,-1.4767591,2.872044,-24.209332,16.67801,1.2021375,10.368664,-8.352337,5.660471,4.518422,-20.657598,-7.6903615,-1.9486333,3.1636229,14.37244,-17.574785,14.605515,4.723377,5.829856,-2.4320128,0.6165759,-5.513208,15.233239,-0.11960963,5.903845,11.032779,-11.537339,19.968317,24.249588,17.633934,0.040089324,-14.480266,-29.725864,6.651659,-2.3735943,-11.844928,9.800868,-16.838648,-6.648731,10.192997,-16.15356,0.21600927,7.390437,2.1850464,3.9254851
SW1417,20.025845,-5.6667047,1.2615811,-8.254392,1.1407721,-4.712822,-9.942531,8.242505,-8.909289,7.5702033,9.99851,14.475981,-1.2245113,9.277614,-13.202244,-8.617484,4.3964653,12.962665,4.8150153,9.743584,15.880186,-9.832467,-9.115712,-11.369541,-15.360075,-6.02763,-4.060814,13.024864,-11.066323,6.583114,5.5275636,-4.511768,-1.8885882,9.089227,-3.9395673,-8.180754,7.281609,2.0397327,11.592527,-8.377521,-6.577609,-10.959189,-4.127183,13.726409,-4.0370893,4.0855107,-12.359825,12.585099,-9.556466,-0.72223514,13.500002,2.115836,-1.4723592,-8.707127,-6.440494,-12.869597,-0.73618346,-3.2684948,6.7364187,-17.693556,-5.1152935,-7.3951893,6.6434045,-8.260491,-2.803769,9.69118,0.7621074,-10.495619,20.469027,9.972431,0.5428159,8.964356,-10.795474,11.502899,8.05448,2.2930658,-18.098797,-9.629008,-18.765894,4.070489,-5.954866,0.63272786,-8.887524,0.18473695,-18.882992,-1.7941176,-0.26226422,5.924791,-10.471986,-5.5638967,4.117816,2.5447054,11.21801,-20.070719,12.6341915,8.478545,7.4343457,13.073448,11.468593,-5.6132073,1.7356986,-13.8733835,-4.1631365,0.40622383,-7.738294,-3.6227224,13.200694,-9.73123,-12.436081,6.6645837,-5.4824066,11.947773
