,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69
NCI-H889,0.042399064,1.3183771,0.57654595,1.2337891,0.2381083,-0.7207612,-1.1619047,-1.7513205,0.44786754,-1.463166,-1.715646,1.9311491,0.72030044,-0.1752913,-1.0086194,1.7236338,0.23415042,-0.83579767,1.7624345,2.02901,2.8114655,-0.43772924,1.7278819,0.37620175,-0.7261469,0.3332671,1.2627494,-0.10106941,0.018342616,0.1208109,-0.13106444,1.3146366,0.84381723,0.42113608,-0.43704665,0.047372203,-1.9642202,0.6125712,0.954229,1.2180382,-1.2401971,2.281581,-1.6273619,-0.4584611,-1.4221828,-1.1214331,0.9632375,-0.61335707,-0.08771141,-0.47148383,-0.75322306,0.69299555,-1.9177865,1.9040384,-0.21088135,0.58248985,-0.69876474,1.2546711,-0.5931545,-1.7056935,-0.39762905,0.048450727,1.02442,-0.89336187,1.1836935,0.41435048,0.617023,1.3855218,-0.57541174,-0.4372255
Hs 819.T,0.63959193,0.6915174,-1.4655544,1.0815719,-0.12091406,-0.80779034,-2.8625796,-0.019210462,1.4831902,-0.85812014,-1.433086,-1.4045765,0.23014063,0.47449785,-0.81825376,-0.036757916,0.34943765,0.6561015,-1.2331084,0.4715317,-2.437077,0.83957976,0.8394625,-1.7625288,-0.5157558,0.62754905,-1.2427529,1.9120498,-0.11020525,-0.6400875,-2.299303,0.76295793,-0.4066528,-2.0161703,-0.92496324,-0.56099796,-0.029608846,-0.7370109,-0.7091669,-0.7863522,2.6835012,0.32102188,-1.5784234,0.0874161,-0.6802388,1.5748096,-0.24602076,-0.2923277,0.19503453,0.80524087,-0.49986652,1.4095528,-0.66462976,-2.3169599,-1.3816859,-1.9303157,0.2645449,0.9226995,-1.142413,-1.1721616,-2.3273244,-0.055506453,0.46126902,-0.44547158,-1.7216085,1.440688,0.72911954,0.542817,-0.20944872,-0.28029376
MDA-MB-175-VII,-3.1836798,0.56749237,-0.22231242,-0.67364246,0.760033,0.3329393,0.52108,-0.5544128,2.1577046,0.6300038,-0.56684655,1.081342,-0.8234057,1.4043916,-3.6183243,-1.4804423,2.061007,1.5672761,-0.59398824,-1.2149127,0.46783876,1.0786785,-1.7884707,-0.62640375,1.4506351,-1.4782872,1.5806292,0.51071715,-0.072591595,2.3656573,1.2897308,-0.46580654,-0.25033525,3.2318912,-0.34330136,1.3325261,1.699001,-1.071749,-1.6609577,0.6292451,-0.48089802,-0.9010087,-1.2769536,-0.2602599,0.21229197,-0.4227703,0.3669431,-0.84251684,1.5512736,-2.059179,-2.036962,-1.3350475,2.184688,-0.43101692,-0.21473747,-0.3302225,-0.7518078,0.1117164,-0.79243636,-0.6051419,-0.0326222,-0.1953875,0.13854305,-1.0090388,1.5696689,-1.826046,-2.1008642,0.23322575,0.9973436,1.961222
Becker,-0.6797557,1.3583963,-0.80154705,-0.19414704,1.6953806,-0.5333305,-0.017677393,-0.56530446,-0.57952416,-0.22803609,1.3530331,0.004961256,-0.6954031,-0.08858524,-1.3387868,-1.2000573,0.57808226,0.19584984,0.50693387,0.12371463,-1.1041619,0.14775272,-0.05786996,-3.239968,-0.11795734,0.51560074,-0.5054068,-1.1292312,-0.474961,1.5826981,-1.3931092,0.2804802,-1.9411432,-2.2538483,0.2906856,-0.76771474,0.87322193,-1.6801072,0.7341809,0.967837,0.28547412,-0.81570464,-0.5877071,0.49395552,-0.9803776,2.2180707,0.6129694,-0.015987154,0.8757496,-0.6654535,-0.46993262,0.82949275,0.9629988,-0.8456026,1.2852776,-1.5590631,0.5962343,0.124342,-0.9595095,-0.36215517,-0.3720478,-2.0497558,0.32744348,-0.54626197,-0.17565636,-0.26508373,0.7199734,0.005428929,-0.25920027,-0.9286563
LK-2,0.9445216,-0.99782836,0.7126399,-0.66078746,-0.88733363,1.4905114,0.732125,0.012434516,-2.1960356,-1.2006588,-0.53350705,4.520266,-0.18661796,-2.4181864,1.6295949,1.5590149,-1.7728645,1.2405126,-0.20663005,-1.7732114,1.8759649,-0.7629531,1.2787085,1.922114,-1.3016841,0.6755642,1.5007427,-1.9708968,0.5002637,0.9699001,-3.0055332,-2.70419,2.8194995,-1.2605187,1.6196754,-0.86313576,-1.9136535,0.46034914,-1.7983084,0.6577512,-0.1079905,-2.3888943,-1.223903,-0.3058928,1.5722079,-1.1656531,2.7958183,-2.2133667,1.8737319,-1.1533324,-1.1789653,-0.54218054,-2.7421033,-0.26091662,-0.090092696,-0.2381318,0.58134973,-0.12785666,-1.4462727,-1.6625962,1.7124298,-2.564677,0.5056207,1.4149207,-0.26608154,0.23792422,0.12377292,-0.021052979,0.8839874,1.0645214
COLO 849,0.71283823,-1.4159571,0.27127296,0.63179463,0.3836752,1.5427141,-0.044015978,-0.07417528,-1.2081348,0.19218071,0.42599383,-0.10924325,-2.5068438,-0.10740062,-0.28805074,1.2576773,1.356338,0.47217533,-0.7772155,-0.6140834,2.4100416,-1.1830107,1.6551675,0.75288916,-1.6206583,2.5112965,0.32657716,-0.54169816,1.1479707,0.36324883,-1.0373411,-0.7670012,0.026094627,0.053396598,0.5983924,0.26854306,-1.4007723,2.1142364,-0.16274539,-0.40706605,-1.4548024,1.1025085,1.2810873,-1.8063014,1.3805313,1.2527895,-0.11263597,-2.0952723,0.7447562,2.2615798,-0.603647,-1.2819991,-0.93776035,-3.1994202,-0.027912632,-2.1554022,0.1282337,0.6726104,-1.4769003,0.20422779,-1.218304,0.15155928,-0.74475414,0.4314082,-0.9689682,-0.40504608,-0.02384603,-1.880599,2.3573084,-0.20753002
NCI-H1693,-2.952958,-0.35322365,-0.6061529,-0.04658183,-1.6825402,0.01621883,1.1241091,2.2082422,3.106092,-0.20995694,-0.5846971,1.0312626,2.7218611,1.4708987,-2.9468126,-1.1831539,-0.3754793,-1.3937764,0.07616426,-1.3915404,-0.4505491,-1.3983003,0.62386286,-0.76216114,2.2832434,-1.2997394,0.22894411,0.5847865,1.2372651,-0.010702938,-0.6062373,-0.4964118,-0.103215605,0.70694244,0.54101276,0.23092707,1.631564,1.1331923,-0.48572224,-0.63765675,1.1520493,1.3347148,-0.8279648,1.3920884,-0.77519673,-1.2694755,1.8438412,-0.47413546,-0.53114134,-0.79308563,1.0535985,0.013981817,1.3650619,-2.2227128,-1.016796,-0.13894022,-0.57916826,-2.0162137,3.0159843,-1.9834112,0.87621033,1.621658,0.14229336,1.3345064,0.1622759,2.3482106,0.77168274,0.67433125,1.2784189,-0.44179356
PL45,-1.4450812,-0.94832337,1.0386968,-0.13695592,-1.2651496,0.9779359,-0.019183833,-0.7509449,1.3895222,-0.12171457,-0.41360193,-0.45024005,-0.1003522,0.22688666,-1.2630004,-0.680028,-0.1505174,-0.6252426,1.2950914,-4.7856464,-0.8692261,-0.63255733,0.0058458876,-1.2960556,0.65961367,-0.9615028,0.030240629,2.7058775,0.25711372,-0.57945955,-0.015242722,0.5506858,-0.10482278,-0.5937135,0.03644537,-0.937453,0.4926303,1.4857188,-1.7844917,-0.63813245,-1.4647238,1.3322656,1.7258914,-0.33505347,-0.29651043,-2.2137015,-0.4499559,-0.9921084,0.30709696,-0.92720157,1.8286333,0.38785532,1.671628,-1.7813092,-1.0571923,0.1885854,-1.9673651,0.17516172,0.4229659,2.4195411,0.3127864,1.3499503,-0.3729989,-0.33514747,-0.106190264,0.9415489,-0.11834385,-1.2895199,0.12956727,1.0738657
WM115,-0.5516998,0.64348114,0.14458598,-1.6871715,0.03770311,1.8358276,2.696369,1.3961905,-1.3144636,-0.958984,0.3185037,-0.67338824,-1.623644,-3.4369872,1.2271599,1.4819334,0.10401883,0.105208695,-0.7681288,-2.2985148,2.6159093,-1.0976235,0.2353228,0.1459106,-2.1939888,1.7982023,1.5963029,0.07434147,0.49917674,1.2970797,-1.111694,0.47143,-0.3672261,-2.2230706,1.0037613,-4.431378,0.9879081,1.7890931,0.60719556,-0.12685467,-0.81271774,-0.1402082,0.8055936,-2.3949392,2.005107,2.3098423,-0.5689678,-4.123514,2.578252,1.2670912,-0.037014518,-2.485184,0.48686832,-3.7231178,-1.9341444,-3.5247679,1.289114,1.2625984,-1.9552994,1.4708561,-4.53119,0.28886068,-1.6596462,0.7600022,-3.0200768,0.7540839,0.2187833,-1.6279062,2.4144032,-1.1058208
BL-41,0.56789196,-0.15842396,-1.0643705,-1.3973557,0.8844647,-2.7193062,0.38405406,0.01635164,0.37467718,0.10555317,0.7657367,0.984415,0.3937058,-1.9669964,1.3695486,-0.6508837,-1.0357316,0.083048664,0.14325762,-0.7299018,-1.0072298,0.14312443,0.024319671,1.0848416,-0.9102904,-1.0828205,0.40866444,-0.9910302,0.084999695,-0.2665202,1.12583,0.6143104,-0.6386703,0.18281142,-1.0190836,-0.5029395,-0.81128716,-0.14881037,-0.59591866,-1.5099415,0.6189662,0.5037992,-2.2613971,-0.76283956,-0.9293487,-1.2155145,-0.57585293,0.2924683,-0.69788915,-0.68243104,-1.5109173,0.8295112,-0.04154123,0.66470826,0.4599923,1.8498862,0.60618037,0.69295,0.14330226,-0.14481857,-0.3202839,1.5982634,0.38191554,0.16587459,-2.1818914,1.7999645,-1.2534949,0.14482377,-0.1502209,0.9753
SIG-M5,-0.5051532,-0.33174464,-0.7778767,-0.6453246,-0.7779008,1.656061,0.5968617,4.161924,-1.5159198,0.24870142,0.23749122,1.3280686,-2.5635138,-1.4526764,0.42701703,-0.24008209,0.43350163,1.8433157,-0.4691956,-3.090921,-0.03296624,-0.8883197,-0.31702814,1.6198072,1.3441545,0.040904157,-0.6908696,-2.6865604,2.0539458,1.0635946,2.775191,-0.114158295,-1.2182426,-0.7522839,0.03918711,-1.0912421,2.2919188,1.7007275,-0.91663396,-0.027042927,-1.1689095,-1.0991207,0.030346714,-1.223144,-0.39190364,1.1675824,0.11634591,-1.2203515,0.023571253,0.84861225,-0.97634435,-1.5315963,1.6533184,-3.2308807,2.7498481,-0.37018573,1.3249514,-1.3956357,0.4617685,1.0919015,2.0811956,1.1014171,-1.2397552,0.16403456,-2.8964462,-0.54325485,-0.16706674,-0.97837037,-0.17075865,2.3359616
JHUEM-2,-0.84823585,0.41702944,-2.2948933,-1.5202684,3.0076835,-1.4220927,-3.1474302,-2.5615277,-3.1120865,-3.3698542,0.6880942,4.154339,-0.90443087,-1.0572754,-0.548194,-0.67872375,-1.4481013,-0.9614541,-0.2785044,0.022943258,1.0618184,-1.1699629,1.1302283,1.8598247,-0.057964817,-0.45822942,0.5589477,-1.8374579,2.7163303,0.76682144,-0.97955716,-4.0682282,0.12041065,-0.20796795,-4.150379,-2.8768933,0.96804273,0.38310778,-1.4378382,-0.9484315,1.0015317,-2.9122567,0.44006908,-0.42785895,2.3017447,1.455839,2.6391594,-0.6995774,-0.64000773,-0.47449645,-0.81622076,-1.561966,1.5029436,0.15407148,2.0536964,-3.2316244,2.3347645,-0.70643556,0.012867556,1.557174,-2.783549,-4.1250463,-0.6759479,-0.19493765,-3.9745488,-0.14527741,1.7869799,1.391021,-0.6161896,-1.8586242
JHOS-2,-0.057146195,-2.4808035,-1.2664788,-0.69470656,-1.282016,0.08941156,-1.6632388,0.6144159,-0.7652042,-0.47224388,-0.8557572,0.36559576,-0.41186172,-0.56125283,0.9571723,-0.93588185,-1.2369494,0.4307734,0.35294482,-0.23925734,-1.8332206,0.558351,1.2017565,-1.0642678,-1.3635482,-2.3102348,0.03544738,1.1855606,-0.06993202,-0.15571786,0.16201317,-0.921218,-1.8587452,0.794397,1.0536073,1.5222659,-0.90150917,-0.57085407,1.5080423,1.0776942,0.15838633,0.7010782,-1.4919101,1.1931603,-1.3958379,0.69790655,1.2365347,1.1630323,-0.8994542,0.8236544,-0.50035155,0.25298214,-0.12825298,-0.59254426,0.15143004,-0.6830107,-1.9597738,-0.39755487,-0.5241175,0.70724475,0.17718914,-0.3718174,0.20843953,-0.16133773,-0.6455554,1.990732,-0.74355286,-0.32135385,1.210823,0.75626534
Hs 172.T,2.815539,0.39080003,-0.4599745,0.03657859,0.79680014,-0.5444151,-0.2452724,-0.6279325,-0.373905,-0.274641,-1.5321927,-1.3874599,1.1603477,0.19712222,-0.7382887,0.1419071,1.3877034,0.5805619,-1.9725522,0.92133266,-1.3341635,0.5613472,1.1327059,-1.4445428,-0.40187463,-0.10741666,-1.5119218,2.7576299,0.8749085,-1.8111777,-2.3346999,1.3709412,-0.7779521,-2.0402062,-0.71625566,0.6282286,-0.9198292,0.12474489,0.4364867,-0.7316528,1.1711116,-0.123710796,-0.91407233,0.772809,-0.552011,1.0021394,-2.5982523,0.57253295,-0.2316457,0.5649745,-1.1682116,0.2759577,-0.54597664,0.30734122,-1.7083461,-0.98044187,1.2273922,1.8580749,-1.3530807,-0.5918883,-2.7768044,0.06832561,0.6952511,-0.361188,-0.57247806,0.38690552,2.5684667,-0.8288956,0.06972602,-2.2808797
AMO1,0.6084345,1.48344,0.6950458,1.2283279,1.1705345,-0.30196986,0.67755705,-0.5416144,0.17678747,-0.24464831,2.1087456,-0.13083261,0.16334029,-0.9291611,0.7247621,-0.5924216,0.07106238,1.915885,1.3499752,-0.98607,-0.59076077,-2.0862203,-1.1061293,1.3197328,-0.1510059,0.43746462,-1.185175,1.7032697,0.8631927,-1.7962409,-0.8784066,-0.086618684,0.5964132,-0.59947467,0.052231807,0.66203445,-0.77133864,2.5590239,-1.544603,-1.745616,-0.98094195,0.86706907,-0.4962617,-0.9392043,-0.266895,-1.6687227,-2.615793,-0.0032608435,0.32914868,-0.50013095,0.38601166,2.3424559,0.9993539,-0.33389544,-0.0023352802,0.74699086,1.5350038,0.43212098,0.29583824,-0.59870017,-0.65857327,2.093571,-0.25121227,0.46431458,-1.069191,0.14964467,0.6587657,-2.586053,-0.9916982,-0.023343101
NCI-H2196,-0.5183745,1.3449819,-0.09884325,1.2375938,0.8556691,0.90557814,0.22683224,-1.3497525,1.3815322,-1.4457018,-1.7842641,2.12699,1.2667949,-0.6539629,-1.6977559,0.41302845,1.6586094,-0.21282373,1.4352102,2.7503483,3.1368825,0.25463,0.9797282,-0.21701418,-0.27655452,0.45546225,2.980846,0.17374016,-0.12747277,0.23344785,0.37885416,0.18334591,1.0650797,1.1295348,1.4320941,1.2786772,-1.6005335,-0.23910081,1.2986004,0.90079385,-0.81915945,2.3282056,-0.54138464,-0.5336275,-0.97155666,0.27819157,-0.46539173,-0.7014891,1.0784009,-0.65234387,-0.855286,0.3015133,-2.5682404,1.8844745,0.09330047,-0.20942995,-0.7449659,1.744851,-1.5046809,-0.62669927,-0.9395166,-0.447773,0.1429693,-0.12520863,2.6371005,-0.35066378,1.040692,-0.03510411,-1.0035292,-0.5460839
SF126,0.5409695,-1.4257182,-0.5476863,-0.7861547,-0.2388286,-0.6813143,0.25675046,1.2388397,0.40999687,0.48152658,0.26166442,0.5632236,-0.85536766,-0.82229704,-0.4229892,-1.5981714,0.37570685,-0.80225027,-1.173115,2.5631285,-1.2673106,-1.1307912,1.5506047,-0.7142243,-1.479528,-0.26502758,-1.6067638,-0.37398008,1.202535,1.355326,-2.0941267,0.35335496,-1.8282962,-2.4777298,-0.64157796,-1.6137332,0.81880206,-1.9140598,1.6201226,-0.21751021,1.2166612,-0.32565492,-0.86227816,0.4320537,-1.3758922,2.3586504,0.37624323,0.7855596,-0.6601386,0.74125934,-1.2659788,0.29076692,1.0707636,-1.1074842,-1.1945226,-1.6901472,0.28095406,-0.42505744,-0.52763134,-1.2912042,-0.07409486,-1.8093568,-0.89189327,-0.63510764,-0.4861739,-0.5595795,-0.044695724,0.7198732,-1.5879564,-1.1080593
LC-1/sq-SF,-1.318707,1.5995538,-0.08501055,-0.48449194,-1.2450907,0.8883153,2.4065266,-2.6673641,0.15123071,-0.65204495,1.5987636,0.8225502,0.30397233,-1.524506,-0.7255268,-0.8912283,-0.038087826,-0.41639557,1.4309832,-1.3311251,2.5225904,0.8149873,-1.5688986,1.5013187,1.6795299,0.37419355,-0.13766226,-0.7284353,0.4009734,-1.0602176e-05,0.19583276,-0.55707574,2.3028855,-1.566556,-0.37864384,-2.8590543,1.6988012,0.8918556,-0.19521786,0.5915331,-0.25722563,-1.1594819,0.52580255,-0.35141927,0.8210337,1.0247848,0.5370255,-1.2106624,2.1921988,0.046978615,0.45352155,-0.7488296,-0.21709372,-1.1528327,-0.6899399,-1.4062054,1.0094835,-2.2526412,0.012340799,-1.8495394,-0.69103354,-0.96368474,-0.32640865,1.8505969,1.2096996,-0.38908553,0.21882303,-0.41722518,0.8062705,-0.49987832
HPB-ALL,3.1128306,1.9857736,-1.2486085,-0.17478581,1.4297814,2.3775513,-1.1274511,-3.4405801,-0.11675191,-1.7152644,0.83998525,-1.973459,-0.43568996,0.8996655,0.55081505,-0.1377057,0.52733755,0.5950304,-2.026505,0.13996765,-0.21121562,-0.7126585,-0.43634441,2.9148982,2.777157,-0.78136086,-0.8328808,-1.8672494,0.3203766,-0.35250878,3.9010396,2.0331256,-2.5533602,2.084729,-0.14280877,2.480328,-0.68445563,2.5836213,-1.7426221,-1.8586879,-0.32704818,4.2214985,-0.8878559,0.13145998,1.8687928,-0.10532811,-2.0759535,3.9836345,-0.38223344,1.7329341,-3.1206179,1.8377581,0.30585954,3.6080499,3.3924096,-0.57939327,-1.5394132,-0.012007259,-0.43522477,2.6679785,-2.4166048,-1.0850713,3.0168962,-1.1943482,-2.6444864,0.26252267,-0.7320033,-3.0636678,-0.91246474,1.670107
SK-RC-31,2.182217,-0.7001262,0.8843247,0.6340734,-0.102828205,1.7830478,-1.1380935,-0.2486412,-0.80639726,0.5763006,-2.8213632,-0.015395664,-0.079618946,-1.8945023,-1.0677593,0.48551613,-1.8289851,-0.5006435,1.3387403,2.2332385,0.16160586,2.5491912,-0.5133059,-1.3083013,0.9246286,1.5062606,2.5187376,0.6920733,-0.6333104,-2.3165376,-0.88382494,0.67882246,-0.06071947,-0.11574353,-0.06481361,0.7500722,-0.97221345,-0.9105204,2.271372,1.3256601,0.5518042,1.0414565,1.1450232,1.0652639,0.1139838,1.0968791,-0.9006781,0.7425838,1.2053324,1.6222324,-1.0189595,0.1878259,-1.1101996,1.6966172,0.39295703,0.5034076,-0.23068283,0.35427257,-0.7889528,-0.32093897,-1.6365414,1.0644448,-0.2676816,-1.3516784,2.2447417,1.653662,2.1903102,0.67153513,-2.0307689,-2.0594049
Caov-4,-1.1645523,-0.39346266,0.04803075,-0.7758296,-1.7026368,0.019735206,0.8684864,-0.6961238,0.5009714,-1.3689237,0.57915014,0.35460967,1.524736,-0.3642195,-1.132003,0.1400759,0.43223226,0.95396036,0.5177488,-0.40749133,1.1075995,0.62984014,-1.1350985,0.51397866,-0.36391315,-0.7169345,1.481725,1.7355955,0.030224033,0.4523735,0.528178,-0.1348884,0.5830101,0.42759544,0.98411715,1.7779588,-2.099275,-0.68269706,0.9776785,1.1166931,0.086594634,1.541151,-0.95318377,-1.228119,-0.83062047,0.880436,-0.21281396,-0.22220744,-0.038838897,0.13440552,-1.0050993,-2.15081,-0.20460324,-0.10047945,-0.65564483,0.8025424,-1.7051802,-0.5196851,1.5215206,0.022071488,-0.533319,0.11509187,-2.6148453,0.7437537,0.05914664,1.7504289,-0.06879547,1.0395294,1.9028507,1.2392377
NCI-H524,1.080914,1.6169972,0.022971807,0.2597453,0.5738193,-0.72768974,0.36131728,-1.075846,0.014412796,-1.0753559,1.1570853,1.4553772,1.2760499,-0.24713871,0.11226785,0.6135901,0.2447707,-0.3984504,0.26112634,0.46668732,2.086766,-1.1564902,0.7202525,0.031767882,-0.027777016,0.93656266,0.35964635,-0.6594543,0.8203887,0.43596518,-0.031668264,1.4274467,-1.3473012,-0.96094817,-0.7436365,-0.33314344,-0.51275796,0.49100605,0.105442986,0.805805,-0.22390887,0.16090879,-2.1530046,-0.80803007,0.28388554,-1.0909119,0.8446845,0.41973326,-1.2456523,-0.05051609,-0.47691202,1.3683408,-0.14448008,1.6570102,0.70338863,0.90380824,-1.3809757,-0.09095951,0.81833935,-0.8973579,-0.7477224,-0.8448449,-0.05928186,-1.3103344,0.5153742,2.1955643,-0.13048679,0.886964,0.018895376,-0.52292943
SCaBER,0.008973283,-0.7117724,-0.24822612,0.910739,-0.22133751,-0.2647808,1.6648555,-0.86257505,1.6648475,-0.21593262,0.37168366,-0.24632592,1.1212101,0.77929866,0.68394184,-0.82766145,-0.32112667,-2.1827102,0.39811128,-1.7434713,0.17391673,1.4398189,-0.6388365,-1.4261533,1.5212553,-1.0049628,-1.1105112,-0.6783365,-0.39952436,-0.7899107,-0.8390817,1.0741231,-0.08061815,-1.5046921,0.13462244,0.88253236,1.5854225,-0.6901249,0.16136532,-0.045311034,0.52029204,-1.1769303,-0.05342411,-0.69864506,0.2532483,1.1374803,1.2470686,0.36960524,1.2650765,-0.5923086,0.60510844,-1.3885543,-1.670367,-0.11182194,0.052137062,-0.49430406,-1.353668,-0.6946705,0.81248343,1.0701728,-0.07473193,-0.2355739,0.8006095,0.60784006,0.4668358,-0.15794967,-0.13523981,1.6362697,-0.03886146,0.8422545
PC-14,-4.766719,-0.07398587,0.7285641,-0.84581447,0.8889352,0.41660607,0.7771386,0.695842,3.1995249,1.2450184,1.9458182,0.8568755,0.8524872,6.078078,-4.9487467,-2.2649524,2.1946707,-1.6443946,1.2225851,-5.400382,0.2752141,-0.32784805,1.2876568,1.2710677,5.694236,-3.3252945,0.69413465,-0.24630108,-1.4682742,3.510907,-1.6607581,-0.35730958,0.50599205,2.0447729,1.3802596,2.0204456,0.975501,0.85989183,-3.5577319,-0.60876507,-1.0534755,0.4555607,0.3829926,-1.4382843,0.84731925,-0.15787242,2.1521297,0.8025864,2.580729,-3.3627248,0.19332302,-3.3173907,-1.4309752,-2.550739,-1.0440338,-0.94412494,-3.5463624,-1.5367869,3.022664,-0.04918295,2.8384767,-2.1488433,1.2956362,1.8106279,2.6436527,-1.6917359,-1.991069,-0.010156844,2.71713,2.7164712
PE/CA-PJ49,0.18182833,-0.27930418,0.67082584,2.5792022,-1.4252058,0.25939247,2.5223548,-1.4503077,1.7593273,1.7126855,-0.9546108,-0.5922339,-0.053433128,1.0346848,0.13240072,-0.7200313,0.49468648,-0.93313015,-2.0152166,0.35137773,-0.09947685,2.0326567,-0.49599892,0.44623685,2.0656872,-0.6424855,-0.39389935,0.45936194,-1.4281142,-0.2580624,0.29079774,2.193417,-0.43423122,-0.7793681,1.7651613,2.378662,0.04805311,0.97720516,0.38566375,-1.1492418,-0.4074187,2.1383176,1.4123636,-0.44957027,0.84400904,1.9411635,1.2135113,0.49174842,0.5763872,0.7187184,0.2588905,0.13147408,-1.963472,2.4103568,-1.4995135,-0.2752319,-3.8615365,-0.7412307,1.6551187,1.0454968,0.2127199,1.0415144,0.1781693,-0.35156175,3.452477,-1.4982429,-0.63424164,1.7307856,0.23025711,0.86205906
RPMI-8226,-0.53681093,1.5331628,0.30024272,0.88351303,2.199691,0.40976113,0.6743682,-1.7938998,1.2286624,-0.40856424,3.3749819,-0.45826563,-1.5997285,-3.3457534,0.5067004,-1.0294682,-0.21674167,0.07891557,2.0007207,-0.2298632,0.04101035,-0.8118699,-1.7325953,-1.210716,1.1894329,-1.280007,-0.2627288,2.2408893,1.2423822,-2.2017164,0.21722382,-1.1743729,-0.023248587,0.35221145,0.6353569,2.7498686,-2.2307003,0.049428217,1.5011599,-1.4935687,-0.6439663,-0.024232991,-1.7377262,-0.30851838,-1.1651031,0.5132134,-0.6032062,0.61884785,0.6861945,-1.340533,-1.0141941,2.1480682,0.85000306,1.1933206,3.6572294,1.9237539,0.27360302,-0.68670326,-0.12721989,-1.014871,-0.8089901,1.2019131,-1.7268432,0.37258956,-0.15007806,0.94642234,-0.031592995,-0.42552832,-1.7648462,-0.26669684
SNU-520,2.8776712,-0.8434031,1.9226015,0.30110484,0.56135684,0.030966746,-1.0745465,-1.1780511,0.085230336,2.1787028,0.9964429,-1.2058123,3.645465,2.1146095,-1.5848426,-0.7602351,-1.0106003,1.3993113,2.0499146,3.0167596,-2.9201283,0.39726537,1.7167783,1.1103736,-2.7894213,0.79343873,-0.102934286,0.7634475,-1.5928957,1.0658821,0.27004024,-2.999152,2.878844,-3.6130571,-1.3092959,-1.21083,-0.20992653,-0.6219214,-0.5892454,-0.94692045,2.3801157,-1.2511398,2.7616928,1.7681409,-1.4694195,-4.3214817,-0.11472407,0.0589673,-0.6697852,0.30150867,2.4218125,0.07657722,1.1167148,0.6825879,-2.7128587,0.21709947,2.2459197,-0.23064402,-0.6740114,-1.6727673,3.6356242,0.9327178,0.04604187,1.1047629,-0.98079324,-3.546141,-0.8553659,1.1651206,-2.4378345,1.7755866
HCC95,-0.14114346,0.20193112,-0.82198375,1.3587935,-1.2238963,0.06929808,2.2439115,-2.5968943,0.65213954,0.17489551,0.28393218,0.5684133,2.1977124,1.3239666,-0.8341391,-0.6285864,0.5054002,-1.6708158,0.37986466,-1.2344263,1.9508756,1.2115415,-0.008199227,1.0106684,1.8525769,-0.5835225,-1.2164425,-1.1287476,-0.26435298,0.05286039,-0.29020283,1.3794552,1.6731966,-1.1241368,1.9086883,0.0021188408,-0.3669634,1.5906198,-1.0245285,-0.3685688,-0.4509975,0.3853938,-0.276712,-0.16489224,0.051231135,1.6723298,1.0622596,0.03497732,0.43574226,-0.5983107,-1.1795708,-0.66539705,-1.4629385,-0.6133512,-2.061394,0.14551827,-1.4555905,-1.3515999,0.8752651,-1.2009234,1.1094687,-0.57430416,1.4324269,1.6460892,1.0632592,-0.3485579,0.4686641,0.35647586,0.4951808,1.0643967
NCI-H1975,-0.716135,-0.81188464,-0.34030566,-0.93718505,1.2484897,1.4235198,-0.24644117,2.9541726,-1.3767555,-0.57216454,-0.9922431,2.3930864,-2.1183608,-0.48188984,0.24998727,0.079735614,0.48411083,0.5701645,-0.014445616,-1.6848992,-0.5373891,0.9892765,0.644156,-0.19159946,0.7100648,-0.6427929,1.8998953,-1.8041822,-1.1846334,0.7381677,-1.2493567,-3.43424,1.0312824,0.30712157,-0.24514316,1.4233971,1.2436497,-0.64867246,-0.62779576,1.7203033,0.12630439,-2.6982665,0.20329052,0.3626536,1.2014413,0.6445631,0.84122634,-0.37947616,2.4529321,-1.5752755,-0.43554038,-2.8730676,-2.0686178,-0.9231441,1.516725,-1.5992507,0.17170842,0.5313704,0.24841642,1.018594,0.76545995,-1.5051786,0.74638784,-0.045009904,1.6968186,-0.48732743,-0.36739922,0.93716395,0.03447699,0.8975589
P3HR-1,-1.0288167,-1.1588514,-1.2363683,-1.9030116,-0.06268771,-3.7946365,1.7892846,2.0366938,2.6708207,1.2078469,1.0284129,0.5534304,0.68296325,-0.68602216,0.2964023,-0.8322401,-0.2997468,-0.77579135,0.75065863,0.5331805,-1.4183557,-1.6579295,0.5428512,0.4088484,-1.708425,-1.3993088,-0.084371805,-0.3521409,0.68198735,0.34551722,1.1003716,0.67044556,-1.0514356,-1.1821519,-1.7413371,-1.4931254,1.8709317,-1.2409319,0.44936758,-2.2158873,1.4417,0.30630562,-1.3165537,-1.6267178,-1.6206526,-0.8541442,-0.03425128,0.3678655,-1.0092181,-0.30383837,-0.1512567,0.39290586,2.0861573,0.30380526,-1.3484174,1.842659,1.5093813,-0.90537745,1.2276033,-2.3960996,-0.46887222,2.5298357,-0.58415425,0.73489815,-1.2705239,0.5198656,-1.6664683,0.6662101,-1.7657793,0.12669218
